Pair,Distance,Num zero-crossings,Pearson r,Spread mean,Spread SD,Hurst Exponent,Half-life of mean reversion,Hedge ratio
BRO-LAD,1.043774934603452,44.0,0.6765318935314739,1.012599908470092,0.038012041127755775,0.4165870388700527,17.058877096174083,0.11573692710068562
BRO-NWL,1.0516873516685574,54.0,0.6704045606949509,0.9687335226777776,0.03830019436168357,0.43271336375018904,17.621092352804766,0.1646728860306821
BRO-UGI,1.1209245367311451,55.0,0.6120170041320169,0.9416110984725441,0.040821663922713934,0.4287718985804754,19.69037088266774,0.19081230921379566
BRO-UTHR,1.0648346580488348,72.0,0.6599931967619046,1.0450244251183367,0.0387789910201185,0.44026991399094795,16.801235603555334,0.09162211209191984
BRO-LSI,1.1059794746310752,56.0,0.6254048589969927,0.9718370027235163,0.04027739686247787,0.4436002494437346,17.61746229686632,0.18217904053549905
BRO-ON,1.250875491402607,63.0,0.4702584426764219,1.023669120717424,0.04555419856193619,0.4663756799236616,21.39403630249321,0.14496407470476935
BRO-FRT,1.1941489714788642,60.0,0.5386860913610593,0.9770737837512539,0.043488340552809965,0.4626771358800692,19.685271760310446,0.1892835546274858
BRO-ST,1.1442575776940693,57.0,0.5901320465820152,0.9705685729725998,0.041671403156062464,0.4448100863419238,19.121369904789006,0.18415133717459886
BRO-FHN,0.9773309835968937,52.0,0.7242521635019341,0.8667575567247496,0.03559229515128106,0.4301195564344748,16.253616090224405,0.2697458074790893
BRO-NNN,1.1695986747618892,58.0,0.5648616693389216,0.8791961755336943,0.04259427147951989,0.43080033345958363,19.584500568229426,0.26915962699203266
BRO-JBL,1.1297689326511782,38.0,0.6038676780035329,0.8947939282264981,0.04114375782468161,0.4615114203705799,16.6658388196926,0.28459602626859004
BRO-EHC,0.987587907276694,71.0,0.7172929031053258,0.9138524176937655,0.0359658302802013,0.401048788860281,16.359993961232508,0.19171223223111267
BRO-KNX,1.2130669402296006,65.0,0.5172179394126385,1.0549407845177556,0.04417729233960462,0.4540877129766448,21.085586706486204,0.10279606008298758
BRO-AN,1.171923619982333,53.0,0.5624578958752242,0.9033710099038402,0.04267894099055089,0.46417586890483414,21.804975753280207,0.23358700755608686
BRO-FAF,1.195776787415987,43.0,0.5368856462601499,1.0431641262908062,0.043547622112750685,0.4722384938443315,19.320035610951713,0.1323762646420641
BRO-FR,1.168656439517236,56.0,0.565831589516486,0.9049759853321785,0.042559957295796626,0.4395693055043723,21.74811231598586,0.22815397936473047
BRO-HBI,1.07482376462733,67.0,0.651883443245128,1.0424169596838595,0.03914277282547061,0.4241334896427877,17.452406157250405,0.08623696470879172
BRO-SRCL,0.9674761932664543,61.0,0.7308086677384045,0.7517411265909176,0.03523340485517677,0.38270552532487573,14.784045612295817,0.36466828975451104
BRO-LEG,1.0624272823704772,61.0,0.6619215693257647,0.9816768358976292,0.03869131956886793,0.44335349383982897,17.00677687598056,0.16707644961635504
BRO-SMG,1.150189548794978,57.0,0.5843636486761499,0.9516609147307737,0.0418874328018999,0.4521638343618613,20.2413595696516,0.19240189913756378
BRO-FFIV,1.3533374869659163,41.0,0.2971890876894928,1.1079629894897307,0.04928564435572135,0.48075071687054444,22.99288842302395,0.08716365775191881
BRO-VAC,1.1481393174291996,59.0,0.5863671404520931,1.0362929780410304,0.0418127677793805,0.4577564087939102,18.493973486766023,0.12786968948766297
BRO-CACI,1.1041722914422667,48.0,0.6269923517157284,0.9392293738865438,0.040211583132505106,0.43210883672917066,18.26247399960833,0.20581004177862772
BRO-ACHC,1.0346071765508353,67.0,0.6835056567682803,1.0123701509637264,0.037678171071489505,0.42241383798194493,16.60550471333515,0.11034095878734584
BRO-FL,1.171441321014671,61.0,0.5629577840437342,1.0526064845797507,0.04266137669810929,0.45249227825835786,19.039856567266234,0.10581534615542965
BRO-HELE,1.1929881548181334,58.0,0.5399648530924803,1.06955339620372,0.043446066103417974,0.44952575153760144,20.145262768652945,0.08172564073938604
BRO-INGR,1.1857350657508121,42.0,0.5478595901258703,0.9636939878763222,0.043181924178957026,0.4828329544232256,19.386259111954605,0.20706713609985794
BRO-ASH,1.1484863274195065,57.0,0.5860287738805887,0.9651591615621742,0.04182540513786261,0.4533264573659365,19.571404256582845,0.1931602923797957
BRO-IRDM,1.2545251326784612,39.0,0.4653938955764803,1.0385279772959122,0.04568711065790643,0.47528809494824553,19.278870287379846,0.14622740874525597
BRO-ADC,1.127117315778265,60.0,0.6063291448737218,0.7874153984985338,0.04104719163374653,0.43548133208784373,19.19637123197817,0.3445670729861945
BRO-LAMR,1.1319228045546057,46.0,0.6018565725410268,0.8966632361406518,0.04122219721296613,0.4465990325273457,19.997892623753195,0.23506585926153534
BRO-CF,1.2920865892615112,59.0,0.41106869559937026,1.0602294278139945,0.04705501822602189,0.4744158053308981,21.88509873438082,0.11960575264725737
BRO-HRC,1.035253264813795,59.0,0.6830185264577231,0.9239065887312856,0.037701700218252435,0.42634034506860125,16.847070136365005,0.20496988268616168
BRO-CRUS,1.3436997444723262,45.0,0.3182139042757045,1.1416923393052427,0.048934658475624275,0.4848667075709753,20.13842542263321,0.07434035271718731
BRO-JBLU,1.14012850220354,56.0,0.594096800629073,1.0989388345926425,0.041521031095800964,0.45001996565225383,17.805425249294924,0.062259286860276264
BRO-FCN,1.2174829718224913,55.0,0.5120269810865234,0.8976705990954182,0.04433811472474291,0.4209725632727267,18.947994410255045,0.2713708782569082
BRO-UBSI,1.0663811135780028,58.0,0.6587491564261834,0.958457832073726,0.0388353096087607,0.44028246341773325,17.650851100866866,0.1891834401812429
BRO-AEO,1.400512544478942,43.0,0.153799928353629,1.166701229760088,0.05100365862004227,0.47572209233107715,22.40292974816838,0.04609230586049917
BRO-HE,1.135256608796623,71.0,0.5987228202922136,0.92525083938842,0.04134360720257047,0.4548720819479542,17.658680052961415,0.24484357721101002
BRO-UFPI,1.294398226357152,38.0,0.40743256229807207,1.063478737637722,0.04713920308373292,0.4615373227457981,22.380066041953146,0.1146398682219889
BRO-STL,1.1533451299633724,44.0,0.5812594785592489,0.9968573646749131,0.042002352289979554,0.4441743344020901,19.45771799450469,0.15843178453487505
BRO-UAA,1.136223365110978,63.0,0.597809272784667,1.072744885978685,0.04137881439098196,0.445390435451821,18.774780178258855,0.07309920376097556
BRO-PNW,1.107041532758894,56.0,0.6244688128442616,0.8307956244639384,0.04031607473823092,0.4350433324822978,18.080712499906088,0.31709448169804944
BRO-CRI,0.9574135931482264,63.0,0.7373756382208475,0.899724498158388,0.03486694657296902,0.39919480351736464,13.933529677543117,0.22750377907278496
BRO-HR,1.3249593264120056,42.0,0.35518235328894054,0.9869048593118028,0.04825217270360209,0.46756777088511725,22.521590649622773,0.1964697104494233
