,MRNA,AMGN,IQV,ICLR,VRTX,GILD,REGN,ILMN,CRL,SGEN,ILMN,BIIB,TECH,BNTX,BGNE,EXAS,ALNY,NVAX,QGEN,GH,NTRA,BMRN,INCY,TXG,NTLA,CRSP,BBH,SPY,IBB,XBI,ARKG,FBT,LABU,IDNA,PBE,GNOM,BIB,SBIO,BTEC
2021-03-11,140.47,225.910368622,189.37,180.69,215.15,61.11167293,469.96,412.89,285.0,153.09,412.89,267.44,387.189383013,102.6,321.23,131.53,142.98,187.63,48.58,144.94,103.98,77.41,79.48,164.63,65.97,133.88,174.75,389.685966975,155.606995497,146.910057081,93.2,162.41,105.07,47.5799988102,74.89,23.72,90.02,55.03,61.32
2021-03-12,136.99,225.118797922,186.81,182.28,214.33,60.3173858512,471.46,405.12,286.79,150.73,405.12,266.13,384.305495183,103.28,321.7,128.46,142.2,202.77,48.29,142.96,104.04,76.77,79.01,160.02,65.52,130.61,174.02,390.210789892,154.478974552,146.470176678,91.8,162.41,103.67,47.2403557366,74.331,23.45,89.04,54.52,60.99
2021-03-15,143.66,230.591385474,190.65,182.07,219.65,61.7969058745,483.94,420.32,292.09,151.67,420.32,260.13,396.170348573,107.88,325.39,129.57,146.12,217.46,49.07,145.51,109.06,78.39,80.65,169.5,68.06,133.6,177.87,392.537834901,156.784928873,148.179711878,93.86,165.48,107.22,47.8497153686,75.8,24.05,91.5,54.67,61.8999
2021-03-16,156.02,234.852185782,189.39,181.15,218.99,62.7179315844,482.17,419.53,288.53,147.43,419.53,259.92,387.548621635,108.1,327.38,130.63,143.78,222.23,48.49,145.5,104.19,77.21,80.28,168.77,65.55,130.57,178.72,392.042718942,156.814876332,145.850345203,92.3,163.81,102.3,47.5799988102,74.85,23.57,91.74,53.77,61.5
2021-03-17,147.55,238.712314501,189.71,182.15,217.08,63.1196555642,496.01,420.12,292.7,149.78,420.12,264.15,381.012474477,106.66,329.96,128.5,145.15,225.46,48.6,145.86,106.0,78.19,80.2,170.19,67.02,131.1,179.32,393.379532032,157.912949818,147.489899429,92.99,164.79,105.91,47.8996628795,75.918,23.79,92.72,54.59,61.81
2021-03-18,141.46,238.858901668,186.5,182.87,213.36,62.7865186053,474.68,409.19,288.28,144.91,409.19,262.27,373.19903444,103.65,325.85,128.04,140.04,217.26,48.1,141.52,98.84,77.39,78.25,168.51,62.08,123.57,176.18,387.655991542,153.011549074,140.451812993,88.66,161.0,90.68,46.0316259747,73.7519,22.76,87.0,52.1,59.29
2021-03-19,143.74,240.344318289,188.33,186.0,216.11,63.1588481476,473.7,415.9,286.68,146.62,415.9,267.07,374.446390768,107.59,348.95,133.66,144.16,228.25,49.9,145.55,103.32,78.18,79.37,177.76,65.7,129.61,178.65,386.940834167,155.616977983,145.030568089,90.87,163.37,99.09,47.140460715,75.33,23.36,89.87,53.4899,60.57
2021-03-22,145.6,244.008997453,189.73,186.07,218.82,64.2072497536,483.22,429.92,288.13,148.13,429.92,272.34,384.564945299,107.0,355.96,135.26,144.15,237.2,50.1,146.87,104.31,78.52,81.67,179.21,68.38,133.0,181.49,390.030558914,157.543597827,147.12,92.92,165.44,103.62,48.0095474033,76.532,23.87,92.22,54.2618,61.33
2021-03-23,136.52,239.46479529,186.99,183.32,213.59,63.198040731,469.76,416.43,280.31,143.84,416.43,267.21,375.673789394,100.11,335.39,132.01,138.66,219.84,50.1,142.98,100.35,76.52,79.85,174.16,65.21,126.49,176.34,386.96070378,151.354456359,138.54,89.32,159.53,85.77,46.1315209963,73.76,22.66,85.18,51.12,58.47
2021-03-24,131.61,239.885011834,186.11,184.34,211.54,63.0510685433,460.32,406.8,276.21,140.19,406.8,265.69,368.678615108,94.05,320.62,130.32,134.63,200.24,48.72,134.51,96.61,74.73,78.48,169.05,61.21,115.55,171.1114,384.99361214,147.05200479,131.42,84.72,156.06,72.47,43.9138515158,71.2948,21.4,80.21,48.77,56.0
2021-03-25,133.33,240.6472651,186.55,183.86,212.36,62.6983352927,463.48,398.13,281.95,139.28,398.13,273.97,376.422203191,95.13,328.52,126.06,135.24,178.23,49.06,134.435,94.98,74.76,79.78,166.21,63.46,114.6,170.88,387.159399905,148.550434871,135.21,84.97,158.75,78.78,44.4233161262,72.7371,21.77,81.89,49.98,56.77
2021-03-26,133.28,247.106872906,192.86,190.72,214.64,63.9231035239,476.91,401.46,288.04,139.67,401.46,276.63,387.418896577,95.76,324.86,126.0,136.25,182.12,49.24,135.57,93.64,75.48,81.75,166.09,64.73,111.24,172.59,393.398458235,149.01003401,133.06,84.58,160.09,75.12,44.2035470785,72.65,21.58,82.17,49.31,55.84
2021-03-29,123.42,249.159093238,191.0,193.37,216.71,64.8539273796,481.52,395.0,282.95,139.93,395.0,276.08,366.213839004,95.91,323.53,119.83,133.8,173.75,48.38,138.53,91.47,75.38,81.1,161.53,65.31,110.72,171.585,393.19976211,147.121681024,129.36,83.06,158.36,68.5,43.384407901,71.3144,21.08,80.16,47.89,54.7564
2021-03-30,118.49,244.06763232,190.79,196.92,212.99,64.177855316,470.67,368.96,287.96,137.51,368.96,276.01,372.680134207,104.44,332.99,123.65,135.13,173.32,47.91,146.79,97.15,74.96,80.23,168.22,72.24,115.2,170.72,392.156607453,146.552177743,130.11,84.42,157.03,69.95,43.744029979,71.2992,21.44,79.39,48.0412,55.4519
2021-03-31,130.95,243.149019409,193.14,196.37,214.89,63.3254166271,473.14,384.06,289.83,138.86,384.06,279.75,381.122241834,109.19,348.08,131.78,141.19,181.31,48.69,152.65,101.54,75.51,81.27,181.0,80.255,121.85,175.44,393.746176454,150.428796571,135.65,88.73,160.5,78.92,45.6620143946,73.8193,22.48,83.61,50.2684,57.87
2021-04-01,132.55,243.500828609,198.06,202.33,213.04,65.0988810259,474.93,385.04,294.17,143.4,385.04,278.71,387.678346693,113.87,342.28,132.58,141.81,185.82,49.29,156.99,102.92,77.83,83.01,185.79,80.06,119.41,177.04,397.998273533,151.387959992,137.03,89.51,162.955,81.14,46.0715839833,74.4007,22.65,84.77,50.28,58.31
2021-04-05,129.91,246.285984773,200.37,203.3,215.32,65.0008995674,484.56,384.54,297.89,143.73,384.54,277.88,395.95081386,115.37,330.98,133.75,142.65,177.29,49.65,159.0,105.99,78.32,83.25,190.71,80.23,121.99,177.67,403.710787132,152.037393559,138.63,90.79,163.75,83.97,46.3612795461,75.37,23.05,85.6,50.74,58.285
2021-04-06,133.53,243.432421264,203.57,203.48,215.3,64.893119963,478.68,414.84,302.19,145.25,414.84,271.76,398.216012951,117.15,329.3,136.46,142.01,178.76,49.97,162.02,104.83,78.4,83.18,197.24,79.62,121.63,179.0,403.472351782,151.43791642,135.0,90.8,163.47,77.21,45.8618044379,75.04,22.84,84.7,49.4001,58.112
2021-04-07,131.47,242.474718443,201.6,199.76,212.72,64.2758367745,481.79,400.55,296.53,144.63,400.55,268.02,396.150390872,113.32,321.6,129.18,140.67,171.77,50.76,158.03,101.42,78.05,81.38,185.34,71.09,118.53,175.6,403.939287676,148.720286727,131.75,87.74,159.33,71.86,44.3733686153,72.72,22.02,81.74,48.01,56.61
2021-04-08,133.88,241.262931199,204.34,198.66,210.28,63.7075443152,476.36,403.74,305.2,144.47,403.74,265.73,404.28315413,114.49,314.62,128.5,142.5,176.27,51.39,159.52,105.71,78.23,80.83,190.24,73.08,120.38,176.17,405.856705284,149.259816151,132.57,88.68,159.575,73.29,44.7230011911,73.64,22.41,82.02,48.39,57.195
2021-04-09,140.92,243.285834098,207.66,198.07,213.35,63.7957276279,475.17,403.37,306.4,142.85,403.37,268.17,407.855582653,122.14,308.27,125.54,138.23,179.74,51.29,157.17,104.98,77.07,79.96,194.64,70.64,115.74,176.92,408.807342743,148.600391299,129.63,87.74,158.84,68.63,44.5032321435,72.94,22.02,81.57,47.47,57.06
2021-04-12,139.4,243.27606162,208.21,194.07,213.6,63.3548110646,472.8,398.99,305.23,140.72,398.99,262.8,402.197574349,121.52,294.83,124.94,135.03,175.65,51.58,155.0,103.75,77.11,79.87,188.31,68.41,114.39,175.45,408.956364837,146.372334602,127.05,86.62,157.67,64.21,43.7739984855,72.34,21.72,79.37,46.53,56.09
2021-04-13,149.71,244.263081875,207.49,198.03,215.94,63.5801684192,477.04,403.15,309.82,140.89,403.15,266.19,418.562889371,129.64,300.31,128.0,136.23,194.66,52.03,156.84,107.32,77.77,80.65,197.36,70.79,120.88,178.7,410.1684112,149.07997301,128.91,89.32,158.92,67.0,44.8828332257,73.63,22.36,81.97,47.1,57.07
2021-04-14,160.03,243.940590108,208.9,196.43,217.13,63.981892399,481.16,398.07,309.17,144.2,398.07,265.79,413.503612105,132.6,300.65,127.14,138.31,201.34,51.18,155.03,101.24,78.23,82.21,192.22,76.35,123.11,180.28,408.767603518,151.208116851,132.32,89.47,160.39,72.12,45.8518149357,74.4,22.55,84.34,48.33,58.14
2021-04-15,159.87,249.32522536,214.13,205.2,221.1,64.4424052539,494.64,401.96,320.37,149.64,401.96,270.44,414.301920155,140.72,307.81,130.52,139.02,202.09,52.69,159.2,106.35,78.77,83.2,196.13,74.77,123.85,183.45,413.158787884,153.056504694,133.48,90.34,162.46,74.5,46.3213215375,75.5371,22.86,86.52,48.89,58.81
2021-04-16,170.81,249.892029071,215.56,204.47,219.39,65.5202012974,502.6,399.0,323.38,145.5,399.0,270.31,417.664792815,151.54,305.54,130.04,138.88,227.35,52.75,158.5,106.95,79.4,82.68,194.1,70.45,118.56,185.99,414.539725954,153.126443693,131.55,88.7,162.43,70.8,45.9616994595,75.24,22.3,86.7599,48.12,58.53
2021-04-19,161.91,250.146113493,216.22,203.64,219.18,64.6187718792,499.69,404.18,324.59,144.01,404.18,269.05,413.633337163,149.48,303.37,127.53,137.4,221.5,52.44,152.92,104.925,79.59,82.67,186.97,67.33,115.04,183.65,412.503090671,151.447907706,128.72,86.64,161.18,66.3,45.2724238102,73.6176,21.86,84.7,47.23,57.18
2021-04-20,156.78,253.243988946,217.12,206.36,220.16,65.0400921508,504.42,398.39,322.37,144.76,398.39,273.2,411.038836001,156.18,292.75,125.62,136.03,208.15,52.24,149.47,104.06,79.45,84.57,180.74,67.41,121.67,183.44,409.482909568,151.447907706,128.29,85.87,162.08,65.92,45.382308334,73.84,21.76,84.95,47.28,56.98
2021-04-21,169.5,252.892179746,219.0,210.8,219.76,65.4418161306,506.48,403.33,324.02,147.49,403.33,269.85,422.943604794,161.8,302.0,128.75,137.53,212.83,51.8,152.8,109.61,79.33,84.72,187.55,69.63,124.93,186.03,413.357484009,154.435302112,132.77,88.12,164.24,72.58,46.6210066024,75.45,22.36,88.18,48.53,58.622
2021-04-22,168.1,249.247045538,225.94,212.51,215.98,64.3150293579,490.43,408.42,327.7,143.65,408.42,259.0,422.813879736,168.95,311.06,129.97,137.77,207.3,51.3,155.71,106.94,79.7,84.18,191.81,74.6,125.89,186.18,409.582257631,154.525223682,134.54,88.465,163.96,75.14,46.8507651522,75.94,22.53,88.15,49.14,59.0427
2021-04-23,173.63,251.181996136,232.3,217.82,217.9,64.1582590243,488.64,414.97,334.34,147.23,414.97,262.63,431.555352882,173.0,317.85,133.96,136.72,207.61,51.41,158.25,111.79,78.73,85.58,193.95,78.29,126.55,187.94,414.023116029,155.174657249,134.3,89.58,164.64,74.83,47.0405656933,76.5066,22.79,88.94,48.8,59.44
2021-04-26,177.61,249.706351993,233.42,217.88,216.97,64.4326071081,501.17,420.76,336.44,147.48,420.76,269.46,439.628243035,174.65,324.36,139.27,142.9,221.5,51.21,165.68,115.92,81.16,85.61,202.37,84.79,135.72,191.32,414.887444173,158.152060369,138.96,92.34,167.9163,83.16,48.4624714314,78.2324,23.59,92.4,50.58,61.28
2021-04-27,183.41,249.32522536,234.41,215.06,215.53,63.3646092105,491.81,413.55,334.37,144.24,413.55,267.39,440.466466488,172.84,323.42,138.41,141.3,257.67,49.35,164.56,115.11,79.77,84.63,198.7,87.065,133.04,191.21,414.798030917,157.742417658,139.35,92.16,166.48,83.27,48.3441957258,77.793,23.5504,91.84,50.3802,61.11
2021-04-28,178.68,231.324321307,236.02,214.89,213.48,63.1392518559,487.77,405.54,334.8,144.52,405.54,267.6,435.876195201,175.77,351.52,135.92,143.53,244.27,48.74,164.34,113.14,80.46,84.89,197.22,85.31,135.54,189.52,414.678813242,156.633384952,139.69,91.58,165.77,84.34,48.5589700223,77.2238,23.46,90.27,50.5867,61.3344
2021-04-29,175.67,229.369825753,235.45,216.13,211.86,62.5513631049,485.0,399.93,333.87,139.23,399.93,265.33,432.832645761,179.65,356.3,133.02,139.69,237.53,48.42,160.7,109.34,80.18,84.89,197.4,80.08,131.88,187.7,417.321471706,154.775005823,138.06,89.64,164.6,81.12,47.9196418838,76.3822,22.87,88.38,50.13,60.51
2021-04-30,178.82,234.187657293,234.69,216.95,218.2,62.1888317085,481.3,392.84,332.45,143.76,392.84,267.33,426.585885271,188.28,343.54,131.82,140.64,236.93,48.13,158.98,110.02,77.92,85.38,197.8,76.77,131.27,188.77,414.579465179,154.505241111,136.62,88.87,164.1797,78.75,47.8996628795,75.42,22.51,88.47,50.12,60.03
2021-05-03,186.02,239.797059534,233.96,213.49,217.95,64.4717996915,488.62,386.4,331.95,142.24,386.4,275.31,425.508169404,208.9,337.48,125.53,135.34,195.12,47.62,152.8,109.55,78.68,85.52,192.58,73.8,122.81,187.58,415.473597742,154.525223682,134.99,86.49,164.08,75.92,47.5600198059,74.47,21.98,88.41,49.66,58.8366
2021-05-04,173.59,241.732010132,232.69,219.44,214.85,64.3150293579,485.18,378.37,338.96,136.19,378.37,271.02,417.335490744,176.88,310.25,116.02,131.57,180.67,47.94,148.19,106.84,78.35,81.03,184.9,72.0,115.73,181.12,412.910417728,150.139049287,129.81,83.42,160.59,66.81,45.4522348491,72.6832,21.35,82.96,47.24,56.3199
2021-05-05,162.84,243.676733209,231.94,221.98,213.87,65.1674680468,482.42,378.35,345.21,135.08,378.35,271.57,415.918493956,170.77,305.4,110.65,132.67,171.74,48.06,139.73,104.92,77.68,81.28,182.9,71.36,113.9,179.28,413.039570209,148.800217012,127.62,82.09,159.87,63.51,44.7329906933,71.8286,21.09,81.61,46.59,55.504
2021-05-06,160.5,245.582366374,231.22,223.12,213.16,65.1968624844,498.68,377.09,336.84,136.07,377.09,272.11,410.110802893,168.0,314.0,108.01,132.1,172.52,47.71,134.62,96.31,78.61,82.31,144.45,66.48,107.84,177.75,416.337925887,148.270678873,125.69,79.84,160.06,61.17,44.3334106067,70.9447,20.82,80.84,46.32,54.2584
2021-05-07,163.15,248.426157405,234.39,228.82,215.01,65.1968624844,496.75,383.94,342.55,139.49,383.94,274.04,422.155275595,183.71,311.97,104.5,131.3,176.0,47.64,135.39,101.83,77.77,82.74,146.36,67.74,107.7,179.49,419.368041796,149.579537292,127.74,80.87,161.85,63.72,45.4921928578,71.75,21.15,82.5,46.11,54.759
2021-05-10,158.55,246.87233344,231.49,225.39,212.9,66.1178881943,502.34,380.46,332.88,135.93,380.46,275.61,407.366618972,202.35,303.32,98.84,128.63,160.5,46.89,121.78,90.59,76.39,81.39,134.84,61.03,101.46,176.63,415.21529278,146.90187274,123.09,76.13,159.07,56.81,44.2734735937,69.5315,20.21,79.53,44.5867,52.2801
2021-05-11,158.99,246.559614151,232.07,225.65,213.0,65.8631364022,501.19,381.51,320.5,139.07,381.51,278.39,414.661158777,198.02,322.0,98.0,132.41,138.18,46.38,120.19,90.25,75.69,80.64,137.25,66.17,103.54,176.05,411.509610045,147.711166877,125.1,76.93,159.68,59.63,44.6830431825,70.16,20.4,80.31,45.3578,52.82
2021-05-12,152.68,245.123059919,228.0,224.27,212.68,66.0884937567,507.14,372.84,316.76,144.77,372.84,274.02,408.015244263,186.13,312.65,96.11,133.36,127.82,46.28,113.93,87.16,75.6,82.37,134.22,64.0,100.84,173.77,402.766980537,146.232456603,124.12,74.99,159.85,58.18,43.744029979,69.2486,19.97,78.89,44.7,51.7229
2021-05-13,149.87,246.334847162,229.66,227.09,214.35,67.5190230508,517.17,373.45,321.01,144.71,373.45,281.71,395.821088802,180.79,308.78,93.66,132.92,121.0,46.5,109.77,88.92,75.51,83.23,136.61,60.88,101.0,173.72,407.605231185,146.002657033,122.48,73.64,160.02,55.68,43.5841979443,68.81,19.75,78.79,44.03,51.2513
2021-05-14,161.38,247.380502284,234.04,229.2,217.09,67.1466935085,516.62,381.03,329.07,147.5,381.03,280.21,400.840450665,192.77,319.61,96.74,135.7,131.69,46.78,112.84,93.19,76.93,82.62,143.79,67.04,106.64,177.7,413.864159128,149.549563435,126.92,76.56,162.68,61.83,45.0677389108,71.0898,20.635,82.11,45.4,52.91
2021-05-17,160.43,248.364592117,231.48,225.73,216.35,67.6757933844,523.73,379.48,322.71,147.98,379.48,280.4,386.838948016,198.3,323.67,94.67,135.89,140.16,46.7,112.65,91.81,77.34,82.27,143.83,66.69,109.22,178.08,412.811069665,149.869284575,126.63,76.39,161.21,61.21,45.5221613643,70.59,20.55,82.8,45.66,52.77
2021-05-18,159.53,246.86877557,230.58,222.37,214.645,67.4602341757,516.22,386.36,319.7,148.23,386.36,281.01,399.472258181,194.5,337.98,96.58,135.15,144.55,46.73,115.56,90.19,77.67,81.78,150.38,66.36,112.66,178.91,409.254409024,150.408813999,127.18,77.9,161.94,62.25,45.7519199141,71.18,20.9014,83.43,46.05,53.97
2021-05-19,157.99,244.674255242,232.7,226.65,214.05,67.1172990709,510.27,386.72,319.0,148.67,386.72,281.75,397.045464212,199.08,334.53,96.86,134.93,142.14,47.56,114.55,86.75,76.42,81.71,151.02,64.48,110.56,178.2,408.181449948,149.020025296,124.95,76.47,160.21,58.84,45.142560282,70.66,20.59,81.5,45.36,52.97
2021-05-20,165.97,247.921751692,236.74,231.02,216.61,67.9501414682,513.21,396.48,326.7,155.32,396.48,286.57,408.350529119,203.71,344.15,105.74,140.1,146.39,48.6,119.72,88.03,79.12,83.51,158.66,64.08,117.65,183.15,412.572634315,152.047384844,127.57,78.77,164.05,62.38,46.3712690483,72.5374,21.22,85.28,46.4688,54.45
2021-05-21,161.45,247.016389045,238.96,231.08,213.43,67.3622527172,506.72,398.62,327.23,153.34,398.62,283.19,408.809922216,195.69,347.52,106.29,140.06,143.01,47.77,121.23,86.05,78.1,82.76,158.17,63.48,115.57,181.72,412.234850902,151.248081993,126.67,78.37,163.62,61.3,45.9217414509,72.22,21.02,84.16,46.5,54.33
2021-05-24,164.17,243.808256189,242.58,232.2,211.22,66.068897465,500.47,399.99,331.17,153.67,399.99,278.86,420.444551735,194.89,343.0,109.48,138.28,145.92,48.13,123.52,86.42,77.55,82.91,166.17,67.0,115.6,181.91,416.437273949,150.328883714,125.84,79.04,162.48,59.94,45.8518149357,72.38,21.1,83.125,45.89,54.43
2021-05-25,169.26,238.149739648,242.13,229.39,208.76,64.893119963,498.03,397.09,329.52,150.69,397.09,273.45,419.595673186,197.5,350.36,109.88,139.4,147.55,48.5,124.8,90.51,77.6,82.68,166.14,69.06,116.31,181.4,415.513336967,149.55955472,124.26,79.48,161.2,57.89,45.8018674249,72.02,21.05,82.17,45.44,54.54
2021-05-26,175.59,234.754629723,239.6,224.15,206.8,65.0106977132,497.16,397.7,324.51,150.89,397.7,267.84,415.720792282,202.37,346.8,109.04,138.8,150.9,49.31,124.19,89.57,77.28,83.16,169.39,72.14,118.52,181.75,416.337925887,150.458770428,126.96,80.83,161.45,61.42,46.4411955634,72.88,21.41,82.94,46.3261,55.159
2021-05-27,179.54,231.566178663,237.46,223.66,207.31,64.56978115,495.34,408.99,332.2,151.1,408.99,267.37,409.149473635,197.7,351.01,111.19,140.23,150.75,49.14,124.29,92.57,77.36,82.68,176.06,71.74,118.4,182.34,416.556491625,150.638613569,128.59,81.33,162.37,63.63,46.3413005418,73.14,21.59,83.72,46.84,55.92
2021-05-28,185.01,234.154334925,240.16,223.76,208.63,64.7755422128,502.43,405.64,337.99,155.35,405.64,267.48,413.284011507,204.0,358.51,110.53,141.99,147.62,49.36,124.12,94.14,77.3,83.78,180.0,74.94,118.18,184.145,417.301602094,151.817585274,128.1,81.75,162.93,63.0,46.780838637,73.2193,21.5,84.57,46.61,56.0
2021-06-01,184.66,229.863703252,237.25,222.76,209.67,64.0014886907,503.23,407.45,332.9,154.0,407.45,267.15,409.69874799,206.14,367.01,108.37,144.28,145.4,47.6,119.12,92.0,77.69,82.89,176.25,73.73,115.8,182.48,416.934014262,150.768500282,126.45,81.3,162.24,60.94,46.4911430743,72.09,21.46,83.53,46.14,55.3
2021-06-02,191.6,231.418565188,235.0,220.6,210.38,64.697157046,505.36,412.96,329.52,148.16,412.96,269.35,409.588893119,219.4,356.71,109.12,142.85,171.3,47.06,117.35,93.45,77.35,82.26,178.93,72.78,114.74,184.0,417.589711475,150.948343424,127.24,81.07,161.72,61.84,46.6309961046,71.55,21.37,83.73,46.14,55.37
2021-06-03,195.22,231.989337292,233.34,220.88,211.15,65.1380736093,505.66,404.58,331.7,147.0,404.58,272.55,407.042257473,215.31,349.75,107.91,147.29,173.69,46.63,117.9,94.67,77.36,82.9,173.0,71.51,109.83,184.15,416.039881699,150.748517711,126.76,79.18,161.41,60.94,46.1015524898,71.06,21.17,83.86,46.02,54.86
2021-06-04,206.07,233.081677007,233.84,220.48,209.93,66.068897465,511.89,418.12,336.84,148.3,418.12,286.14,423.740197865,233.29,353.26,106.83,145.6,183.01,46.57,117.69,97.51,77.89,83.33,180.18,72.24,113.29,187.309,419.844912496,152.886652838,126.76,80.29,162.52,61.3,46.8307861479,71.92,21.28,85.84,46.38,55.25
2021-06-07,219.57,233.41626755,233.2,219.88,209.16,66.0590993192,514.99,430.34,340.24,154.01,430.34,395.85,419.176227315,238.15,344.27,112.06,150.46,195.04,47.15,116.53,102.17,78.66,85.11,185.28,77.66,119.2,194.08,419.43758544,158.142069084,132.61,83.15,168.39,69.4,48.0155411046,75.43,22.13,91.95,48.2468,57.42
2021-06-08,213.0,233.052154312,234.82,219.58,211.13,66.1472826318,506.42,433.87,343.02,154.63,433.87,395.37,424.469234736,220.45,348.0,114.03,151.08,198.85,47.0,114.78,104.58,78.76,84.81,187.05,78.98,118.91,193.549,419.526998696,157.942243371,133.46,83.97,169.5,70.89,47.8597048708,75.43,22.3,91.58,48.44,58.04
2021-06-09,217.44,235.709196861,239.38,220.04,213.56,67.2642712587,521.85,433.94,345.91,155.59,433.94,406.94,428.593785802,241.49,347.85,119.2,157.41,209.64,46.91,114.22,104.27,82.05,86.2,186.25,80.43,119.98,197.79,418.901105902,160.370125781,134.71,85.01,172.1,72.78,48.9885186154,76.18,22.56,94.41,48.91,58.21
2021-06-10,217.0,240.747736808,242.8,217.8,216.77,67.8913525931,532.04,450.67,354.78,158.48,450.67,414.71,435.225025288,239.82,352.99,121.91,163.26,204.94,47.72,120.49,105.56,83.67,87.53,191.16,83.15,123.71,200.88,420.848327928,163.080999367,136.09,87.31,176.2,74.9,49.62,77.3586,23.13,97.59,49.66,59.41
2021-06-11,218.85,238.907488819,243.44,216.18,193.02,67.3818490089,525.55,453.17,352.09,156.58,453.17,396.64,443.354285742,238.55,346.91,121.89,165.02,209.68,47.87,120.94,103.88,82.07,82.58,193.51,85.29,127.0,198.7,421.543764366,161.991794163,135.83,86.93,174.99,74.59,49.79,77.21,23.16,96.01,49.81,59.82
2021-06-14,207.41,237.352626883,244.47,214.82,194.8,67.4700323215,528.75,452.14,355.33,156.29,452.14,406.14,448.777121646,220.58,344.82,125.01,166.66,207.71,47.42,123.77,103.75,82.48,82.64,191.17,88.0,128.76,197.89,422.487570961,161.721991039,136.68,87.59,174.94,76.2,49.58,77.0576,23.35,96.05,49.94,59.966
2021-06-15,201.59,236.033946506,246.77,214.46,188.97,67.4106309725,527.49,451.81,354.36,153.28,451.81,396.08,440.727755644,218.17,332.0,122.57,166.5,187.07,47.69,117.69,101.32,81.96,82.76,190.19,88.65,123.62,194.51,421.712656073,159.323741048,133.43,85.55,172.93,70.69,48.56,76.26,22.83,92.92,49.03,58.92
2021-06-16,197.84,235.768242251,244.23,210.56,187.49,66.6582138842,523.58,445.41,352.92,151.32,445.41,391.31,441.956132838,203.85,333.31,120.38,168.3,176.24,48.03,117.19,100.95,82.48,83.12,192.28,79.24,123.91,192.6,419.35810699,158.174579595,133.59,85.02,172.39,70.8,47.74,76.6151,22.7288,91.49,49.1293,58.88
2021-06-17,202.47,236.929468255,246.3,217.61,188.36,66.5493114109,536.01,455.35,357.78,153.38,455.35,383.52,444.602636548,214.2,329.14,126.9,172.25,179.89,46.77,123.69,103.26,82.98,83.13,198.77,76.5,127.27,195.405,419.219019702,158.944018133,134.38,87.16,173.03,72.07,48.36,76.8737,22.81,92.81,49.14,59.46
2021-06-18,199.19,234.882561401,239.66,212.17,187.85,65.9453976953,537.92,456.16,353.7,156.31,456.16,388.44,431.33017077,212.42,321.81,126.52,176.89,174.41,47.12,120.2,102.88,81.9,83.96,194.43,75.92,127.83,194.19,413.581886446,158.654229593,133.58,86.62,172.93,70.47,47.88,76.51,22.8,92.0,49.25,59.01
2021-06-21,208.24,236.417741541,243.45,212.71,187.7,66.6780143339,534.27,461.05,360.59,158.3,461.05,380.91,439.629206934,226.09,325.64,127.66,171.26,180.99,47.26,119.99,109.3,80.76,84.93,197.88,79.22,129.62,195.81,419.502729995,160.083186879,134.79,87.42,173.59,72.78,48.7,77.125,22.97,93.68,49.48,59.7119
2021-06-22,221.36,236.092991896,243.98,212.32,188.87,66.3810075885,534.02,465.69,364.0,158.68,465.69,374.4,441.297003612,236.49,332.52,127.94,172.95,194.37,47.45,123.42,110.86,81.14,85.09,197.15,78.91,129.2,198.16,421.745473764,160.792669168,133.68,87.68,173.47,70.69,49.08,77.2378,22.97,94.18,48.7004,59.31
2021-06-23,212.04,234.912084096,242.31,210.72,187.52,65.9849985947,529.8,469.13,366.95,156.88,469.13,371.9,443.843639258,229.5,342.23,130.97,174.63,192.24,47.31,127.64,114.96,82.58,85.13,201.41,83.59,130.68,197.93,421.237118509,160.382968128,134.31,88.52,172.84,71.7,49.04,77.5856,23.29,93.47,48.82,60.05
2021-06-24,220.14,237.116445323,240.89,213.8,191.94,66.5097105115,544.45,468.07,366.78,157.4,468.07,349.16,438.930130482,227.79,352.32,128.49,173.68,192.48,48.1,125.81,119.72,83.78,86.13,194.11,86.84,137.88,198.6,423.72905603,161.652042081,137.29,89.62,173.69,76.59,50.09,78.127,23.79,95.7245,49.82,60.64
2021-06-25,219.94,238.818920734,245.34,217.15,194.34,67.2027262507,550.55,474.66,367.9,157.18,474.66,347.93,435.964048965,230.02,363.34,128.57,175.39,189.79,48.55,123.23,115.15,84.79,86.83,189.73,88.83,142.52,200.02,425.234186293,163.011050409,138.68,90.08,174.45,78.84,50.43,78.8078,23.97,97.22,50.1153,61.0196
2021-06-28,222.94,238.976375108,243.39,215.28,197.82,67.0245222035,542.7,481.5,366.06,161.1,481.5,340.27,444.392913613,228.44,358.01,131.01,166.2,194.5,49.33,125.68,116.63,84.43,85.61,201.4,133.43,151.63,200.78,426.0914128,163.250875408,137.85,93.01,173.17,77.94,51.41,78.41,24.68,97.83,49.65,61.61
2021-06-29,234.46,238.602420971,244.09,214.04,196.78,67.2522273749,545.98,479.18,371.65,158.59,479.18,345.72,447.209193033,228.06,357.08,128.14,165.87,208.94,49.37,127.79,116.38,83.46,84.7,201.33,151.61,150.49,201.85,426.320671052,163.480707699,135.74,93.1,172.08,74.14,51.65,77.73,24.7,97.84,49.05,60.89
