,MRNA,AMGN,IQV,ICLR,VRTX,GILD,REGN,ILMN,CRL,SGEN,ILMN,BIIB,TECH,BNTX,BGNE,EXAS,ALNY,NVAX,QGEN,GH,NTRA,BMRN,INCY,TXG,NTLA,CRSP,BBH,SPY,IBB,XBI,ARKG,FBT,LABU,IDNA,PBE,GNOM,BIB,SBIO,BTEC
2021-10-21,339.57,207.231430484,254.84,277.13,187.09,66.99,569.37,411.58,417.21,173.9,411.58,270.21,497.134146196,286.36,375.28,96.2,204.33,138.79,53.56,109.52,112.32,75.08,65.87,163.85,134.21,97.06,197.87,453.59,158.9,123.84,75.74,164.51,52.63,49.73,74.98,21.66,90.13,45.84,54.505
2021-10-22,326.54,207.479326831,256.89,277.52,183.52,67.24,572.36,409.15,420.61,171.43,409.15,264.8,504.939187269,278.34,378.88,93.98,198.61,134.56,53.99,109.35,114.93,73.74,65.79,164.03,131.53,95.56,196.16,453.12,158.44,124.18,74.81,164.06,52.86,49.42,75.046,21.65,89.14,46.04,54.1
2021-10-25,349.56,205.882874355,257.25,283.36,184.99,67.67,576.2,420.78,423.82,175.52,420.78,269.94,510.505650621,294.92,387.45,93.67,199.67,135.35,54.25,114.54,116.0,73.51,66.75,168.75,133.55,96.7,199.92,455.55,160.24,124.39,75.86,165.51,53.16,49.99,75.4,21.78,91.2,46.3214,54.475
2021-10-26,345.74,206.924039013,256.09,285.14,184.07,67.73,592.15,417.19,429.83,177.7,417.19,271.12,518.440609151,292.39,383.64,94.87,197.71,134.99,54.94,114.48,115.97,73.42,66.55,165.63,132.0,95.06,200.175,455.96,160.04,124.01,75.64,165.39,52.6,49.85,75.5133,21.64,91.38,46.09,54.4413
2021-10-27,340.88,204.841709696,254.29,281.74,180.94,66.77,589.6,412.01,430.07,174.61,412.01,259.95,509.446323664,278.77,367.27,94.17,191.16,141.55,53.44,112.28,113.98,71.72,64.97,158.94,129.6,92.78,196.98,453.94,157.54,122.22,74.05,162.67,50.27,49.05,74.22,21.32,88.25,45.17,54.0
2021-10-28,347.92,205.426745076,257.19,286.43,182.0,67.34,625.19,413.55,438.78,177.79,413.55,264.87,514.91285051,283.98,364.58,96.75,162.14,150.62,54.42,118.19,117.2,78.2,65.74,164.43,136.11,94.0,199.75,458.32,160.19,126.17,76.63,165.56,55.0,50.19,75.8643,21.82,91.65,46.38,54.6767
2021-10-29,345.21,205.228427998,261.42,286.77,184.93,64.88,639.94,415.06,448.68,176.33,415.06,266.68,523.317510616,278.73,357.72,95.22,159.56,148.83,55.76,116.79,114.57,79.23,66.98,161.27,132.98,91.33,199.5,459.25,159.6,124.81,75.1,165.9,53.4,49.69,75.07,21.43,90.97,46.07,54.2917
2021-11-01,337.17,208.024698795,258.89,288.91,185.4,65.64,639.15,416.8,440.27,178.61,416.8,272.1,524.726615342,274.32,357.46,97.44,166.36,172.45,55.66,120.43,119.0,82.05,69.35,163.7,136.51,95.46,201.32,460.04,161.63,129.59,77.48,168.98,59.36,50.5,76.66,21.95,93.95,47.51,55.83
2021-11-02,348.64,212.457085485,257.83,282.39,181.4,65.9,638.77,417.21,431.95,180.49,417.21,272.51,503.010412715,289.48,358.33,95.63,167.65,195.3,55.15,117.61,114.11,83.09,63.48,162.0,135.68,95.84,201.93,461.9,162.67,131.26,76.83,168.16,61.76,50.85,76.352,21.84,95.19,48.09,55.9864
2021-11-03,345.92,216.294520941,254.6,275.6,189.07,67.41,652.1,419.57,387.81,186.71,419.57,279.59,503.999784118,295.41,373.72,94.32,172.87,195.2,55.35,114.5,111.91,83.48,66.79,164.16,135.91,96.88,202.87,464.72,164.78,134.15,78.28,169.84,65.93,51.35,77.31,22.27,98.59,49.48,57.097
2021-11-04,284.02,213.121447696,253.86,280.5,194.21,66.47,647.63,421.83,379.24,189.15,421.83,280.41,494.915555776,273.94,368.89,98.58,185.55,179.41,55.64,114.8,110.67,83.37,67.49,182.59,133.94,93.0,198.38,466.91,161.83,133.21,78.64,168.13,64.49,50.43,76.23,22.38,95.25,49.229,57.3399
2021-11-05,236.99,211.971208644,247.19,265.96,192.85,66.32,611.54,408.14,375.23,190.86,408.14,278.68,497.004228739,216.64,364.99,100.68,187.25,159.19,54.24,110.19,115.97,83.92,67.86,177.98,135.48,90.24,191.46,468.53,156.94,131.32,77.95,164.12,61.7,49.08,74.25,22.31,89.93,48.4276,56.85
2021-11-08,244.68,209.59140371,251.5,268.05,192.23,65.97,622.78,402.18,373.86,190.36,402.18,272.7,506.078463431,242.6,349.84,98.62,187.97,173.02,54.33,110.43,116.78,83.43,66.49,174.42,136.07,94.14,192.79,468.93,157.63,130.51,78.6,164.05,60.49,49.51,74.1687,22.42,90.22,48.02,56.8799
2021-11-09,236.85,209.928542742,251.8,274.16,191.09,66.15,616.31,395.36,383.45,185.86,395.36,270.03,501.8211683,226.37,369.65,99.38,183.92,169.3,53.1,107.81,113.21,82.76,66.53,168.19,138.36,91.27,191.11,467.38,155.52,128.63,76.67,162.06,58.14,48.69,72.8347,21.97,88.32,47.4585,55.695
2021-11-10,228.96,211.415920826,252.12,273.45,187.91,67.32,622.2,385.65,387.6,180.5,385.65,266.93,503.66,235.4,368.0,93.55,176.25,164.19,53.25,103.77,107.0,81.54,65.39,167.02,126.78,87.58,188.9,463.62,153.51,126.19,73.59,160.58,54.66,47.96,72.2061,21.48,86.0,46.4492,54.31
2021-11-11,225.82,209.779804934,252.58,275.18,185.87,67.43,626.64,385.16,390.06,177.38,385.16,266.57,506.63,235.89,368.61,90.02,173.05,169.38,53.58,105.28,113.21,81.44,65.11,167.9,130.5,87.92,188.87,463.77,153.42,126.31,73.59,159.97,54.82,47.89,72.4873,21.68,85.54,46.3634,54.3027
2021-11-12,231.19,209.611235418,254.68,285.55,187.29,67.48,631.2,383.45,385.91,179.01,383.45,270.43,504.5,238.14,378.68,91.7,170.87,169.89,53.82,103.8,115.04,81.73,65.61,166.63,132.23,88.93,190.03,467.27,154.0,126.54,73.42,159.69,55.01,48.07,72.4247,21.59,85.72,46.3935,54.235
2021-11-15,235.07,207.4,251.81,282.14,186.86,67.2,647.73,378.94,384.54,182.68,378.94,271.82,501.77,250.48,382.37,89.97,173.31,172.45,53.4,103.65,115.85,82.07,65.19,158.0,133.54,85.08,190.4454,467.43,153.18,123.89,71.72,159.31,51.59,47.75,71.62,21.02,84.92,45.23,53.3
2021-11-16,234.28,205.39,267.54,285.57,188.33,66.89,642.75,378.51,394.71,182.41,378.51,261.55,504.49,258.05,389.34,91.48,172.94,170.49,55.57,105.23,115.0,81.3,65.72,160.58,137.51,86.58,191.74,469.28,154.06,124.51,73.16,160.28,52.51,48.12,72.0993,21.24,85.14,45.7121,53.6589
2021-11-17,242.23,205.82,264.45,281.4,188.25,67.46,641.83,377.63,393.1,183.83,377.63,258.38,493.92,272.0,380.13,88.38,172.73,183.99,54.74,105.33,112.49,80.74,65.02,160.27,134.4,86.08,191.84,468.14,154.1,122.93,71.57,158.96,50.43,47.8954,71.78,20.93,85.05,45.3706,53.26
