,TRN,BDN,CMC,NYT,LEG,VNO,HLX,ORI,HP,EQC,MTOR,DKS,SEE,EAT,AGCO,AIV,WSM,BIG,HFC,AN,ENDP,OI,FFIV,AXL,VSH,NCR,MDRX,UIS,CRUS,FLR,MUR,ATI,PBI,PWR,TEX,RRC,FL,NVAX,LPX,CMA,AMKR,RMBS,MFA,ZION,HOG,UNM,IVZ,NWL,GME,JWN,NUAN,ANF,FHN,JBL,URBN,PBCT,HRB,LNC,RDN,TGNA,NYCB,WEN,CNX,STLD,TOL,BBBY,APA,MAT,BPOP,KBH,PTEN,SANM,DVN,MOS,OVV,TPR,CLF,AEO,KSS,SWN,MTG,GT,NOV,CDE,IPG,JBLU,THC,ODP,RIG,SNV,M,ON,GPS,X,MRO,XRX,JNPR,CAR,RAD,SLM
2003-10-24,4.34868173119,8.7255956899,3.82751929942,37.0679086881,10.2916649291,17.2194782473,10.05,6.22187840212,8.09530069798,11.3191795387,14.2762313667,8.31500555918,19.1914635435,13.9893916617,14.6646725831,1.76703859368,22.0304074154,12.0045124117,1.66543928142,17.97,15.27,11.4174286888,11.31,28.6771287842,14.4478151555,8.35947010598,1.73228867809,152.0,6.97,15.1844952483,15.9926744416,5.45553605768,16.5520613706,7.46824900414,9.21724951023,4.85670535976,10.6366998483,126.2,14.122820328,27.4737286646,15.324636359,23.87,1.18128611565,43.5099767437,32.4436283176,10.1911999324,8.915822971,12.8463434331,5.39809905331,9.5037707572,4.54545454545,19.131723643,11.6615073507,20.7898983664,7.5875,3.05945347309,12.7913858084,25.718670015,45.5084232118,28.0923290428,8.42883973243,5.43471255774,9.4598333254,2.93379534422,16.0424076916,35.7881934911,27.8323656885,10.8019229106,150.053921965,25.4872301088,10.4220585734,57.48,17.6449381544,4.77790314088,33.7700115273,12.3737615181,2.82636836113,3.22403591666,36.1803119727,2.38125,44.779100126,5.5948681122,6.94178329735,34.288,9.79605652747,25.0666917333,50.16,123.605677317,15.2621627077,51.3063737179,13.9828998339,4.19,12.2426262918,16.9814453057,6.11549376007,20.1379761017,13.9271159825,28.4918105435,113.6,11.6670779162
2003-10-27,4.47563748897,8.89210116998,3.86961553537,37.0679086881,10.4531028103,17.3889068485,10.125,6.19661555478,8.24976710537,11.4676277949,14.1312517172,8.55192730408,19.4501995702,14.0302963157,14.6826881514,1.78225294812,23.0590914344,11.9389587603,1.68778054007,18.41,15.45,11.9564489273,11.475,29.0018086389,14.887770375,8.33793741252,1.79790041359,151.0,7.45,15.5634096293,15.9582986533,5.85667841486,16.6011287462,7.8831517266,9.8311174045,4.96936089645,10.8550485256,133.0,14.4703062412,29.3767469544,16.0690325552,24.21,1.18252306446,44.083260147,32.621852348,10.349920762,8.71578848127,12.7197784731,5.60300511569,9.53898176371,4.64935064935,19.3704557231,11.9166360438,21.1046583719,7.9525,3.1103279847,12.8482484464,25.6161779719,45.3706024268,28.2439440546,8.69677310391,5.45623617183,9.35457787811,3.03062587961,16.5071301136,35.931224905,27.5912188378,10.7620423935,152.142839672,25.7786442037,10.3469090049,57.48,17.6036502753,4.89127711371,33.6038841134,12.6863231018,2.88597542675,3.26136479077,37.4100418813,2.42375,44.6709598158,5.63934242151,6.86177372038,34.5,9.98402513981,25.2489141378,50.8,125.010287287,15.0579340765,52.3578136347,14.1595131158,4.4,12.1954095513,17.6593473139,6.1698165608,19.9495946601,14.2396103981,28.8965648282,114.6,11.6052226685
2003-10-28,4.54716185955,8.89564383976,3.98295155524,37.4327190859,10.533821751,17.2194782473,10.125,6.2705996077,8.2150909731,11.4428864189,14.3615135134,9.04093378557,19.8889258763,14.0893808159,14.8358204818,1.77790598971,24.2534695237,12.2913096365,1.67694841466,18.06,16.26,11.7800423038,12.08,29.7125942667,15.6105539499,8.59393721256,1.82254820841,153.2,7.93,15.9064268584,15.9582986533,5.95295258059,16.7237971852,8.22890399531,9.89573507758,4.88173992347,11.1669752073,137.8,14.859159525,29.5758319447,19.2351977096,25.12,1.18376001327,44.8501197645,32.8823336234,10.4028277052,9.07585056279,12.7773080004,5.82806587274,9.70863479507,4.8658008658,19.6423450366,11.9697878549,22.0961523894,8.285,3.14524186522,12.9809279351,26.1013069759,47.2265889984,28.072112203,8.76805812936,5.57461604933,9.28002193627,3.2769491714,16.7916540455,37.1968362045,27.7479642908,10.8247117775,153.326559707,26.1122366543,10.3943718903,60.12,17.6374312673,4.81839384546,32.7178712392,12.984175905,2.90087719315,3.2063538184,38.1354443554,2.4375,46.4732983195,5.82613452065,7.0065529549,34.5,10.2153711242,25.6444700889,51.4,129.048540949,15.4349715495,52.9614180314,14.5371001322,4.75,12.505690989,18.6677265511,6.12594045251,20.2321668225,14.9321655894,29.5759738062,116.8,11.6435140123
2003-10-29,4.53285698544,8.92398519808,4.00238058722,37.3375511561,10.4682376117,17.3404986768,10.305,6.23992329308,8.22454810009,11.529481235,14.4638520895,8.94616508761,19.986420611,14.007571508,15.3132330414,1.78051416476,24.1568146494,12.0618718567,1.65866920304,17.92,16.02,11.9956503992,12.14,30.2303270079,15.0920352983,8.51976904619,1.83643429,155.5,8.3,14.5941865283,15.9900301502,6.40223202063,16.748330873,8.14987490531,10.038817068,4.98813681923,11.1669752073,139.2,15.1073637487,29.7924832577,19.2550482749,25.44,1.18128611565,45.1777102807,33.0331385722,10.548321799,9.09871164733,12.7715550476,5.71049682055,9.88148882703,4.7619047619,19.1648808763,11.8555114611,22.3636983941,8.26,3.21506962627,13.0675757644,26.149136596,48.1178300748,28.0316835772,8.72872846015,5.54771153171,9.40720560175,3.24127476362,17.5029638751,37.0754762168,28.113703681,10.8418034276,153.709527953,26.5570265885,10.7187016068,63.3,17.9789946309,5.3204785823,32.117966689,13.3004146838,2.9386283347,3.18277768738,39.0197445144,2.4625,46.482310012,5.97734717233,7.10942241101,35.3,10.3816510505,26.2089150978,55.44,133.174582734,14.8615603927,53.0587735793,14.4335682083,4.96,12.6338507133,18.4304608482,6.09877905215,20.1568142458,15.1602020549,29.2724080926,116.0,11.7024237721
2003-10-30,4.58113593558,8.95586922617,4.0137141892,37.7737375013,10.5842710888,17.4511459265,10.065,6.36082406249,8.20248147046,11.517110547,14.3188724401,8.87793162507,20.0839153457,14.1439203546,15.6645366229,1.78007946891,24.1222950515,12.1683965402,1.66543928142,18.71,16.05,12.1524562868,12.6,30.3180783199,14.9899028367,8.64418016397,1.77394692286,154.7,8.22,14.8055808672,15.6013193131,6.20166084204,16.7319750811,8.07084581532,10.3249810488,4.69398069564,11.2979844137,144.6,15.6782334632,29.9037366347,19.0763931878,24.74,1.19365560377,45.3638412558,32.8412050009,10.7004292607,9.17301017209,13.1167322111,5.71049682055,9.7790568081,4.72727272727,18.5415248893,11.9060056816,22.2692703924,8.2275,3.24132333553,12.8861568717,26.1149725817,48.1086420224,28.3921868415,8.80001348559,5.6391868916,9.50807540541,3.23787720098,17.2706026641,37.2575161983,27.8042318893,11.0355087963,155.032509167,26.3001220576,10.7582540112,62.34,17.7688017918,5.63630607805,31.5642086426,13.1496496846,2.99823540032,3.17098962187,38.7503093097,2.4825,45.5811407602,6.13745468587,6.99893299519,33.9,10.9310977635,26.3333596667,55.12,130.804303411,14.7437361824,53.5455513185,14.2995857186,4.44,12.7485199403,19.9303190414,6.09251103668,19.930756516,15.0841898997,29.6048848265,115.2,11.6965327961
2003-10-31,4.55073807808,8.97712524491,3.99590424322,37.6944308931,10.5388666847,17.478807739,10.315,6.4853338101,8.35694787786,11.5789639871,14.3188724401,8.71492946458,19.9601720286,14.4666126249,16.2140114556,1.77790598971,24.3915479155,12.299503843,1.68710353223,18.7,16.3,12.0544526071,12.505,30.361953976,14.7306435109,8.59872225555,1.80519060643,153.6,8.15,14.7896265775,15.5960307303,6.13747806489,16.8055761445,8.08072445157,10.4126764622,4.78786030955,11.1669752073,136.0,15.736147782,30.1438097112,18.6992324484,24.79,1.18376001327,45.639315099,32.4984664808,10.8260832507,9.00155203803,13.1167322111,5.65003273657,9.75985080454,4.96103896104,18.8996230095,12.0548307526,21.9151653862,8.325,3.30594785063,12.7507696384,27.283381873,48.6047968485,28.3382787502,8.89833765861,5.6391868916,9.51684669268,3.1648296041,17.4697694164,36.5987048369,28.0212640549,11.0298115796,155.86807625,26.2617780977,11.3080324331,63.18,18.2042012442,5.6606005008,31.7211067557,13.0430110267,2.98035328063,3.1415194581,38.7364921197,2.425,46.238994314,6.10187523842,7.2656315851,34.9,10.7575882752,25.6311367422,55.2,131.06766778,15.0736439712,53.7402624142,14.4792440571,4.3,12.8699344159,20.0404781177,6.17817391476,19.7800513627,15.20243103,29.5326072757,114.6,11.5345309568
2003-11-03,4.61153379307,8.9806679147,4.0120951032,37.789598823,10.5943609564,17.8072917618,10.33,6.63871538323,8.23715760273,11.6779294913,14.9073192527,8.90825760842,20.0726659532,14.4438878171,16.1419491824,1.79442443167,24.8748222869,12.184784953,1.73787912008,18.68,15.92,11.9564489273,12.87,30.8533613236,14.9349084342,8.63221755649,1.78783300444,159.2,8.899,14.7896265775,15.4955476568,6.16154660632,16.744241925,8.2881758128,10.7496114719,4.81289487326,11.3229385482,129.2,15.7444212562,30.5302688101,19.2054218618,25.511,1.19736645021,46.3168318484,33.012574261,11.0178709198,9.03012839371,13.1627558329,5.24693884335,9.89109182881,5.14285714286,18.9327802429,12.3843719813,22.4345193953,8.7825,3.29585027014,12.850956191,27.3858739161,48.9631308895,28.4764166549,8.94749974512,5.70954143055,9.53000362359,3.19031132394,17.9913966248,37.5782533084,27.9609773422,11.1551503475,160.15035755,26.5531921925,11.0865389682,64.266,17.9977618486,5.88734844647,31.4165398302,13.5798815116,3.0002223025,2.92344024618,38.2667076603,2.44625,47.0951051033,6.22640330451,7.11704237072,34.3,10.8949499534,24.1155796711,53.96,132.033337134,14.8379955506,54.4801645779,14.5766858678,4.38,12.8092271781,20.1252158687,6.20324597664,20.0249472367,15.6669497559,29.8361729892,114.6,11.5816587646
2003-11-04,4.63299110425,8.9806679147,4.0120951032,37.8609747704,10.4631926779,17.9905512692,10.3295,6.59540764494,8.17726246517,11.7026708673,14.7196985298,8.87414087715,20.1814100803,14.4211630093,16.1689725348,1.61272157013,24.3639322372,11.8078514575,1.75345030035,18.7,16.82,11.8976467195,12.65,31.3710940648,14.9349084342,8.61786242751,1.75311780047,161.3,8.62,14.7377751359,15.2575614299,6.19363799489,16.7728645608,8.19926808656,10.6065294815,4.74404982306,11.36036975,121.0,15.802335575,30.3897382287,19.2054218618,25.01,1.20602509189,46.2796056534,33.1291053579,11.0773912309,8.57290670289,13.0937204002,5.33091673777,9.79506181105,5.32467532468,18.8001513095,12.1797375087,23.6935594175,8.5325,3.4220700262,12.9051110844,26.9554073351,47.8697526618,28.2001432039,8.95733216243,5.92601693503,9.55193184178,3.19201010527,17.7780036759,37.2835219099,27.3701675579,11.1893336479,161.160001108,26.675892864,11.0865389682,64.8,17.8476241064,5.87925030555,31.0104505962,13.3886673663,3.1850042059,3.05900299954,37.5896653511,2.415,46.5003333971,6.21750844265,7.12085235057,34.0,10.9094090775,24.6666913333,51.52,133.086794611,15.0579340765,55.2979511799,14.4061626991,4.3,12.7215389457,20.4387455475,6.13220846798,19.817727651,15.6247207808,29.5904293163,115.6,11.4402753412
2003-11-05,4.59544080969,9.03380796153,4.04771499516,37.8133908054,10.3774288035,17.9801780896,10.11,6.58638519946,8.19617671913,11.6284467392,14.5661906656,8.96701420116,20.0689161557,14.2620893549,16.11492583,1.57490303196,24.3017969608,11.9635413796,1.77240651982,18.41,16.57,11.6624378881,12.71,31.0815147349,15.2805875353,8.66810537892,1.81560516762,161.0,8.74,14.7218208462,15.2099641846,6.08131813488,16.8219319364,8.3079330853,10.6203761257,4.71275661842,11.3915624182,129.4,14.726783939,30.3370392607,19.5230309055,25.3,1.20231424546,46.1232556343,33.081121965,10.9054436655,7.98994904709,13.0534497311,5.60972334725,9.63501178146,5.35324675325,18.6807852694,12.0309124376,23.7014284177,8.2975,3.36047478524,13.1136074238,26.2242974276,47.6492394057,28.5404296285,9.22280742959,6.00178336159,9.55631748542,3.18181741733,19.1010399591,36.9454476587,27.8524612594,11.2747918987,160.742217567,27.5079567927,11.2012409411,65.46,18.1141185989,5.82256331914,31.019679897,13.4401480977,3.40753725086,3.10811993916,37.4445848562,2.43125,46.3381229317,6.22640330451,7.21991182683,34.2,11.2925758641,24.7289136178,50.8,133.350158981,15.246452813,55.3953067277,14.3269912279,4.41,12.620360216,20.3455340214,6.13847648345,20.0814616692,16.0554563267,29.8072619689,119.0,11.7937338997
2003-11-06,4.75815875276,9.10466135731,4.185337305,37.8292521271,10.3673389359,18.0597058004,10.025,6.63149742685,8.24030997839,11.7150415553,15.0181860434,8.98028181887,20.0539169658,14.7802149721,16.2140114556,1.58837860303,24.5089145486,12.1683965402,1.76834447279,18.46,17.0,11.8584452476,12.58,31.5904723449,15.4691397722,8.66092781444,1.88156405516,161.5,8.72,14.6939008391,15.400353166,6.28991216062,16.8055761445,8.36720490279,10.8973090103,4.81289487326,11.7034891,129.2,15.264559757,30.3370392607,18.9771403616,25.1,1.20973593833,47.1283629,32.7589477561,10.1713598287,8.05853230071,13.0016731566,5.67690566278,9.79826281165,5.19480519481,18.8399399895,11.8900601383,24.3388174289,8.7475,3.38167970426,13.0242518498,26.3951174995,47.6859916151,28.8301805234,9.23755605554,6.13708055189,9.56955949579,3.15973326014,19.001456583,36.7894133889,28.1337992519,11.1323614806,160.28961873,27.3584153493,11.45833157,66.48,18.4219009704,5.87115216464,31.0104505962,13.4217621222,3.58635844769,3.28494092179,36.1319518078,2.42125,46.4620337039,6.21750844265,7.31135134337,33.7,11.4227079804,24.5333578667,52.44,133.350158981,15.2935824971,56.0378533435,14.6954430746,4.43,13.6793642534,20.6760112504,6.14683383741,19.8742420835,16.0470105316,30.1541942129,121.4,11.708314748
2003-11-07,4.70272736556,9.10466135731,4.16752735902,37.5516789983,10.3320243994,18.2525015727,10.115,6.55931786302,8.24661472971,11.6903001793,14.9755449701,8.93858359177,20.132662713,14.8074847414,16.4031749225,1.57577242364,24.4191635939,11.6849383611,1.76089738657,18.53,16.85,11.7996430398,12.745,31.3359935399,15.6341229795,8.55804939012,1.82254820841,162.0,8.64,14.757717998,15.5193462794,6.3781634792,16.7605977169,8.13011763282,10.8419224334,4.80663623234,11.7970671045,126.8,15.264559757,30.8933061454,19.3344505358,25.73,1.20602509189,47.217705768,32.5670141848,9.85391816957,8.00137958936,13.1109792584,5.64331450501,9.7758558075,5.22943722944,18.7139425028,11.7837565161,24.5119354319,8.7675,3.34633817256,13.1704700618,26.1218053845,47.3919739404,28.8167057748,9.24247226419,6.19661131562,9.51217745084,3.23447963833,17.85861879,36.5293562726,28.0936081101,11.2804891155,162.065198782,26.1026506644,11.5334811385,67.86,18.2830235589,5.95213357381,31.9241513727,13.4070533418,3.51184961568,3.24368269251,35.8625166031,2.44875,47.5802969374,6.19971871892,7.37231102106,33.5,11.8637112632,24.5289134178,53.64,136.071590796,15.4349715495,55.8236711383,14.8050651116,4.59,13.89521221,20.6760112504,6.21578200758,19.7800513627,15.7936366811,30.2264717638,126.0,11.4697302211
2003-11-10,4.69378681924,9.11174669688,4.08495397312,37.2344525653,10.0747327762,18.3611682807,10.11,6.58277622127,8.12051970327,11.6037053631,14.4809085189,8.73198783021,19.7614327617,14.6802258179,16.2140114556,1.50187413067,24.4398753527,11.6193847097,1.73043203386,18.38,16.64,11.8192437757,12.275,31.1166152598,15.233449476,8.28769446111,1.85032037159,161.3,8.2,14.8335008742,15.4583196143,6.24177507776,16.7237971852,7.90290899909,10.5696050969,4.76908438677,11.6036725618,125.4,14.6440491978,30.6356667462,18.5602784918,24.75,1.1763383204,46.8885582627,32.094035027,9.80101122638,7.79562982849,13.0937204002,5.59292776836,9.7790568081,4.98701298701,18.4752104226,11.9139784533,23.7486424185,8.5875,3.30998688282,13.1677623171,25.99198213,46.6844939106,28.6212922708,9.08657514167,6.0504903501,9.24733724339,3.15803447881,17.4934797441,36.0872591748,28.1538948228,11.1893336479,161.57778465,25.4769547734,11.4385553678,65.7,18.3806130913,5.83066146005,32.4317629152,13.2857059034,3.49198059381,3.20045978564,34.9920336341,2.4425,46.8588367868,5.9595574486,7.31135134337,33.4,11.1262959378,23.2311343422,53.0,132.735642119,15.0579340765,54.7332890023,14.7685244326,4.61,13.9829004424,19.896423941,6.11967243705,19.3656121913,15.476919368,30.2120162536,122.6,11.4638392451
2003-11-11,4.57040727999,9.08340533857,4.00399967321,37.2661752086,10.2008561209,18.2665230834,9.94,6.5701447976,8.06377694136,11.5665932991,14.1738927906,8.55761342596,19.7801817491,14.4211630093,15.8086611692,1.52056605183,24.688416458,11.8160456639,1.72095392413,18.23,16.42,11.5644342084,11.755,31.1604909158,14.9820464935,8.33793741252,1.82254820841,159.4,8.07,14.5582893764,15.3123862846,6.23375223061,16.7033524454,7.92266627159,10.4496008469,4.73779118213,11.6036725618,125.8,14.2221020175,30.5419796919,18.6694566005,25.0,1.17510137159,47.0830545158,32.0734707158,9.75471765109,7.95565742028,13.0131790621,5.67690566278,9.97751884479,4.72727272727,19.1184607496,11.8528538705,23.3473234114,9.005,3.28575268966,13.0838222324,26.1969662161,46.1148346659,28.6819350411,9.02471120415,5.98554769876,9.23850923648,3.18521497998,17.7685195449,36.5900362664,28.1619330512,11.331764066,160.846663452,25.9337511601,11.4029582038,65.82,18.3956268655,5.87115216464,32.321011306,13.3923445614,3.40654379976,3.33209318382,34.6327866945,2.4325,46.5882892302,5.88839855369,7.31135134337,34.2,11.3142645502,22.9466896133,52.12,134.052463965,15.0108043924,55.3174222894,15.2770488821,4.51,14.1852579018,20.0828469932,6.08206434423,19.3844503355,15.5064796506,30.3132048248,121.4,11.4255479013
2003-11-12,4.66338896174,9.17197208329,4.03961956517,37.3772044602,10.3673389359,18.553964053,10.16,6.58277622127,8.03225318475,11.7150415553,14.9158474673,8.77558143127,20.0164189909,15.0483677037,15.9617934996,1.49970065147,25.6480612811,11.6931325676,1.72298494765,18.2,16.96,11.4272290568,12.66,32.5908373025,15.7519681276,8.5125914817,1.81907668802,164.0,8.6,14.6380608251,15.5724129448,6.37014063206,17.0100235429,8.14987490531,10.938848943,4.85044671883,11.6161496291,123.6,14.4785797153,30.8288962956,20.1681742755,25.91,1.20478814308,47.5019695226,32.6561262001,9.82746469798,8.1214002832,13.1742617383,5.80119294652,10.1759808815,5.10822510823,19.3107727031,11.8448810989,23.9611054222,9.0,3.28070389941,13.3193960185,26.2857926535,45.7932528342,28.8470274968,9.11379527417,6.08837356338,9.38858535403,3.36018945621,18.2948888188,37.1794990634,28.5156150989,11.3146724158,160.672586977,26.3828702965,11.5295258981,69.12,18.6658748015,5.9035447283,32.2471768998,13.9328922413,3.40555034867,3.40282157688,35.033485204,2.46,46.2816686662,6.02182148165,7.3342112225,39.2,11.2636576161,23.6889125778,51.92,134.75476895,14.9165450242,56.3299199871,15.1187059397,4.71,14.6371895611,19.7438959891,6.10086839064,20.0626235251,15.709178731,30.8191476807,124.2,11.5816587646
2003-11-13,4.61689812087,9.26053882801,4.02342870519,37.6706389106,10.3673389359,18.4488027227,10.175,6.59179866674,8.11131079484,11.7521536194,15.9989307311,8.85139638964,19.9939202059,14.7711250489,15.7726300326,1.52578240193,25.3995201758,11.7177151868,1.71282983008,18.0,17.281,11.4566301607,12.92,33.4771255544,15.9876584238,8.60350729854,1.77047540246,160.9,8.66,14.5383465143,16.0128662671,6.45036910349,17.1286030339,7.52752082164,11.2203973758,4.97561953738,11.6910120327,128.0,14.3131102329,31.1802227491,20.0093697537,25.72,1.19489255258,47.2401476434,32.6012880368,9.6753572363,8.20141407909,13.1685087856,5.60972334725,10.1151618702,4.92640692641,19.77497397,11.8581690516,23.7958564193,9.415,3.28575268966,13.3193960185,26.3062910621,45.8024408865,28.809966042,9.03213487666,6.49426513428,9.45038140244,3.41455045853,18.394472195,36.5640305547,28.8049913198,11.4001306667,160.951109338,26.4865131741,11.8973632595,69.18,18.8197659873,6.04121312389,32.3763871106,13.9181834609,3.47906572959,3.60321869053,34.9436734691,2.4575,46.7866907717,6.01292661978,7.44851061818,38.8,10.8660317054,24.5555801111,52.84,132.823430242,15.1521934448,56.5441021924,14.9816783935,4.83,14.3876153612,20.0150567924,6.18444193023,19.817727651,15.5909376007,30.9347917621,125.4,11.4550027812
2003-11-14,4.51318778353,9.19677077182,3.95218892128,37.7658068405,10.316889598,18.6626307611,10.27,6.68021863244,8.15558305649,11.7521536194,15.4019557038,8.56140417388,19.663938027,14.566601779,15.7546144643,1.53012936034,24.8541105281,11.4063353427,1.7060597517,17.96,17.58,11.3096246411,12.535,33.1787710934,15.6812610388,8.31879724055,1.73576019849,156.7,8.3,14.2671235889,16.0977729317,6.40223202063,16.7973982486,7.49788491289,10.7219181834,4.98813681923,11.7471588354,123.4,14.6109553013,30.6298113053,18.8778875355,25.0,1.18870780852,47.2401476434,31.9500848485,9.54970324622,8.11568501206,13.076461542,5.43169021108,9.97751884479,4.89956709957,19.4964532098,11.7226319334,22.7020654001,9.01,3.28171365746,13.1027764451,26.0603101587,45.0673966998,28.9076729625,9.15586275168,6.13166866428,9.5474894785,3.36358701885,18.1241744597,35.7751906352,29.0622146272,11.041206013,160.533325796,26.0450712879,11.8854975381,66.876,18.8610538664,6.00882056022,32.6994126376,13.8630255344,3.50390200693,3.55606642849,35.7865220582,2.4475,46.3538146813,5.98624203419,7.44089065846,42.9,10.8804908294,24.3555799111,53.0,131.594396519,15.2857275498,56.2715066584,14.8781464696,5.11,14.5495013287,19.7184746638,6.23458605399,19.8742420835,14.9912861546,30.3999378858,122.6,11.2223092302
2003-11-17,4.29146223473,9.27116683738,3.99590424322,37.4247884251,10.1554517168,18.6626307611,10.13,6.62067049228,7.92789713944,11.7768949954,15.2996171277,8.38513439567,19.2214619234,14.4438878171,15.5834665656,1.52578240193,24.1222950515,11.2506454206,1.67897943818,17.75,18.64,10.9372106581,12.55,32.4592103344,15.3591509673,8.1226104779,1.6107854642,154.5,7.93,14.0996035468,15.8350929382,6.32200354919,16.6583740177,7.60654991163,10.938848943,4.94432633274,11.6286266963,116.2,14.3958449741,30.3897382287,18.709157731,24.5,1.1763383204,46.8436745119,31.3263007419,9.36452894505,7.89850470892,13.0879674475,5.37458524287,9.58379577199,4.90909090909,18.8929915629,11.6003827679,22.1197593898,8.84,3.30190881843,12.9294807864,25.827994861,44.5804299261,28.4764166549,9.03708399166,6.00178336159,9.39741336095,3.33470773637,17.9866545593,35.1597221266,28.7366663788,10.8930783782,161.264446994,25.9491056605,11.7826612866,63.96,18.6245869224,5.94403543289,32.3948457121,13.5026604144,3.37773371805,3.52463158713,35.1509313189,2.44375,46.2365774068,5.90618827742,7.27325154481,42.1,10.7142109031,23.8133571467,53.2,129.136329072,15.0029494451,56.290977768,14.640632056,4.91,14.2729461342,19.3964712099,6.18444193023,19.5916699212,14.8392618443,30.4433044163,120.8,11.1427810545
2003-11-18,4.26106437724,9.327849554,3.84047198741,37.115492653,10.0242834383,18.7362436923,10.32,6.5683403085,7.84251492054,11.7768949954,15.9904025164,8.90067611258,19.1502157711,14.352988586,15.5564432132,1.51969666015,23.7978108307,11.2752280399,1.67559439899,17.53,18.7,10.9176099222,12.075,32.3363584975,15.0998916415,7.88335832833,1.63161458658,155.6,7.86,13.9639920841,15.7103862747,6.17759230061,16.4825492552,7.29043355166,10.8049980488,4.94432633274,11.6036725618,113.2,14.4703062412,29.9095920756,18.174184998,24.039,1.16396883228,46.0731701244,31.4154127571,9.6753572363,7.69275494806,12.9211318185,5.08906040184,9.55818776726,4.83116883117,18.8465714362,11.4621880591,21.8600823852,8.83,3.27262583503,13.0134208711,25.5205187317,44.166967571,28.5774934417,8.90840700163,5.96931203592,9.40182736441,3.32621382976,17.9961386904,34.8043107343,28.6723605519,10.7392535266,159.767389304,25.6612087781,11.5611678216,63.78,18.2379822362,5.96023171472,32.3671578098,13.4217621222,3.48900024053,3.48730271302,33.9695615753,2.40125,45.9389750946,5.63934242151,7.21991182683,44.9,10.6202265969,23.3111344222,54.6,130.365362795,14.9243999715,54.9669423172,14.6223617165,5.23,14.0503529289,19.2775786543,6.10015652062,19.1583926056,14.6112253788,30.9203362519,120.0,10.8835781117
2003-11-19,4.33437685708,9.29950819569,3.96837978126,36.758612916,10.0444631734,18.7222221816,10.35,6.6098435577,7.8045672677,11.9253432517,16.0501000192,8.81348891046,18.887729947,14.2529994318,15.3762875304,1.51483150786,23.7149637956,11.8406282832,1.7060597517,17.5,18.21,10.7314029307,11.885,31.8625014123,15.3591509673,7.85943311338,1.67674435174,160.5,8.0,13.8004606144,15.8244796052,6.10538667631,16.4580155673,7.57691400288,10.938848943,4.88173992347,11.4165165527,113.4,14.5282205601,29.9213029574,18.6595313179,24.9,1.16891662753,45.6692163678,30.9629979105,9.36452894505,7.83563672644,12.9385535692,5.17639741204,9.76945380632,4.88311688312,18.7404682894,11.557861319,21.4745013784,8.77,3.24738188382,13.0025898924,25.6845060007,44.2588480944,28.8706115077,8.94552536414,6.05590223771,9.48127942664,3.29903332859,18.1478847874,34.4662364831,28.5196342131,10.7962256938,159.384421057,25.7187881546,11.4899734936,64.74,18.2342287926,6.00882056022,32.7547884423,13.0981689532,3.49694784928,3.45390319408,33.7968467005,2.41125,46.1373766361,5.7638704876,7.25801162538,44.5,10.641915283,23.2666899333,54.84,130.716515288,14.9872395503,55.3953067277,14.8994618657,4.97,14.1178054153,19.2266247019,6.14862063115,19.4786410563,14.9406113845,30.8625142112,119.4,11.1015442227
2003-11-20,4.31649576443,9.28179484675,3.93923623329,36.3144959098,9.99401383556,18.6556200057,10.615,6.58818968855,7.71602274441,11.8758604996,15.7345560762,9.05041065536,18.8839801495,14.1211955468,15.1240695744,1.50067833757,23.9220813833,11.7095209804,1.73314006521,17.36,17.62,10.7804047705,11.9,31.7835252315,15.3434382809,7.76612477504,1.6073139438,158.4,7.75,14.0437635327,15.6573196093,6.13747806489,16.0666484888,7.38921991415,11.1234708661,4.88799856439,12.9511958271,110.2,14.4289388706,29.6812298808,18.0937902088,24.19,1.1763383204,45.6093713669,31.1275124002,9.46372946353,7.65846332124,12.9211318185,5.44848578996,10.1855838833,4.89177489177,18.7935198628,11.504709508,20.9472783691,8.9525,3.2574794643,12.9728047011,25.9099884955,43.8270096347,28.6179220675,8.80942470161,5.97472392353,9.35327332637,3.30582845388,18.1858213116,34.7436307405,28.2543726773,10.8531978611,159.279975172,25.6995950291,11.3278086353,65.34,18.222968462,5.88734844647,33.1239604732,12.7635441989,3.43734078366,3.46962061476,34.4807976047,2.41625,45.3978799816,5.6660270071,7.24277170596,43.7,10.2515189343,22.72002272,54.0,129.663057811,14.9243999715,54.655404564,14.8050651116,5.13,14.1582769072,19.1586860987,6.13176354923,19.6481843536,14.695683329,30.8046921706,118.2,11.1633994705
