,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient
2002-12-02,95.470001,96.050003,93.220001,94.129997,65.0560551755,49911900,0.0000,1.0
2002-12-03,93.25,93.400002,92.349998,92.870003,64.1852356515,34407700,0.0000,1.0
2002-12-04,91.769997,93.139999,91.43,92.449997,63.8949569477,64040800,0.0000,1.0
2002-12-05,92.730003,92.800003,91.099998,91.43,63.1900065257,36724900,0.0000,1.0
2002-12-06,90.120003,92.169998,89.980003,92.029999,63.6046837731,49824100,0.0000,1.0
2002-12-09,91.07,91.459999,89.480003,89.5,61.8561258236,36789600,0.0000,1.0
2002-12-10,90.019997,91.099998,89.760002,90.699997,62.6854796272,33319900,0.0000,1.0
2002-12-11,90.419998,91.620003,90.160004,90.779999,62.7407714012,39201000,0.0000,1.0
2002-12-12,91.199997,91.489998,90.199997,90.769997,62.73385872,34465600,0.0000,1.0
2002-12-13,89.910004,90.480003,89.269997,89.339996,61.7455422755,36862200,0.0000,1.0
2002-12-16,89.82,91.790001,89.660004,91.650002,63.3420564854,37098400,0.0000,1.0
2002-12-17,91.370003,91.739998,90.739998,90.849998,62.7891498029,32353900,0.0000,1.0
2002-12-18,90.32,90.400002,89.330002,89.800003,62.0634668662,35612600,0.0000,1.0
2002-12-19,89.349998,90.699997,88.599998,89.160004,61.621144423,39264200,0.0000,1.0
2002-12-20,89.199997,90.019997,89.099998,89.989998,62.4960001456,31176900,0.4358,1.0
2002-12-23,89.589996,90.470001,89.309998,90.019997,62.5168337666,22599300,0.0000,1.0
2002-12-24,89.589996,89.860001,89.25,89.349998,62.0515347496,10937000,0.0000,1.0
2002-12-26,89.699997,90.610001,88.839996,89.389999,62.0793145314,17485600,0.0000,1.0
2002-12-27,88.959999,89.290001,87.379997,87.379997,60.6834140082,22205700,0.0000,1.0
2002-12-30,87.790001,88.470001,87.220001,88.110001,61.1903851284,29968000,0.0000,1.0
2002-12-31,87.989998,88.43,87.110001,88.230003,61.2737237791,34036600,0.0000,1.0
2003-01-02,88.849998,91.300003,88.540001,91.07,63.2460368902,44516300,0.0000,1.0
2003-01-03,90.910004,91.379997,90.5,91.349998,63.440489112,32222600,0.0000,1.0
2003-01-06,91.239998,93.489998,91.169998,92.959999,64.5585980682,40984500,0.0000,1.0
2003-01-07,92.900002,93.370003,92.199997,92.730003,64.3988710944,38640400,0.0000,1.0
2003-01-08,92.199997,92.400002,91.050003,91.389999,63.4682688937,38702200,0.0000,1.0
2003-01-09,91.82,93.18,91.410004,92.809998,64.4544257965,34804900,0.0000,1.0
2003-01-10,91.949997,93.639999,91.800003,93.059998,64.6280450918,37768900,0.0000,1.0
2003-01-13,93.540001,93.860001,92.440002,93.029999,64.6072114709,31649900,0.0000,1.0
2003-01-14,92.690002,93.830002,92.410004,93.330002,64.8155567087,30733000,0.0000,1.0
2003-01-15,93.540001,93.57,91.910004,92.400002,64.1696929302,33511800,0.0000,1.0
2003-01-16,92.5,92.93,91.449997,92.019997,63.9057881289,44812100,0.0000,1.0
2003-01-17,90.989998,92.300003,90.150002,90.660004,62.9613040239,35618300,0.0000,1.0
2003-01-21,90.870003,90.919998,88.949997,89.25,61.9820884205,36826200,0.0000,1.0
2003-01-22,88.769997,89.800003,88.0,88.169998,61.2320516759,42286500,0.0000,1.0
2003-01-23,88.75,89.379997,87.949997,88.709999,61.6070700482,55919800,0.0000,1.0
2003-01-24,88.589996,88.68,86.169998,86.379997,59.9889368271,68633900,0.0000,1.0
2003-01-27,85.730003,86.800003,84.5,85.199997,59.1694537533,57884400,0.0000,1.0
2003-01-28,85.629997,86.400002,85.129997,85.830002,59.6069778498,46929100,0.0000,1.0
2003-01-29,85.419998,87.18,84.769997,86.480003,60.058388712,53712200,0.0000,1.0
2003-01-30,86.790001,86.879997,84.400002,84.43,58.6347084072,49845900,0.0000,1.0
2003-01-31,84.150002,86.209999,84.150002,86.059998,59.7667048236,55317000,0.0000,1.0
2003-02-03,86.139999,86.809998,85.919998,86.230003,59.8847694167,39696000,0.0000,1.0
2003-02-04,85.309998,85.75,84.300003,85.379997,59.2944596459,43633400,0.0000,1.0
2003-02-05,85.75,86.540001,84.480003,84.849998,58.9263874343,55270600,0.0000,1.0
2003-02-06,84.370003,84.889999,83.650002,84.449997,58.6485958674,53638000,0.0000,1.0
2003-02-07,84.910004,84.989998,82.970001,83.419998,57.9332850652,43165000,0.0000,1.0
2003-02-10,83.459999,84.129997,82.650002,84.010002,58.34302938,45455900,0.0000,1.0
2003-02-11,84.370003,84.879997,82.830002,83.43,57.940231226,46861000,0.0000,1.0
2003-02-12,83.160004,83.620003,82.089996,82.099998,57.0165751861,35873600,0.0000,1.0
2003-02-13,82.150002,82.660004,81.0,82.349998,57.1901944814,57934100,0.0000,1.0
2003-02-14,82.370003,84.199997,81.82,84.150002,58.4402561854,59580900,0.0000,1.0
2003-02-18,84.529999,85.800003,84.389999,85.629997,59.4680789412,39492700,0.0000,1.0
2003-02-19,85.32,85.470001,84.279999,85.18,59.1555662931,31432000,0.0000,1.0
2003-02-20,85.209999,85.419998,84.050003,84.330002,58.565262078,29280100,0.0000,1.0
2003-02-21,84.379997,85.739998,83.459999,85.18,59.1555662931,60955800,0.0000,1.0
2003-02-24,84.93,85.0,83.589996,83.800003,58.1971898665,30628600,0.0000,1.0
2003-02-25,82.949997,84.489998,82.220001,84.470001,58.6624881889,56770600,0.0000,1.0
2003-02-26,84.019997,84.529999,83.080002,83.239998,57.8082791726,37787200,0.0000,1.0
2003-02-27,83.699997,84.75,83.160004,84.339996,58.572202683,51126000,0.0000,1.0
2003-02-28,84.470001,85.230003,84.160004,84.900002,58.9611140713,43666800,0.0000,1.0
2003-03-03,85.260002,85.779999,83.720001,84.089996,58.3985833877,42923100,0.0000,1.0
2003-03-04,83.949997,84.010002,82.650002,82.75,57.4679867428,31440500,0.0000,1.0
2003-03-05,82.610001,83.540001,82.360001,83.449997,57.9541186862,43974700,0.0000,1.0
2003-03-06,82.870003,83.519997,82.470001,82.75,57.4679867428,41217700,0.0000,1.0
2003-03-07,81.610001,83.989998,81.43,83.32,57.8638387361,63538000,0.0000,1.0
2003-03-10,82.599998,82.860001,81.099998,81.32,56.4748843737,41014100,0.0000,1.0
2003-03-11,81.480003,82.0,80.480003,80.519997,55.9193005453,48102700,0.0000,1.0
2003-03-12,80.379997,81.099998,79.379997,81.059998,56.2943189176,62459800,0.0000,1.0
2003-03-13,82.18,83.910004,81.529999,83.860001,58.2388571084,72117800,0.0000,1.0
2003-03-14,84.199997,84.769997,83.349998,84.129997,58.4263631694,63951800,0.0000,1.0
2003-03-17,83.459999,86.949997,83.220001,86.779999,60.2667290885,88217500,0.0000,1.0
2003-03-18,87.150002,87.349998,86.279999,87.290001,60.6209138398,50792300,0.0000,1.0
2003-03-19,87.279999,88.160004,86.68,87.959999,61.0862121623,49630800,0.0000,1.0
2003-03-20,87.330002,88.589996,86.349998,88.150002,61.2181649101,67321600,0.0000,1.0
2003-03-21,88.800003,89.879997,87.93,89.669998,62.5198762711,71165300,0.3544,1.0
2003-03-24,88.019997,88.139999,86.349998,86.690002,60.4421581339,65398900,0.0000,1.0
2003-03-25,86.739998,88.260002,86.440002,87.519997,61.0208487312,61040100,0.0000,1.0
2003-03-26,87.559998,87.849998,86.800003,87.080002,60.7140746309,45740800,0.0000,1.0
2003-03-27,86.400002,87.660004,85.989998,87.150002,60.762880156,53120200,0.0000,1.0
2003-03-28,86.470001,87.279999,86.25,86.709999,60.456100478,32583000,0.0000,1.0
2003-03-31,85.349998,86.589996,84.400002,84.739998,59.0825728598,61119500,0.0000,1.0
2003-04-01,85.25,86.389999,84.910004,86.040001,59.9889632749,53574000,0.0000,1.0
2003-04-02,87.540001,88.769997,87.5,88.120003,61.4391859869,50431200,0.0000,1.0
2003-04-03,88.870003,88.989998,87.650002,87.699997,61.1463486529,48755500,0.0000,1.0
2003-04-04,88.43,88.589996,87.620003,88.220001,61.5089067712,36250100,0.0000,1.0
2003-04-07,90.339996,90.849998,87.970001,88.050003,61.3903804618,69776200,0.0000,1.0
2003-04-08,88.300003,88.650002,87.709999,88.190002,61.4879908148,39712700,0.0000,1.0
2003-04-09,88.360001,89.099998,86.769997,87.029999,60.6792114499,55647300,0.0000,1.0
2003-04-10,87.089996,87.629997,85.709999,87.510002,61.0138799995,41812400,0.0000,1.0
2003-04-11,88.160004,88.699997,86.860001,87.150002,60.762880156,47730100,0.0000,1.0
2003-04-14,87.470001,89.0,87.0,88.949997,62.017875887,36711700,0.0000,1.0
2003-04-15,88.839996,89.779999,88.419998,89.779999,62.5965713649,49709800,0.0000,1.0
2003-04-16,89.910004,90.059998,88.029999,88.25,61.5298227276,51788000,0.0000,1.0
2003-04-17,88.300003,89.720001,88.190002,89.559998,62.4431818745,37403100,0.0000,1.0
2003-04-21,89.860001,90.160004,89.059998,89.650002,62.5059346242,32052700,0.0000,1.0
2003-04-22,89.099998,91.559998,88.889999,91.339996,63.6842352614,59763600,0.0000,1.0
2003-04-23,91.620003,92.349998,91.239998,92.18,64.2699043516,44227100,0.0000,1.0
2003-04-24,91.529999,92.080002,90.959999,91.360001,63.6981831833,49692400,0.0000,1.0
2003-04-25,91.300003,91.470001,90.019997,90.230003,62.9103239581,43917200,0.0000,1.0
2003-04-28,90.440002,92.190002,90.300003,91.790001,63.9979885518,46432900,0.0000,1.0
2003-04-29,92.139999,92.800003,91.400002,92.110001,64.2210995237,52017100,0.0000,1.0
2003-04-30,91.910004,92.57,91.410004,91.910004,64.0816572579,48709100,0.0000,1.0
2003-05-01,91.919998,92.730003,90.5,91.900002,64.0746836456,50240400,0.0000,1.0
2003-05-02,91.559998,93.470001,91.489998,93.209999,64.9880420953,50201500,0.0000,1.0
2003-05-05,93.470001,93.779999,92.5,93.029999,64.8625421736,35437800,0.0000,1.0
2003-05-06,93.040001,94.379997,93.0,93.910004,65.4761008325,44401000,0.0000,1.0
2003-05-07,93.419998,94.139999,92.970001,93.389999,65.113542017,41413100,0.0000,1.0
2003-05-08,92.519997,93.330002,92.279999,92.449997,64.4581521425,40570700,0.0000,1.0
2003-05-09,92.830002,93.800003,92.610001,93.730003,65.3506002136,33608100,0.0000,1.0
2003-05-12,93.5,95.120003,93.279999,94.879997,66.1524010856,35662300,0.0000,1.0
2003-05-13,94.529999,95.18,94.260002,94.709999,66.0338747762,39253600,0.0000,1.0
2003-05-14,95.089996,95.239998,93.910004,94.510002,65.8944325104,32195100,0.0000,1.0
2003-05-15,94.889999,95.330002,94.25,95.110001,66.3127648856,43879200,0.0000,1.0
2003-05-16,94.889999,95.449997,94.260002,94.870003,66.1454330511,38905000,0.0000,1.0
2003-05-19,94.150002,94.419998,92.330002,92.650002,64.5975999861,41606000,0.0000,1.0
2003-05-20,92.82,93.029999,91.589996,92.459999,64.4651257548,55404600,0.0000,1.0
2003-05-21,92.110001,92.879997,91.910004,92.650002,64.5975999861,49333800,0.0000,1.0
2003-05-22,92.949997,94.050003,92.68,93.57,65.2390426359,38421800,0.0000,1.0
2003-05-23,93.529999,93.980003,93.139999,93.760002,65.37151617,26155900,0.0000,1.0
2003-05-27,93.300003,95.839996,93.07,95.400002,66.5149599011,43719200,0.0000,1.0
2003-05-28,95.849998,96.470001,95.43,95.669998,66.7032069948,37727100,0.0000,1.0
2003-05-29,95.879997,96.82,95.080002,95.419998,66.528901548,50844200,0.0000,1.0
2003-05-30,95.900002,97.089996,95.559998,96.949997,67.5956501853,52529500,0.0000,1.0
2003-06-02,97.529999,98.449997,96.669998,97.349998,67.8745395974,50305500,0.0000,1.0
2003-06-03,97.150002,97.839996,96.849998,97.75,68.1534297068,38254500,0.0000,1.0
2003-06-04,97.660004,99.349998,97.57,99.160004,69.1365152157,49360700,0.0000,1.0
2003-06-05,98.580002,99.650002,98.269997,99.650002,69.478152497,46262400,0.0000,1.0
2003-06-06,100.400002,101.400002,99.129997,99.260002,69.206236,60356800,0.0000,1.0
2003-06-09,98.769997,99.099998,97.769997,98.25,68.5020406004,37808500,0.0000,1.0
2003-06-10,98.459999,99.260002,98.190002,99.25,69.1992623877,29965900,0.0000,1.0
2003-06-11,99.160004,100.389999,98.709999,100.300003,69.931347356,37610200,0.0000,1.0
2003-06-12,100.75,100.900002,99.620003,100.610001,70.1474847156,36442000,0.0000,1.0
2003-06-13,100.610001,100.75,98.949997,99.559998,69.4153997473,48628300,0.0000,1.0
2003-06-16,99.959999,101.699997,99.800003,101.660004,70.8795696839,36326300,0.0000,1.0
2003-06-17,102.07,102.18,101.230003,101.660004,70.8795696839,36801800,0.0000,1.0
2003-06-18,101.290001,102.139999,101.0,101.57,70.8168169342,35521000,0.0000,1.0
2003-06-19,101.639999,101.730003,99.839996,100.019997,69.7361210722,43551700,0.0000,1.0
2003-06-20,100.389999,100.5,99.419998,99.440002,69.5829100706,41545000,0.3603,1.0
2003-06-23,99.449997,99.660004,97.919998,98.419998,68.8691646444,34237500,0.0000,1.0
2003-06-24,98.220001,99.089996,98.019997,98.519997,68.9391387121,36213600,0.0000,1.0
2003-06-25,98.529999,99.440002,97.529999,97.529999,68.2463899146,47743400,0.0000,1.0
2003-06-26,97.779999,98.980003,96.959999,98.800003,69.1350722592,33477300,0.0000,1.0
2003-06-27,98.75,99.190002,97.580002,97.660004,68.3373606109,54208800,0.0000,1.0
2003-06-30,98.220001,98.669998,97.470001,97.629997,68.3163632825,33349000,0.0000,1.0
2003-07-01,97.25,98.849998,96.43,98.529999,68.9461375883,51322800,0.0000,1.0
2003-07-02,98.769997,99.790001,98.57,99.769997,69.8138233042,34662100,0.0000,1.0
2003-07-03,99.07,99.849998,97.900002,98.739998,69.0930839,30792800,0.0000,1.0
2003-07-07,99.650002,100.900002,99.650002,100.699997,70.4645886407,31391100,0.0000,1.0
2003-07-08,100.5,101.290001,100.169998,101.150002,70.7794785926,30952500,0.0000,1.0
2003-07-09,100.919998,101.400002,100.029999,100.580002,70.3806224186,36528500,0.0000,1.0
2003-07-10,99.839996,100.040001,98.629997,99.300003,69.484946096,49777700,0.0000,1.0
2003-07-11,99.389999,100.449997,99.389999,100.239998,70.1427054105,39976300,0.0000,1.0
2003-07-14,101.199997,101.900002,100.449997,100.730003,70.4855852694,42114900,0.0000,1.0
2003-07-15,101.379997,101.459999,99.949997,100.510002,70.3316400814,42573600,0.0000,1.0
2003-07-16,100.809998,100.870003,99.230003,99.919998,69.918786155,39894200,0.0000,1.0
2003-07-17,99.150002,99.879997,98.160004,98.5,68.9251458578,52253500,0.0000,1.0
2003-07-18,99.019997,99.800003,98.459999,99.510002,69.6318924077,35698100,0.0000,1.0
2003-07-21,99.449997,99.489998,97.849998,98.279999,68.7712006699,34786000,0.0000,1.0
2003-07-22,98.690002,99.410004,97.919998,99.169998,69.3939753997,49968300,0.0000,1.0
2003-07-23,99.209999,99.449997,98.279999,99.239998,69.4429577369,37275400,0.0000,1.0
2003-07-24,99.989998,100.339996,98.370003,98.489998,68.9181469816,40896200,0.0000,1.0
2003-07-25,98.660004,100.290001,98.040001,100.230003,70.1357114325,43241100,0.0000,1.0
2003-07-28,100.370003,100.980003,99.669998,99.860001,69.8768033938,34382800,0.0000,1.0
2003-07-29,100.139999,100.260002,98.68,99.400002,69.5549201636,53472100,0.0000,1.0
2003-07-30,99.599998,99.75,98.93,99.160004,69.3869821215,28363300,0.0000,1.0
2003-07-31,99.980003,100.910004,99.169998,99.389999,69.5479205877,54937200,0.0000,1.0
2003-08-01,99.190002,99.529999,98.239998,98.510002,68.9321447341,49321000,0.0000,1.0
2003-08-04,98.309998,99.0,97.0,98.510002,68.9321447341,55214100,0.0000,1.0
2003-08-05,98.410004,98.760002,96.339996,96.419998,67.4696692971,61415600,0.0000,1.0
2003-08-06,96.690002,98.059998,96.419998,96.980003,67.8615314931,50096900,0.0000,1.0
2003-08-07,97.169998,98.07,96.760002,98.0,68.575272021,43427400,0.0000,1.0
2003-08-08,98.32,98.550003,97.760002,98.279999,68.7712006699,27357300,0.0000,1.0
2003-08-11,98.260002,99.040001,97.839996,98.650002,69.0301094084,34631400,0.0000,1.0
2003-08-12,98.709999,99.589996,98.419998,99.550003,69.6598830144,43285600,0.0000,1.0
2003-08-13,99.82,99.849998,98.529999,99.040001,69.3030103014,36152000,0.0000,1.0
2003-08-14,99.099998,99.75,98.449997,99.309998,69.491940074,35525100,0.0000,1.0
2003-08-15,99.360001,99.790001,99.120003,99.620003,69.7088653516,12567000,0.0000,1.0
2003-08-18,99.93,100.599998,99.739998,100.480003,70.310648351,22873800,0.0000,1.0
2003-08-19,100.690002,100.940002,100.0,100.860001,70.5765510675,37437700,0.0000,1.0
2003-08-20,100.290001,100.889999,100.160004,100.449997,70.2896517223,21295300,0.0000,1.0
2003-08-21,101.050003,101.519997,100.400002,100.769997,70.5135709778,46494200,0.0000,1.0
2003-08-22,101.75,101.82,99.730003,99.769997,69.8138233042,52040300,0.0000,1.0
2003-08-25,99.709999,100.830002,99.279999,99.93,69.9257850312,23473000,0.0000,1.0
2003-08-26,99.5,100.389999,98.830002,100.110001,70.0517403122,45065800,0.0000,1.0
2003-08-27,100.050003,100.360001,99.57,100.139999,70.0727313429,18919500,0.0000,1.0
2003-08-28,100.400002,101.0,99.660004,100.760002,70.5065769998,27402400,0.0000,1.0
2003-08-29,100.610001,101.480003,100.480003,101.440002,70.982405418,28706600,0.0000,1.0
2003-09-02,101.639999,102.879997,101.050003,102.800003,71.9340629539,49419100,0.0000,1.0
2003-09-03,103.029999,103.699997,102.779999,103.360001,72.3259202517,44912400,0.0000,1.0
2003-09-04,103.099998,103.550003,102.760002,103.410004,72.3609097346,28381000,0.0000,1.0
2003-09-05,102.940002,103.550003,102.400002,102.830002,71.9550546844,31637300,0.0000,1.0
2003-09-08,103.040001,103.879997,102.93,103.68,72.5498388075,32632800,0.0000,1.0
2003-09-09,103.370003,103.459999,102.68,103.0,72.0740103894,35053200,0.0000,1.0
2003-09-10,102.529999,102.800003,101.550003,101.959999,71.346272109,45904900,0.0000,1.0
2003-09-11,102.099998,102.760002,101.839996,102.260002,71.5561985104,38396300,0.0000,1.0
2003-09-12,101.910004,102.639999,101.349998,102.449997,71.6891470696,42524800,0.0000,1.0
2003-09-15,102.519997,102.629997,101.949997,102.089996,71.4372372074,21312800,0.0000,1.0
2003-09-16,102.230003,103.639999,102.169998,103.580002,72.4798654396,37892600,0.0000,1.0
2003-09-17,103.480003,103.790001,103.050003,103.379997,72.3399124062,31885800,0.0000,1.0
2003-09-18,103.400002,104.699997,103.169998,104.599998,73.1936052678,30243600,0.0000,1.0
2003-09-19,104.269997,104.599998,103.400002,103.669998,72.8227809856,34331600,0.4001,1.0
2003-09-22,102.849998,102.959999,102.029999,102.550003,72.036042757,36677400,0.0000,1.0
2003-09-23,102.589996,103.290001,102.360001,102.940002,72.3099967679,32489200,0.0000,1.0
2003-09-24,103.120003,103.220001,101.07,101.110001,71.0245162567,41694700,0.0000,1.0
2003-09-25,101.410004,101.879997,100.199997,100.279999,70.4414830259,52673100,0.0000,1.0
2003-09-26,100.440002,100.660004,99.849998,99.949997,70.2096737867,42914700,0.0000,1.0
2003-09-29,100.300003,100.989998,99.790001,100.93,70.8980749173,36771600,0.0000,1.0
2003-09-30,100.480003,100.760002,99.25,99.949997,70.2096737867,70764500,0.0000,1.0
2003-10-01,100.239998,102.18,100.199997,102.080002,71.7058915025,65797600,0.0000,1.0
2003-10-02,101.93,102.559998,101.629997,102.449997,71.965793744,44591500,0.0000,1.0
2003-10-03,103.669998,104.279999,103.080002,103.389999,72.6260962528,48806900,0.0000,1.0
2003-10-06,103.480003,103.989998,103.199997,103.860001,72.9562482097,20226500,0.0000,1.0
2003-10-07,103.260002,104.309998,102.910004,104.260002,73.2372281053,42602900,0.0000,1.0
2003-10-08,104.330002,104.389999,103.410004,104.0,73.0545902249,30920800,0.0000,1.0
2003-10-09,104.879997,105.220001,103.830002,104.279999,73.2512749576,40066500,0.0000,1.0
2003-10-10,104.269997,104.599998,103.910004,104.57,73.4549855751,22682800,0.0000,1.0
2003-10-13,104.709999,105.290001,104.510002,104.900002,73.6867948144,23825600,0.0000,1.0
2003-10-14,104.800003,105.43,104.360001,105.269997,73.9466970559,38484400,0.0000,1.0
2003-10-15,105.860001,105.889999,104.639999,104.989998,73.7500123231,39021700,0.0000,1.0
2003-10-16,104.68,105.730003,104.650002,105.410004,74.0450446906,32772200,0.0000,1.0
2003-10-17,105.470001,105.629997,103.980003,104.260002,73.2372281053,32790300,0.0000,1.0
2003-10-20,104.449997,105.040001,103.940002,105.040001,73.7851368296,27657000,0.0000,1.0
2003-10-21,104.82,105.279999,104.32,104.860001,73.6586961926,26729100,0.0000,1.0
2003-10-22,104.029999,104.190002,103.190002,103.540001,72.7314648552,33914500,0.0000,1.0
2003-10-23,102.889999,103.949997,102.839996,103.349998,72.5979976311,45830500,0.0000,1.0
2003-10-24,102.830002,103.580002,102.18,103.580002,72.7595634769,51723600,0.0000,1.0
2003-10-27,103.739998,104.18,103.269997,103.629997,72.7946823638,32460200,0.0000,1.0
2003-10-28,103.980003,105.150002,103.82,105.040001,73.7851368296,34956200,0.0000,1.0
2003-10-29,104.769997,105.43,103.870003,105.18,73.8834788447,30955400,0.0000,1.0
2003-10-30,105.790001,105.970001,104.800003,105.400002,74.0380188059,39123100,0.0000,1.0
2003-10-31,105.400002,105.739998,105.220001,105.300003,73.96777471,25761600,0.0000,1.0
2003-11-03,105.75,106.610001,105.709999,105.989998,74.452460306,37589300,0.0000,1.0
2003-11-04,105.989998,106.269997,105.580002,105.760002,74.2909000797,31421600,0.0000,1.0
2003-11-05,105.489998,105.970001,104.900002,105.839996,74.3470917037,33558800,0.0000,1.0
2003-11-06,105.599998,106.440002,105.099998,106.400002,74.7404667888,28392300,0.0000,1.0
2003-11-07,106.639999,106.720001,105.57,105.610001,74.1855321798,31723200,0.0000,1.0
2003-11-10,105.739998,105.839996,105.010002,105.18,73.8834788447,25530800,0.0000,1.0
2003-11-11,105.089996,105.330002,104.800003,105.150002,73.8624068101,26558600,0.0000,1.0
2003-11-12,105.230003,106.470001,105.160004,106.330002,74.69129543,28000000,0.0000,1.0
2003-11-13,106.010002,106.540001,105.779999,106.360001,74.712368167,29714800,0.0000,1.0
2003-11-14,106.400002,106.949997,105.290001,105.459999,74.0801635775,49158500,0.0000,1.0
2003-11-17,104.910004,105.139999,104.040001,104.93,73.707866849,44382100,0.0000,1.0
2003-11-18,105.239998,105.449997,103.699997,103.839996,72.9421957378,41155000,0.0000,1.0
2003-11-19,104.029999,105.010002,103.919998,104.720001,73.560353475,29827000,0.0000,1.0
2003-11-20,104.0,105.239998,103.75,103.779999,72.9000509662,53578700,0.0000,1.0
2003-11-21,104.239998,104.330002,103.620003,104.209999,73.2021035988,30016000,0.0000,1.0
2003-11-24,104.690002,105.779999,104.68,105.589996,74.1714797079,28906400,0.0000,1.0
2003-11-25,105.730003,106.419998,105.449997,105.989998,74.452460306,37580000,0.0000,1.0
2003-11-26,106.419998,106.449997,105.389999,106.370003,74.7193940518,33053600,0.0000,1.0
2003-11-28,106.279999,106.660004,106.199997,106.449997,74.7755856757,10507500,0.0000,1.0
2003-12-01,106.849998,107.68,106.800003,107.599998,75.5834015585,38699000,0.0000,1.0
2003-12-02,107.379997,107.769997,107.07,107.330002,75.3937434129,35352000,0.0000,1.0
2003-12-03,107.650002,108.080002,107.07,107.160004,75.2743286607,39078600,0.0000,1.0
2003-12-04,107.169998,107.720001,106.940002,107.599998,75.5834015585,36089500,0.0000,1.0
2003-12-05,107.120003,107.800003,106.620003,106.849998,75.0565655713,28824400,0.0000,1.0
2003-12-08,106.739998,107.639999,106.68,107.57,75.5623295239,32482900,0.0000,1.0
2003-12-09,107.900002,107.93,106.540001,106.739998,74.9792962932,43596100,0.0000,1.0
2003-12-10,106.769997,106.980003,105.959999,106.730003,74.9722753256,36915400,0.0000,1.0
2003-12-11,106.68,108.099998,106.669998,107.93,75.8152107978,45304000,0.0000,1.0
2003-12-12,107.970001,108.199997,107.389999,108.139999,75.9627241718,34142200,0.0000,1.0
2003-12-15,109.169998,109.230003,107.480003,107.599998,75.5834015585,38693400,0.0000,1.0
2003-12-16,107.68,108.5,107.519997,108.160004,75.9767766437,32894200,0.0000,1.0
2003-12-17,108.059998,108.5,107.800003,108.5,76.2156061481,23198800,0.0000,1.0
2003-12-18,108.550003,109.730003,108.389999,109.720001,77.0725933897,29353100,0.0000,1.0
2003-12-19,109.300003,109.370003,108.580002,108.900002,76.8587619017,41465100,0.5156,1.0
2003-12-22,108.790001,109.660004,108.779999,109.660004,77.395151357,27611300,0.0000,1.0
2003-12-23,109.480003,109.949997,109.379997,109.730003,77.4445548132,24741200,0.0000,1.0
2003-12-24,109.519997,109.879997,109.43,109.620003,77.3669197016,8055800,0.0000,1.0
2003-12-26,109.709999,110.080002,109.629997,109.699997,77.4233773663,8308400,0.0000,1.0
2003-12-29,110.099998,111.269997,109.779999,111.160004,78.4538119698,22483700,0.0000,1.0
2003-12-30,111.089996,111.269997,110.849998,111.18,78.4679246216,19559500,0.0000,1.0
2003-12-31,111.220001,111.519997,110.839996,111.279999,78.53850129,31501800,0.0000,1.0
2004-01-02,111.739998,112.190002,110.730003,111.230003,78.503215426,38072300,0.0000,1.0
2004-01-05,111.690002,112.519997,111.589996,112.440002,79.3572009479,27959800,0.0000,1.0
2004-01-06,112.160004,112.730003,112.0,112.550003,79.4348367653,20472800,0.0000,1.0
2004-01-07,112.389999,113.059998,111.889999,112.93,79.7030286699,30170400,0.0000,1.0
2004-01-08,113.25,113.410004,112.769997,113.379997,80.0206247364,36438400,0.0000,1.0
2004-01-09,112.830002,113.5,112.269997,112.389999,79.3219101435,54084300,0.0000,1.0
2004-01-12,112.550003,113.25,112.360001,113.220001,79.9077037608,31564100,0.0000,1.0
2004-01-13,113.089996,113.230003,111.760002,112.559998,79.4418909738,54239700,0.0000,1.0
2004-01-14,112.760002,113.660004,112.669998,113.5,80.1053197027,30112800,0.0000,1.0
2004-01-15,113.57,114.059998,112.580002,113.779999,80.3029356447,38408700,0.0000,1.0
2004-01-16,114.040001,114.309998,113.629997,114.230003,80.6205366516,31922700,0.0000,1.0
2004-01-20,114.529999,114.650002,113.82,114.199997,80.5993592047,29863000,0.0000,1.0
2004-01-21,114.129997,115.300003,113.720001,115.099998,81.2345562782,30725000,0.0000,1.0
2004-01-22,115.139999,115.379997,114.580002,114.800003,81.0228276845,29888500,0.0000,1.0
2004-01-23,115.0,115.370003,113.949997,114.43,80.7616892827,44245300,0.0000,1.0
2004-01-26,114.389999,115.93,114.379997,115.870003,81.7780055883,30460600,0.0000,1.0
2004-01-27,115.75,116.5,114.650002,114.68,80.9381327181,35322800,0.0000,1.0
2004-01-28,114.980003,115.279999,112.940002,113.370003,80.0135712336,52621300,0.0000,1.0
2004-01-29,113.559998,113.849998,112.559998,113.480003,80.0912063452,60117100,0.0000,1.0
2004-01-30,113.519997,113.720001,113.089996,113.480003,80.0912063452,30984400,0.0000,1.0
2004-02-02,113.699997,114.68,113.120003,113.970001,80.4370340672,38832400,0.0000,1.0
2004-02-03,113.739998,114.139999,113.440002,113.779999,80.3029356447,25093500,0.0000,1.0
2004-02-04,113.190002,113.730003,112.790001,112.849998,79.646565359,39332600,0.0000,1.0
2004-02-05,113.169998,113.540001,112.779999,113.18,79.8794721053,37226800,0.0000,1.0
2004-02-06,113.419998,114.699997,113.199997,114.449997,80.7758026402,37216000,0.0000,1.0
2004-02-09,114.669998,114.870003,114.290001,114.480003,80.7969800871,24851300,0.0000,1.0
2004-02-10,114.279999,115.139999,114.260002,114.849998,81.0581128427,27908100,0.0000,1.0
2004-02-11,114.849998,116.389999,114.169998,116.07,81.9191582193,42965700,0.0000,1.0
