,BRK.B,JPM,BAC,WFC,MS,C,GS,BLK,SCHW,SPGI,AXP,PNC,MMC,TFC,CB,XLF,SPY
2001-12-21,47.1,19.9643338288,18.1877036108,12.2740617951,31.854032101,311.491238751,72.196716792,27.3475362788,11.905189205,20.1275213228,22.2794192141,31.3085906987,32.7692275132,17.9228902537,16.8389841083,14.1210369098,14.1210369098
2001-12-24,47.34,20.126282271,18.2467545966,12.316729449,31.8482677087,310.373224334,72.3218546393,27.1692689008,11.7673799409,20.1927144535,22.5826302449,31.2018887753,32.5846121469,17.8981690257,16.776152078,14.1102533764,14.1102533764
2001-12-26,47.6,20.2770618552,18.4120973567,12.2797508156,31.9635555556,311.926022135,72.5799514494,27.8295184488,11.8362845729,20.4191748025,22.8726581873,31.168193431,32.5538429192,17.9327787448,16.9269489506,14.1749545765,14.1749545765
2001-12-27,48.6,20.2826462842,18.5862977647,12.3451745517,31.9347335939,315.155841559,72.0481155983,28.0275933132,12.0583106096,20.6181854123,23.0704045117,31.1176504146,33.0153813349,17.858615061,17.1556575408,14.1641710431,14.1641710431
2001-12-28,49.54,20.4110881522,18.7575456233,12.402064757,32.7820992687,317.9508776,72.947543876,27.5720211251,12.0506545393,21.0093441969,23.762516647,31.5613057806,33.2307659289,17.883336289,17.2085526822,14.3151405099,14.3151405099
2001-12-31,50.5,20.2993995714,18.5862977647,12.3650861235,32.2460107805,313.540931847,72.5408458721,27.5324061522,11.8439406432,20.9235637617,23.5252210578,31.5613057806,33.0769197903,17.8536708154,17.3798321878,14.1803463432,14.1803463432
2002-01-02,49.68,20.4892701588,18.5892503139,12.3565525927,31.8309745317,316.832863184,71.2268984752,27.281511324,11.9128452752,20.4157435851,23.7031927497,31.3703654965,32.8307659686,17.7102876934,17.2614478236,14.1641710431,14.1641710431
2002-01-03,49.4,21.0360264739,18.5685824689,12.402064757,32.7532773069,317.081310832,72.3062124084,27.3475362788,12.9004783347,20.6078917601,24.0797484874,32.8529606435,32.3169198658,17.8388380787,17.352125209,14.2612228432,14.2612228432
2002-01-04,49.14,21.982985865,18.8579322991,12.4333543699,34.3788359484,322.981942473,75.6692920553,27.6776610528,13.849831043,20.7931775002,24.9187410959,33.3471590258,32.3787704301,17.9130017625,17.1531387245,14.4499346767,14.4499346767
2002-01-07,49.18,21.9266192346,18.6335385533,12.4532659418,34.1194382928,319.19311584,74.8871805095,27.3343312878,13.2756257759,20.7863150653,24.8394662037,34.1221519436,31.6984142224,18.0069424286,17.0045285652,14.41219231,14.41219231
2002-01-08,47.76,21.7575193433,18.3353310752,12.4049092673,33.404653642,307.45396447,72.3453179857,27.3673437652,13.045943669,20.7588653261,24.4761229481,33.8469732989,31.4510119651,17.6707337287,16.8256926108,14.2126969432,14.2126969432
2002-01-09,48.5,21.8195226368,18.2910428359,12.3423300414,33.7908679291,309.255209918,73.3229574179,27.3607412697,13.1837529331,20.6902409779,24.5421853582,33.8413574082,31.6674889403,17.5026293788,16.9894156677,14.2881816766,14.2881816766
2002-01-10,47.9,22.0618991476,18.3058055823,12.3650861235,34.1149454431,309.62788139,72.7363737586,27.763493494,12.7397008599,20.951013501,24.9517723009,34.0281698529,32.2550693015,17.4976851332,16.876068936,14.2342640099,14.2342640099
2002-01-11,49.3,21.6109661042,17.9810251607,12.316729449,33.3105387566,304.783152253,71.2894673989,27.0042065138,12.977039037,21.0882621973,24.7205538655,33.9375941221,32.1004428906,17.2554170994,16.7929479994,14.1533875098,14.1533875098
2002-01-14,49.38,21.0303898109,17.9278792735,12.2370831616,32.616086941,303.603025925,70.3665757748,27.0702314686,12.2650245057,21.0848309799,23.9476236671,33.6828498793,31.8839659155,17.0724800127,16.5964803312,14.0455521764,14.0455521764
2002-01-15,49.6,21.3460429412,18.1434153715,12.8913205226,33.4783646121,308.820426534,70.3118279666,27.7304810166,12.2573684355,21.4725585472,24.9385598189,34.3791508096,32.2241440193,17.3641905023,17.002009749,14.3528828766,14.3528828766
2002-01-16,49.64,20.5794567675,17.9514996678,12.8998540534,32.3325191163,303.478802101,69.3185463035,27.7370835121,11.5070735531,21.4725585472,24.2052670666,34.1357285332,32.091165306,17.3394692744,16.6393002076,14.1749545765,14.1749545765
2002-01-17,49.9,20.7711033109,18.045981245,12.9738113203,33.3568355443,309.93844095,70.3743968903,28.3247056098,11.8822209943,21.5583389824,24.5487915992,34.4923704731,32.2241440193,17.4639986429,16.7828727344,14.3097487432,14.3097487432
2002-01-18,49.98,20.241256985,17.9514996678,12.9083875842,32.7665515011,310.311112422,69.8653454995,27.8955434036,11.3845764295,21.5480453302,24.456304225,34.6791829178,31.976741762,17.3992433713,16.8005044482,14.2558310765,14.2558310765
2002-01-22,49.6,20.1567070393,18.5036263846,13.2753294085,32.0315899962,305.590607109,68.118907651,27.4663811974,10.8103711623,21.8740109841,24.5950352863,34.6055901365,32.2550693015,17.3793186723,16.8256926108,14.2073051765,14.2073051765
2002-01-23,49.0,20.1510703763,18.5597248211,13.3578202062,32.0952480793,307.45396447,68.3303597672,27.7304810166,10.6036572662,21.4313839383,24.0797484874,34.7867415981,31.6674889403,17.5287539145,16.4226820094,14.2720063766,14.2720063766
2002-01-24,49.32,20.2356203219,18.8963154398,13.4118659012,31.4818156421,309.93844095,66.9598367919,27.598431107,10.6113133364,21.8740109841,24.2779357177,35.4547376125,31.6365636581,17.6582644578,16.8735501197,14.2881816766,14.2881816766
2002-01-25,49.24,19.7226839851,18.7043997362,13.3976433499,31.9737190115,308.199307414,68.3695175665,27.8295184488,10.9481804265,22.0627279416,24.436485502,35.0980956726,31.6984142224,17.6781891568,17.6191197324,14.37984171,14.37984171
2002-01-28,49.56,19.3393908982,18.7900236655,13.4118659012,31.8232544515,306.273838141,68.8002533587,27.0636289731,10.932868286,22.1244898549,23.9740486312,35.0245028913,31.3891614008,17.6582644578,17.2412972936,14.2342640099,14.2342640099
2002-01-29,49.18,18.0655050506,17.4790917819,13.0051009332,30.0929120109,290.124741018,66.1610176863,27.0702314686,9.95289129678,22.1313522898,22.751894044,31.7467936342,30.152150114,17.1701093332,16.6871577166,13.6142108428,13.6142108428
2002-01-30,49.1,18.6348080179,18.2054189066,13.1899941005,30.4401379187,295.031582067,67.3514147848,27.4795861884,10.3739751593,22.1210586375,23.320030771,31.5373372568,30.4614029357,17.3494316239,16.6745636353,13.7867473762,13.7867473762
2002-01-31,49.06,19.1928376591,18.609918159,13.2700894887,31.8290415499,295.404253539,68.118907651,28.3907305646,11.0017729181,21.9872411586,23.6833740267,32.692177824,31.5128625294,17.5536597882,16.8382866921,14.018593343,14.018593343
2002-02-01,49.04,18.1275083441,18.1168424279,13.3587665256,30.9088928942,289.732990443,66.8815211933,28.3709230782,10.8639636539,22.2480136817,23.1879059508,32.6468899587,31.4200866829,17.7030950305,17.158176357,13.8460568096,13.8460568096
2002-02-04,48.7,17.2256422573,17.5381427676,13.0755721174,29.1785504536,276.084566071,64.6103688343,28.0341958087,10.1825734036,21.8534236796,22.0780574609,31.0165268048,30.8294137935,17.1950152069,16.9138511799,13.3446225092,13.3446225092
2002-02-05,48.56,16.3575961488,17.3905153032,12.9754528822,28.6114148042,279.200644695,63.4669610949,28.3379106008,10.2667901761,22.1176274201,22.7915314901,30.6089360164,30.9871327326,17.2597704785,16.7375340417,13.3446225092,13.3446225092
2002-02-06,48.2,16.5943359966,17.3757525568,12.9468473864,28.3104856841,274.214918897,64.1404752428,28.2256681776,10.6120789434,22.1519395942,21.7345329283,30.6259189659,31.1108338612,17.1850528574,16.7324964092,13.1559106758,13.1559106758
2002-02-07,48.26,16.9494457682,17.4052780497,12.9868950805,28.1252985332,275.087420912,63.5217820139,28.3577180872,10.5890924908,22.3166380299,21.8336265434,30.529682252,31.4819372473,17.2298834301,17.3093053326,13.2799213092,13.2799213092
2002-02-08,48.8,17.5412953877,17.8924486821,13.0955959645,29.9540216477,283.500833196,65.6284716159,28.753867816,10.8419434693,22.4230057696,22.3621258244,31.5316762736,32.3787704301,17.5337350893,17.624157365,13.6303861428,13.6303861428
2002-02-11,49.06,17.9471351267,18.0843643858,13.2643683895,30.1797184878,285.61976666,66.4507854011,28.4897679968,11.0718079951,22.4230057696,22.144119871,31.9958768938,32.2550693015,17.8126808748,18.0397620477,13.7490050095,13.7490050095
2002-02-12,49.02,17.7498519203,18.0282659493,13.2786711374,29.3984601952,281.381899732,65.3935248202,28.4567555194,10.8419434693,21.6441194177,21.7939890974,32.1770283553,32.0076670441,17.8575114475,18.0951760054,13.5926437761,13.5926437761
2002-02-13,49.22,17.050905703,18.3412361738,13.3530454264,29.7167506107,282.628331181,66.2393332849,28.1266307454,11.355307577,21.9460665497,22.4678256805,32.6072630764,33.09005192,18.1015890098,18.7223612539,13.8676238763,13.8676238763
2002-02-14,48.96,17.0283590508,18.3235208781,13.321579381,30.1276346016,283.874762631,66.6544059574,27.8955434036,11.4855641417,22.1656644639,22.8443814182,32.4091286654,33.09005192,18.1713254562,18.888603127,13.8406650429,13.8406650429
2002-02-15,48.9,16.9381724422,17.9514996678,13.2100179475,28.8660471366,275.025099339,64.8139893906,27.2286913601,10.7270112064,21.8499924622,22.2498197272,32.2392991702,32.5952474053,18.0567584371,18.6467967662,13.6249943761,13.6249943761
2002-02-19,48.68,16.3632328118,17.5824310069,13.0155005763,27.2225111729,263.121678996,61.4385870915,27.6644560618,10.1063769866,21.6852940266,21.9657513637,31.3335418625,32.1313681728,17.6881515063,18.2060039208,13.2529624758,13.2529624758
2002-02-20,48.68,16.5774260074,18.0636965408,13.1413647577,27.6449693607,271.223483418,63.1223724611,27.9219533855,10.688700452,22.4024184651,22.3555195833,31.5882861053,32.904500227,17.8425679232,18.3596517126,13.5009837427,13.5009837427
2002-02-21,48.64,16.4252361053,18.0430286958,13.0870143157,27.6044596715,266.7363302,62.2374061971,28.3247056098,10.3439036633,22.3612438562,22.0780574609,30.8466973096,32.4715462766,17.7529067779,18.1707404932,13.3446225092,13.3446225092
2002-02-22,48.9,15.8897531163,18.1050322308,13.1756913526,26.9852401359,264.243467301,61.8693228837,28.4831655014,10.1140391374,22.699218771,22.2300010041,30.5693091342,32.0076670441,17.9222667191,18.1228829843,13.2637460092,13.2637460092
2002-02-25,48.64,16.3463228227,18.6748742433,13.3301610298,28.2121050102,272.906165875,64.1874646019,28.7274578341,10.2289714003,23.1332250783,23.1482685047,31.4184566101,32.9972760735,18.2111748541,18.538487667,13.6034273094,13.6034273094
2002-02-26,49.1,16.3237761705,18.7900236655,13.3387426785,28.2121050102,272.968487447,63.7488972498,28.8595077437,10.1063769866,23.0092232762,23.280393325,31.3618467784,33.275603613,18.3506477469,18.7475494165,13.5926437761,13.5926437761
2002-02-27,48.5,16.3237761705,18.9435562284,13.4016747692,27.9690468747,275.710636636,63.349487697,28.9849551578,10.0450797797,22.8921104631,23.6305240986,31.5826251221,33.4920805882,18.3606100963,18.9717240636,13.7328297095,13.7328297095
2002-02-28,48.5,16.4872393988,19.0597926496,13.4159775171,28.4262276533,282.005115456,63.3886454963,29.3811048867,9.99144472364,22.664773826,24.0797484874,31.1014415524,32.6570979697,18.4353277175,18.9263853709,13.7759638429,13.7759638429
2002-03-01,48.9,16.7183425835,19.3131284393,13.6848691774,29.0743826813,285.432801943,65.3700301406,29.6319997149,10.4971466805,22.8369985511,24.6478852144,31.5316762736,32.904500227,18.6146500081,18.8407456181,13.9646756763,13.9646756763
2002-03-04,48.42,18.3191548875,19.7899958082,14.0567406224,31.105654242,296.713006561,69.779198341,30.5431440912,11.2250510124,23.1091136168,26.0153771038,32.4147896486,33.6776322812,18.9234828421,18.8508208831,14.4391511433,14.4391511433
2002-03-05,48.02,18.3247915506,19.3876389657,13.9079920444,31.8058931561,297.273900713,70.1081238551,30.279044272,11.6924422149,23.0436682212,25.7973711504,32.3808237495,33.8631839742,18.8338216968,18.7500682328,14.4499346767,14.4499346767
2002-03-06,47.0,19.1928376591,19.8794084399,14.0452984241,32.616086941,303.506057961,71.165384436,29.0575826081,11.7230908184,22.9403333862,26.3721141184,32.9752269827,34.1415115137,19.0430310359,18.7878504767,14.6925641768,14.6925641768
2002-03-07,46.56,19.1928376591,19.9628602294,13.985226883,31.9563577161,303.630701106,70.4527124889,29.7046271652,11.7230908184,22.692329782,26.1012582369,32.7940755212,33.6157817169,18.9384263663,18.6367215011,14.5631617768,14.5631617768
2002-03-08,47.94,19.581767409,20.2161960191,14.0309956762,32.9054418642,304.565524693,70.7111539642,29.7112296607,11.9146445899,22.7302192215,26.7354573741,32.7770925716,33.6157817169,18.9732945895,18.5082618719,14.6278629768,14.6278629768
2002-03-11,47.8,20.4610868436,20.1923526507,14.1025094156,32.6739579256,304.75248941,71.0322479184,29.3084774364,11.9682796459,22.9093329356,27.4489314033,33.3375299058,33.275603613,19.1974474529,18.4125468541,14.7141312435,14.7141312435
2002-03-12,47.6,20.4329035284,20.2668631771,14.2741423903,32.6855321226,307.432317027,70.3274075311,29.1566200403,11.6847800641,23.0815576608,27.1450443168,33.8130524923,33.6157817169,19.1775227539,18.4276597516,14.7195230102,14.7195230102
2002-03-13,47.66,19.9368771807,20.1327442296,14.1883259029,32.0142287008,301.574089214,68.9177267566,29.2820674545,11.3399832753,23.0781131663,26.7354573741,33.965899038,33.4920805882,19.0280875117,18.4755172605,14.5847288434,14.5847288434
2002-03-14,48.0,19.7903239416,19.9688210715,14.1311149114,31.6438543991,304.191595258,69.2309891509,29.4471298415,11.1254430512,23.2537823859,26.8279447482,34.2376262303,33.8941092564,19.1625792297,18.7676999466,14.6224712101,14.6224712101
2002-03-15,48.68,20.2976236154,20.6185528616,14.4457753649,32.6797450241,309.675893636,70.4840387283,29.1962350132,10.8496056201,23.419118122,27.845305864,35.1264005884,34.6053907463,19.4315626657,18.6216086036,14.929532322,14.929532322
2002-03-18,49.08,19.9199671915,20.5082772826,14.3513772288,32.8822934703,308.803391621,69.8575139396,29.4471298415,11.1560916546,23.5844538581,27.7131810438,35.0358248577,34.2961379246,19.4813744131,18.324388285,14.897076817,14.897076817
2002-03-19,48.92,20.3427169197,20.5231793878,14.357098328,33.4957259075,310.984646658,71.3063525135,29.1302100584,11.1024565986,23.7291226272,28.0963430224,35.2962300836,34.9455688501,19.4714120636,18.2185980021,14.8916675661,14.8916675661
2002-03-20,48.76,19.8354172459,20.2191764402,14.1683020559,32.853357978,306.933744447,70.3665653304,29.0509801127,10.58143034,23.1401140673,27.6405123926,34.7471147158,34.4198390532,19.2671838992,17.9087836022,14.6590697799,14.6590697799
2002-03-21,48.2,19.6099507242,20.2668631771,14.0739039199,32.8822934703,309.114999484,70.7581433234,29.4207198595,10.58143034,22.9162219247,27.0988006297,34.7131488168,34.6363160284,19.097823958,18.3011315115,14.6644790308,14.6644790308
2002-03-22,47.74,19.8410539089,20.4605905457,14.1740231551,32.378815904,310.610717223,70.2725866121,29.3678998957,10.3668901159,22.8059981006,27.1516505578,34.882978312,34.8527930036,19.1476357055,18.2505059749,14.6590697799,14.6590697799
2002-03-25,47.74,19.7001373329,20.3115694929,14.0281351266,31.742235073,303.194450098,68.9412214362,29.0113651398,10.0527419305,22.8817769796,26.6760012049,34.4017947423,34.1724367959,18.828840522,17.9340963706,14.4264719938,14.4264719938
2002-03-26,47.72,19.8128705937,20.6006703353,14.059601172,32.2862223286,306.310528722,69.5834093446,29.0179676353,10.0067690254,22.9334443972,26.8213385072,34.8320294634,34.4816896176,18.96333224,18.1239421331,14.6049772715,14.6049772715
2002-03-27,47.56,20.0101538002,20.5052968615,14.1969075517,32.7896998949,311.607862383,69.9358295382,29.2820674545,10.0450797797,23.1366695728,27.2111067269,35.3528399154,34.8527930036,19.1775227539,18.2862839521,14.794301051,14.794301051
2002-03-28,47.38,20.0947037459,20.2728240192,14.1311149114,33.165861295,308.616426904,70.6798277248,29.4471298415,10.0297554779,23.5086749791,27.0591631836,34.8093855307,34.8527930036,18.983256939,18.5424796352,14.6861160341,14.6861160341
2002-04-01,47.2,20.0721570937,20.3115694929,13.9966690813,32.9228031596,308.180175897,69.2858100699,29.6452047059,9.96079612019,23.5534534076,26.5504826257,34.1923383649,34.8218677214,18.9035581431,18.5627723625,14.6590697799,14.6590697799
2002-04-02,48.14,19.9030572024,20.4903947562,14.0224140275,32.8649321749,308.180175897,68.5496434432,29.3811048867,9.69262084003,23.1814480013,26.3324766723,34.1244065668,35.0383446966,18.9234828421,18.6921384995,14.7131622884,14.7131622884
2002-04-03,48.06,19.9256038546,20.3443541245,13.8164544579,32.3440933132,303.942308968,67.7116665383,29.2292474906,9.50106706849,22.6199953974,26.160714406,33.6262400476,34.8837182858,18.674424105,18.5196503169,14.4967922547,14.4967922547
2002-04-04,47.36,19.6011938518,20.4754926509,13.9451791889,32.5358567123,303.194450098,67.7821505771,28.9651476714,9.40912125815,23.1228915948,26.5777500861,33.6545449635,35.0383446966,18.7043111535,18.7961387273,14.6266142749,14.6266142749
2002-04-05,47.36,19.8402328012,20.5410619142,14.0081112796,32.4893686156,303.319093243,67.4688881827,28.6548303838,9.46275631418,23.0781131663,26.9418288544,33.7734256101,35.2640992564,18.7341982019,18.8417973639,14.6969345358,14.6969345358
2002-04-08,47.02,19.9085296439,20.7079654933,14.0567406224,32.3557153374,302.882842236,67.398404144,28.7208553386,9.61599933141,22.9988897927,26.9021111706,33.7168157784,34.7980538918,18.8039346483,19.0599441831,14.7402085426,14.7402085426
2002-04-09,47.74,20.0280491186,20.7735347565,14.099648866,32.1058418174,304.378559975,66.2549964046,28.0341958087,9.40912125815,23.1814480013,27.2926683948,33.8809842904,34.7980538918,18.8686899199,19.4810182761,14.8321658069,14.8321658069
2002-04-10,47.36,19.9426780653,20.8450648618,14.1883259029,31.6758269224,303.069806953,66.1688492462,27.7304810166,9.67729653831,23.36400621,27.4052018322,34.0111869034,35.3262386384,19.0380498611,19.7600432774,14.8862583153,14.8862583153
2002-04-11,47.06,19.0434363032,20.4456884404,14.0452984241,30.0080664516,291.4156729,63.6235922921,26.7070942172,9.30951329695,23.0781131663,26.590989314,33.3149847553,34.7359145099,18.7220864414,19.5317500945,14.5184292581,14.5184292581
2002-04-12,47.12,19.5101313949,20.8778494934,14.2970267869,30.8506632051,293.534606365,65.0019468272,30.1073793895,9.5776885771,22.9196664192,26.7630992772,33.3263979053,35.1087508016,18.6267958863,19.4708719124,14.7023437867,14.7023437867
2002-04-15,46.98,19.5784282376,20.6245137037,14.1854653534,30.6007896851,286.180660812,63.905528447,30.3714792087,9.638985784,22.8714434961,26.5843697001,32.721500957,33.9591722355,18.5264900387,19.3085300934,14.5130200072,14.5130200072
2002-04-16,46.8,20.1361857862,21.0775377041,14.3313533818,31.8908343699,299.829085185,66.2471648448,30.6685915053,10.0144311762,22.7784421446,27.3787233764,33.5546609046,34.7048448189,18.9277134289,19.3288228208,14.8105288035,14.8105288035
2002-04-17,46.94,21.2118610586,21.1013810726,14.6174083395,31.9779995513,296.775328133,66.6074165983,29.5461672737,9.99144472364,22.5614389909,27.239711483,33.6573792544,34.8291235828,18.9878969374,19.7219944136,14.8483935594,14.8483935594
2002-04-18,46.96,21.206169655,21.0477334936,14.6860615294,32.0709757448,293.222998502,66.1923439258,29.7046271652,9.5776885771,22.1825445956,28.0605436152,33.3149847553,34.8912629647,18.8875910899,19.6636528224,14.794301051,14.794301051
2002-04-19,46.9,21.4907398329,21.3457755991,14.6145477899,31.9663775271,289.982276733,67.5941931405,28.8859177256,9.59301287883,22.1722111121,28.748983468,33.2122664056,35.0155417286,19.0330345688,19.7219944136,14.8213473052,14.8213473052
2002-04-22,46.6,20.8305370202,21.17887202,14.3656799767,31.1760798824,283.251546906,65.8634184117,29.7178321561,9.23289178833,22.0792097606,28.1995555085,32.9269376564,34.549496364,18.982881645,19.6915553225,14.6212050241,14.6212050241
2002-04-23,47.74,20.8305370202,21.4590315992,14.2541185432,31.088914701,283.563154768,63.905528447,29.7640496245,8.96471650817,22.2583234747,28.3584262438,32.5959563074,33.0892208882,19.0330345688,19.3846278211,14.5508847631,14.5508847631
2002-04-24,47.6,20.4264473676,21.3100105465,14.4400542657,29.6303506655,278.57742897,62.2530693168,29.8960995341,8.69654122801,22.3961032548,28.1730770527,32.6130760323,32.3435483048,19.1132792468,19.1537980472,14.4589274988,14.4589274988
2002-04-25,47.4,19.9369866617,21.1133027568,14.5315918522,27.9684012067,275.149742484,60.467473669,29.7046271652,8.70420337887,22.3961032548,28.2061751225,32.3334538581,31.9707120131,19.0681416154,18.8722364549,14.3236962278,14.3236962278
2002-04-26,46.5,19.9142210475,21.393462336,14.5888028438,27.9219131099,268.294369512,62.0807749999,29.7112296607,8.43602809871,21.7692052553,27.8354767402,31.9454067592,31.6289454124,18.8926063822,18.836724182,14.2696037194,14.2696037194
2002-04-29,47.76,19.5442798162,21.2414608622,14.4657992119,27.6023074448,267.234902779,61.5709518319,29.7178321561,8.46667670216,22.013764365,27.1404172735,31.2434980362,30.9454122109,18.8073464118,18.5500894079,14.14519095,14.14519095
2002-04-30,48.66,19.9768264866,21.6020918099,14.6317110874,27.7301497109,269.852408823,61.7670376658,30.3714792087,8.72718983146,22.041320321,27.1470368874,31.4717610356,31.4114575756,19.0982333697,19.4556523669,14.3128777261,14.3128777261
2002-05-01,49.8,20.2044826289,21.5305617046,14.5916633933,27.9102910858,273.965632607,62.1278356001,30.6025665505,8.81147349094,22.0034308815,27.6302687072,31.3861624108,31.0075515929,19.3640438656,19.4708719124,14.4102442412,14.4102442412
2002-05-02,49.36,20.6313378957,21.9209968628,14.8691367023,28.3809830653,281.257256587,63.3043506032,30.8732688652,8.54329821078,21.9552079585,27.9480101777,31.8826344344,31.1007606658,19.5847167302,19.420140094,14.556294014,14.556294014
2002-05-03,49.4,20.3069278929,21.9597423366,14.7976229629,27.8928580495,277.127561607,61.6101689987,31.0317287567,8.198501422,21.9069850354,27.6964648469,31.7228503349,30.4482971553,19.674991993,19.290773957,14.4805645022,14.4805645022
2002-05-06,48.9,19.5784282376,21.5991113888,14.5830817446,26.1786094819,265.4893303,58.9512450915,30.3978891906,7.68590352935,21.5349796292,27.2132330271,31.2777374861,30.7589940651,19.3740744504,19.3415057754,14.14519095,14.14519095
2002-05-07,49.98,19.7093305194,21.7451520206,14.6746193311,26.0914443005,263.73733849,58.7080986576,30.4375041635,7.55550396848,21.6314254752,26.9153503985,31.4146952857,30.2649859786,19.328936819,19.224822593,14.0802799399,14.0802799399
2002-05-08,49.98,21.0069705305,22.0551158103,14.8977421981,28.1775976421,280.130976138,62.3552951673,30.5035291183,8.62938270511,22.1308771781,28.2657516482,32.0424185339,31.5046666485,19.4192120818,19.4455060032,14.4967922547,14.4967922547
2002-05-09,50.2,20.3581505249,22.1802934947,14.6475291535,28.1834086542,277.377846151,61.6807598989,30.4375041635,8.51432426905,22.1308771781,27.9546297917,31.7114371849,31.2250394297,19.1634321706,19.4277498667,14.3236962278,14.3236962278
2002-05-10,50.3,19.9654436795,22.0104094945,14.4375802769,27.2943238038,270.933019137,60.1983509949,30.0281494437,8.39926583298,21.9689859365,27.4713979719,31.1350731115,30.9454122109,18.9076522594,19.3415057754,14.1397816992,14.1397816992
2002-05-13,51.68,20.6825605277,22.3531579159,14.7194294536,28.0090782914,276.814705926,61.2650579311,29.9093045251,8.79046451561,22.1997670681,28.4643400673,31.3576295359,31.4114575756,19.1534015858,19.5317500945,14.3940164887,14.3940164887
2002-05-14,52.0,21.3939859724,22.6154349688,15.0070306544,28.7354548031,284.072957709,62.1984265003,31.2628160985,9.25836882229,22.8025536061,29.4506625487,32.2364420834,31.9085726312,19.3640438656,19.4049205484,14.6157957732,14.6157957732
2002-05-15,51.98,21.0354275483,22.627356653,15.0300387504,28.5378803919,286.325518607,62.3239214339,30.926088829,9.35041557114,22.8369985511,29.7022078795,32.4133459079,31.5357363395,19.3038603571,19.4987744125,14.5454755123,14.5454755123
2002-05-16,51.78,21.5305796578,22.7137888636,15.1479552427,28.8749190933,290.017215635,62.7866840018,30.5629515776,9.41945063278,23.1986704739,29.4572821627,32.1337237337,32.3435483048,19.328936819,19.4683353215,14.7185715392,14.7185715392
2002-05-17,52.12,21.6842475538,22.9194379164,15.1795913748,29.3398000608,292.707774486,63.1396385028,30.4375041635,9.64956750492,23.0608906938,29.2520741296,32.3277472831,32.126060468,19.3790897427,19.8361410051,14.7834825493,14.7834825493
2002-05-20,51.54,21.3199977262,22.5915916003,15.0242867264,28.6773446821,286.888658832,62.9357092356,30.1469943624,9.29672163431,22.8542210236,28.6629284864,31.7228503349,31.7221544853,19.0079581069,19.3643350937,14.5292477597,14.5292477597
2002-05-21,51.6,21.3541461475,22.3501774948,15.1278231587,28.1194875211,283.196961805,62.1199921667,29.9423170025,9.12796926141,22.5511055074,27.9943474755,31.6087188352,31.6289454124,18.9578051831,19.062480774,14.3940164887,14.3940164887
2002-05-22,50.4,21.3769117617,22.4813160213,14.9840225583,27.9044800737,281.570112267,61.3356488313,29.8630870567,9.08961644939,22.3892142658,28.0671632292,31.4146952857,31.9707120131,18.9226981365,19.2425787295,14.4210627429,14.4210627429
2002-05-23,50.24,21.8379154499,22.84492739,15.3032598911,28.17178663,283.697530893,62.0964618666,30.4375041635,9.2737099471,22.1033212221,28.4047635416,31.7627963597,32.3124786138,19.023003984,19.3998473666,14.5779310173,14.5779310173
2002-05-24,50.96,21.5135054471,22.6929259162,15.2112275069,27.8521809648,280.443831818,61.3278053979,29.9819319754,9.19700432305,22.0981544803,28.1532182108,31.6429582851,32.0328513951,18.8725452127,19.1867737292,14.4805645022,14.4805645022
2002-05-28,51.12,21.1720212337,22.5647678108,15.1594592908,27.1141824289,275.187856389,60.3160024952,29.8762920477,9.41178007038,21.8214952693,27.5905510234,31.5516530853,31.5668060304,18.6919946872,18.9483341826,14.3291054786,14.3291054786
2002-05-29,50.2,21.0411189518,22.7316713899,15.0818069666,26.7538996791,272.184441858,59.7277449936,29.6121922285,9.31973332152,21.83878647,28.0406847733,31.665784585,31.7842938673,18.6267958863,19.1157491834,14.3236962278,14.3236962278
2002-05-30,49.48,20.4947442103,22.627356653,15.0587988705,25.940357986,271.183303681,58.8884976247,28.9651476714,9.06660476217,21.6554997427,27.9678690196,31.67149116,30.9920167474,18.7471629033,19.0421880467,14.2641944685,14.2641944685
2002-05-31,49.44,20.460595789,22.5945720214,15.0703029185,26.4168609777,270.182165504,59.1787046588,28.3907305646,9.2737099471,21.8318699897,28.1399789828,32.0994842838,31.3493181936,18.8474687508,19.065017365,14.2696037194,14.2696037194
2002-06-03,48.82,19.7264047301,22.1892347578,14.8114618379,25.5103430911,265.301616892,57.876694722,27.6974685392,8.90552295168,21.6589579828,27.1999937992,31.3690426859,30.6036456102,18.6318111787,18.8925291823,13.9883226756,13.9883226756
2002-06-04,49.68,19.7207133265,22.1743326525,14.6619092135,25.2488475469,262.736200313,57.8845381553,28.1002207635,8.9362052013,21.4410888542,26.5380324023,31.1236599616,30.5850037956,18.5114441616,18.5044307713,13.8963654113,13.8963654113
2002-06-05,49.24,19.7491703443,21.9984878103,14.6820412975,26.2541526391,264.926190075,59.4140076594,29.1170050675,9.49615625683,21.4065064528,27.1470368874,31.3576295359,30.9329843345,18.6619029329,18.7454069089,14.0315966823,14.0315966823
2002-06-06,49.78,19.174338585,20.9588106101,14.2793996165,25.8822478651,262.798771449,58.0021896557,28.9519426804,9.47314456961,21.1125560411,26.7167619794,30.8782772373,30.4234414026,18.3559700979,18.6185773628,13.7286786352,13.7286786352
2002-06-07,49.54,19.174338585,21.3254019928,14.3685559887,25.9577910223,256.541657843,58.0021896557,29.1170050675,9.58820300568,21.0779736397,25.9224083032,30.9296364121,29.9325402852,18.476337115,18.7530166816,13.771952642,13.771952642
