,BRK.B,JPM,BAC,WFC,MS,C,GS,BLK,SCHW,SPGI,AXP,PNC,MMC,TFC,CB,XLF,SPY
2008-09-23,86.0,29.3018161728,26.5897357977,24.0977957797,22.0535818161,169.34114736,103.435539729,131.91606479,19.0810706123,27.1200949924,30.8088839971,51.8171076611,23.4891361812,26.0967072814,35.3420019009,12.9813415454,12.9813415454
2008-09-24,89.5,29.2584702909,26.4060829679,24.1683190334,19.5252961864,160.615715555,110.011409708,140.370669105,18.9544263383,28.2459783188,30.1811167683,52.6339789175,23.3286513999,25.0190820553,35.0667721516,12.8038622665,12.8038622665
2008-09-25,88.8,31.3968671319,27.4441207017,24.0625341529,21.3447166863,164.427797412,112.079293349,136.414256462,19.9000369173,26.1996092998,30.4467105959,52.2653025097,23.9341167114,25.4799940496,37.5313294523,13.1398051873,13.1398051873
2008-09-26,88.5,34.8500890576,29.304603717,26.312225945,19.4937910696,170.696554243,114.138905455,143.29342439,20.5332582872,25.8877091891,31.7907763293,54.5785662446,24.4885186833,26.2590002371,36.0050553879,13.5327950192,13.5327950192
2008-09-29,89.16,29.6196859735,24.154339576,23.4489818459,16.5323100828,150.365451008,99.8374221932,136.15762429,18.3465338232,22.8219593204,26.1972093549,49.156854366,22.5845855954,20.1243265105,33.3031053326,11.8277262323,11.8277262323
2008-09-30,87.9,33.7375447552,27.9471697573,26.4673771031,18.1154422061,173.746219728,105.875642425,138.65265929,21.9516741557,24.0467378039,28.5151191227,54.0002503109,23.1681666185,24.5386949064,34.0131526727,12.5883517135,12.5883517135
2008-10-01,91.3,35.8542686552,30.4464452242,25.8820340976,19.2338738553,194.839739334,111.252139892,128.551331876,20.5754730452,23.6815864548,28.587553803,55.9520665872,23.2265247208,25.5384195137,33.9126149963,13.0257113651,13.0257113651
2008-10-02,92.16,36.2877274744,29.0411018307,24.7959759911,18.2808440697,190.604092827,108.803765661,122.648791933,19.2246007894,22.8219593204,25.9989807365,56.154477164,21.7748669258,24.3764019506,33.9314658106,12.480596437,12.480596437
2008-10-03,93.0,33.4123709343,27.5319546638,24.372836469,18.8400598943,155.448226816,105.875642425,130.098253576,18.9881981447,21.7721491916,24.9716408007,53.6026581064,22.1541945908,23.480544835,33.1460152131,11.9354815088,11.9354815088
2008-10-06,87.8,32.0292880416,27.100769759,23.7240225353,18.5092561671,147.485211383,102.567028599,122.613148575,17.6457688405,19.8170680098,24.3244975341,54.5062767529,21.9791202839,23.1170086142,32.9260890458,11.4093822176,11.4093822176
2008-10-07,82.5,28.6225364953,19.9933363492,21.5801156236,13.9016328233,128.34008917,95.1226474915,122.078498218,16.4299838104,18.5162163286,22.8522466025,50.0966177583,21.074569698,22.0004330788,31.7322041377,10.1416730823,10.1416730823
2008-10-08,78.6,28.607977728,18.5886719948,22.4969179214,13.2321490896,121.986619409,93.4683405786,119.048812861,16.1935811656,18.6759700438,21.9381567384,49.453241282,21.1183382747,21.4291618746,28.5904017478,9.70431343067,9.70431343067
2008-10-09,77.1,26.7007792128,16.5111145366,19.2175866256,9.80596762893,109.533818678,83.8320028109,109.460749789,15.408386667,16.9186791762,19.4142979986,43.6867378705,19.7906914471,18.3391039975,24.0347882825,8.71550030514,8.71550030514
2008-10-10,75.6,30.3113535012,17.5540988476,19.9651331145,7.62423828499,119.529944435,73.4512269325,113.345875718,17.0547622287,16.5915644259,18.7267082778,49.6357255672,19.6958595308,19.7737737261,25.6056894774,9.48880287767,9.48880287767
2008-10-13,78.9,30.5661319288,19.1690422969,21.4390691163,14.2560653883,133.422864979,91.8140336657,128.202026976,19.6974060789,20.5473707081,22.0837639734,49.8912035664,19.6666804797,20.5462881954,28.8040443103,10.2557669045,10.2557669045
2008-10-14,79.16,29.6343708221,22.3148175576,23.6393946309,17.2805566087,157.73547593,101.657159797,120.631377918,17.7048695017,21.0418464934,22.8037108575,46.0152373493,20.55664154,22.3315107084,30.9467535402,10.9339912919,10.9339912919
2008-10-15,75.92,28.0183476527,20.0353921682,23.5195050996,14.4923537649,137.489085626,93.592413597,101.904358075,16.8352454871,18.2499601365,19.7459589228,44.8911341527,19.5941969218,21.1824765819,27.9180560364,9.79305307014,9.79305307014
2008-10-16,75.3,29.4742243819,20.3970722115,23.9073829948,14.9399940356,134.693558931,92.9720485047,104.342363703,17.6204399857,19.4519166607,19.1230835286,44.8181404386,19.0872604435,21.9070015893,28.0123101081,10.1036418083,10.1036418083
2008-10-17,79.52,28.629815879,19.5475446679,22.6097551272,15.37964073,126.052840056,94.5436400719,106.017601489,17.7301983565,18.4781797297,18.8723155128,42.2925579318,18.8301187516,22.0848395457,29.269031064,9.74234470472,9.74234470472
2008-10-20,82.58,29.5979739039,20.5232396685,22.7296446585,15.803300272,127.831811589,100.499144958,102.096832203,17.3755943894,19.9616070855,19.6974231778,43.5480498138,20.4684786742,22.1309456826,31.0284404024,10.1543501737,10.1543501737
2008-10-21,81.2,28.9282706085,20.1615596252,23.0187899985,16.1470240513,120.122934946,100.37507194,92.815302003,16.7339300679,18.6227188054,21.3476385076,43.0589919295,19.8439917082,21.5513256766,30.010496428,9.89446980096,9.89446980096
2008-10-22,78.971,27.0574690115,19.0596971675,22.0737783993,15.4515829164,112.837622953,95.1722766988,85.451384417,15.1888699254,17.2838305253,20.2394056636,40.5991037654,19.3737897573,20.4513649834,28.4647296522,9.29864650737,9.29864650737
2008-10-23,77.0,27.5524670994,19.3456767367,22.0949353754,14.4523858835,111.05865142,90.1018260108,80.4684430883,14.5640915071,17.4131549614,19.8430304127,41.5188245627,19.3664428518,19.8980913414,29.8659735181,9.22258395925,9.22258395925
2008-10-24,74.26,25.7908562571,17.7223221236,21.79873771,13.2053879865,102.841497196,83.31390064,83.0490221455,13.7535681537,15.8764763672,19.4547444528,42.9786988441,18.7052213584,21.2417559007,30.4817667865,8.65211484837,8.65211484837
2008-10-27,70.4,24.7499043958,17.2681192784,21.7423191071,10.9751802091,99.3682670603,77.0736562892,76.3124276453,13.1119038322,15.3820005819,18.670083242,42.7962145589,18.639099209,21.2088229458,27.8677871982,8.39857302131,8.39857302131
2008-10-28,70.2,27.3704825083,19.3624990643,24.3023132154,12.1502359198,113.600039325,77.6462319012,91.2398656172,14.9440243291,17.3370817637,20.603423751,47.767086487,20.7990894209,23.705140926,31.0221567976,9.6409279739,9.6409279739
2008-10-29,73.9,25.9946789992,18.7737175984,22.6450167541,11.7985185642,109.364392817,81.0401945866,93.6065845316,14.7329505391,17.8087355897,20.3931021894,45.9130461496,19.6088907327,22.3680629577,35.5275014247,9.11482868275,9.11482868275
2008-10-30,74.6,27.3850412755,19.1606311331,22.4546039692,12.8616642072,112.414058303,75.6048753716,92.5087691316,15.6532322633,19.6877435737,21.0806919102,47.0590474605,20.3362343755,22.6183534148,35.0310966471,9.39372469252,9.39372469252
2008-10-31,76.8,30.027457539,20.3297829011,24.0131678753,13.9647777315,117.044385647,76.7583247928,93.6279705459,16.142923456,20.4332609115,22.2455497901,48.6649091701,21.5117392527,23.6129286524,36.0427570166,9.82474579852,9.82474579852
2008-11-03,77.2,29.6489295894,19.8587577284,23.8368597411,14.3884372734,119.959776938,73.928639522,98.1546769032,16.3455542944,19.9007485274,22.9088716384,49.9058023092,21.3280666156,23.3823979682,34.7043491985,9.93883962069,9.93883962069
2008-11-04,79.0,30.6971608344,20.6325847979,24.7607143642,15.1078591371,125.876306322,78.8328741115,102.688511932,17.6626547437,21.0570611329,24.1222652633,53.0153345286,21.8203092829,23.8105263817,34.7734688511,10.4332461835,10.4332461835
2008-11-05,77.8,28.5497426589,18.2942812619,22.5815458258,13.6370411047,108.298211774,72.5511387744,97.3562657031,16.396212004,19.9920363646,22.5124963876,49.883904195,19.1460356873,22.0980127277,32.9072382315,9.53951124308,9.53951124308
2008-11-06,74.0,27.8509218289,16.9232615627,20.5072939838,12.3021138688,98.7803166779,66.983048403,88.1460222171,15.0537826998,18.333640654,20.1585127552,49.4459419106,18.3158353678,20.6818956676,32.1909072866,8.89297958408,8.89297958408
2008-11-07,73.72,27.4796732629,17.2344746233,20.4716539178,12.7737348683,101.352720758,64.5433784041,89.5289844743,15.7629906341,19.0182994336,20.4739950977,49.1393683115,18.7566496968,21.0705045353,33.5544495238,9.01341195193,9.01341195193
2008-11-10,70.78,26.5042358544,16.3849470796,20.4003737858,11.6546341915,96.1221657951,59.0914627945,82.3717983598,14.3192459108,18.3944992122,19.3981194169,48.7379028841,18.1982848801,20.2932868,32.4988039208,8.74719303352,8.74719303352
2008-11-11,69.2,26.4605595525,15.7204651395,20.550062063,11.2549553783,92.6065468855,61.9709372489,81.9797214312,14.0237426048,17.998918584,18.1200114654,46.7378751186,17.7207360237,19.6609740662,32.3919826396,8.44294284105,8.44294284105
2008-11-12,67.2,25.1648292636,14.2989784576,19.459476043,9.54433005804,82.6599177756,55.423659599,75.891836031,13.6015950249,16.8121766993,16.2190281197,45.0079240952,16.8464542713,18.8244770121,31.1855305219,7.92318209558,7.92318209558
2008-11-13,68.5,27.0720277788,14.3830900955,20.7353904063,10.5595142434,81.0307285248,58.079082727,84.6102011885,15.1609056072,19.0182994336,16.8095463505,48.2634437427,18.3966513281,19.6873204301,34.0257198823,8.49998975214,8.49998975214
2008-11-14,67.78,25.0920354271,13.8111309572,20.478781931,9.61627224441,81.6309561435,55.3738704154,78.500929774,14.0761678108,17.7706989908,16.1704923747,45.5042813509,17.5223695757,18.4753876903,33.1145971892,8.06896864614,8.06896864614
2008-11-17,62.8,23.8545402073,12.6419791892,19.8372607428,8.96879256711,76.2289075752,51.8554347708,75.8490640025,13.1778693232,17.2381866066,15.668956343,43.2049793577,17.0742083413,17.5203319987,32.1783400771,7.55554644634,7.55554644634
2008-11-18,62.5,23.3959390376,12.77655781,19.388195911,9.61627224441,71.6843270336,51.4737176962,75.7350052596,13.3388850899,16.6372083445,15.6770456339,40.4750144515,17.3093093167,17.4873990438,31.6756516947,7.44779116984,7.44779116984
2008-11-19,55.66,20.7244052396,10.9849799209,17.3923522143,8.19341566959,54.8779537099,45.7894525629,70.488303088,12.4151630601,14.7962369594,15.1593310206,36.3727677208,16.3835992259,15.5245949327,25.4171813341,6.66815005164,6.66815005164
2008-11-20,52.4,17.0191989639,9.46255927338,16.0594137454,7.35409016198,40.3867440584,43.1506258295,71.087111488,12.3643159759,14.1420074589,13.9378481048,32.6792857889,15.6415617722,15.1886787928,23.8588473487,5.9518943902,5.9518943902
2008-11-21,58.28,16.5387596433,9.64760487695,15.5105567288,8.03354414433,32.3265446073,44.2376896725,77.6312318597,14.1439639231,15.9297276056,15.1188845664,31.8909536769,17.5811448196,16.275466304,28.8103279151,6.13571221482,6.13571221482
2008-11-24,59.0,20.0765400951,12.2718879821,18.5470903531,10.6954050399,51.0193475897,55.9464460273,82.7852613027,15.4659881125,18.2284672553,17.1331179838,35.4384481807,17.5076757647,18.0538458678,29.2815982736,7.06747842926,7.06747842926
2008-11-25,64.28,21.6707251136,12.4485224219,19.209995581,11.4068333273,52.1340560244,59.5644600392,83.7119885884,14.8897211581,18.0747054058,17.2868145096,38.08082063,18.1174689198,18.6598122377,30.4754831817,7.47948389823,7.47948389823
2008-11-26,67.2,22.2894727235,12.9784257412,20.4217578254,11.5906855814,60.4514958836,63.481209153,88.9159187314,15.3388704019,18.8281384682,18.039118557,38.2560055438,18.7346089803,19.5160690647,31.1918141266,7.82810391043,7.82810391043
2008-11-28,69.98,23.0465286226,13.6681411727,20.5928301423,11.790524988,71.0840994149,65.5474602744,89.6145285315,15.5337842247,19.2202311844,18.8561369312,38.5187829144,18.7346089803,19.7400131579,32.8318349741,8.0245988264,8.0245988264
2008-12-01,65.6,19.0137500829,10.8083454812,16.6866789072,9.07270905852,55.3066877233,54.5689452797,76.8755926882,13.1778693232,17.0291248294,15.8873671955,32.3143172185,16.7435975946,16.4862372153,27.8049511504,6.68716568867,6.68716568867
2008-12-02,66.72,20.7680815415,12.0868423785,18.4544261815,9.62426582067,61.909191529,53.9382822868,81.3993759306,13.7287127354,17.721053152,16.7933677688,31.5770807064,18.2056317856,17.9023542754,28.5527001191,7.23228061684,7.23228061684
2008-12-03,67.51,22.0201355286,12.9279587584,20.0297170992,11.0711031243,67.0539996893,57.2160702104,87.4598093538,14.372775802,19.181790722,17.6912790512,34.2924468698,18.227672502,18.1789910964,29.4952408361,7.60625481176,7.60625481176
2008-12-04,65.6,22.6243243712,12.3180683452,19.6376763731,11.9424029369,63.4526339771,56.0377261974,83.1083607111,13.9066775302,17.8363745391,16.8580820955,34.905594068,17.6325731579,18.0274995039,29.7528686321,7.52385371796,7.52385371796
2008-12-05,67.2,24.2767444588,13.091168869,21.3412715285,12.5659018855,66.1107848599,58.6848511281,92.134385371,15.5676822809,18.6282480639,17.6184754337,38.3071011436,18.0954282033,19.2130858798,32.5679235734,8.11967701155,8.11967701155
2008-12-08,70.79,26.5624709236,15.324570382,23.2800911196,13.0295293087,72.627541863,64.0205919758,99.1857427426,16.4405572264,19.2279192769,19.7702267953,40.6939955937,17.8676741334,19.9837170241,30.9153355163,8.66479193973,8.66479193973
2008-12-09,70.86,24.7207868612,14.5600598641,21.7404402679,11.9663836657,73.2277694817,60.3859815694,95.5882579736,15.6947999914,19.1202859822,18.8399583495,38.044323773,17.6546138744,19.4963092918,30.010496428,8.31617192752,8.31617192752
2008-12-10,68.9,24.4004939808,14.3367197128,20.8066705383,11.670621344,71.1698462176,59.3570051073,95.3010336407,15.6693764493,19.0280288725,17.4405110354,38.4603879432,17.5591041031,19.6478008842,30.1361685236,8.17038537696,8.17038537696
2008-12-11,66.798,21.7944746356,12.8076986769,18.4615541947,10.9831737854,64.9103296225,57.8467332033,85.2050983409,14.3897248301,17.7748697993,16.2837424463,34.0515676134,16.7729852165,17.9221140483,29.7465850273,7.54286935499,7.54286935499
2008-12-12,64.84,22.5224130001,12.8248786886,19.0460512773,11.0711031243,66.0250380573,56.2119883401,86.2821895891,14.1609129512,17.7902459843,16.4536175538,35.8837098365,16.6407409178,17.8167285927,29.6020621174,7.68865590555,7.68865590555
2008-12-15,63.32,20.840875378,12.1204982114,18.5827304191,10.9032380228,63.4526339771,55.149819089,83.151444361,13.6524421091,17.7287412445,15.6446884705,33.5771084719,16.3762523204,17.4478794979,30.2618406192,7.37172862173,7.37172862173
2008-12-16,66.56,23.5488060942,12.9709087875,21.2272233173,12.8936385122,70.5696185989,63.0662992892,92.7878207283,14.1354894091,19.1049097973,16.2271174105,35.9129073221,17.1109428687,19.5621752015,32.3354301965,8.19573955967,8.19573955967
2008-12-17,66.0,23.1921162956,12.5585885081,21.3697835813,13.189400834,67.139746492,65.3731981316,93.5920488603,14.0253207266,18.8512027456,16.0248851397,33.5625097291,16.8170666494,19.9178511143,32.2537433344,8.11967701155,8.11967701155
2008-12-18,65.6,21.991017994,11.9916481241,21.1345591456,12.9735742749,63.7098743851,66.4270691855,91.3445184557,13.4236302302,18.6897528037,15.2887596739,32.4530052752,16.6113532959,18.6532256467,32.7343873527,7.88515082152,7.88515082152
2008-12-19,64.24,22.0710912141,11.8542080309,20.9278467628,12.3500753264,60.1942554756,66.9913466002,97.9506781113,12.8304142478,18.6897528037,15.717492088,32.4019096754,16.97869857,18.0472592768,32.9241152547,7.86777686782,7.86777686782
2008-12-22,63.98,21.7071220318,11.6222778738,19.5450122015,11.6546341915,57.8790918034,63.8961190167,95.7103283151,12.7287200794,18.3668529198,14.9004737139,31.1537171648,16.9125764207,17.6388906363,32.9114667279,7.59115020771,7.59115020771
2008-12-23,62.86,21.190285793,10.9522574199,19.2385076338,11.5427241238,55.906915342,62.4024435072,92.579583087,12.6016023689,17.4519699154,14.5283663356,31.3945964212,16.7215568781,16.9209522198,32.6711447187,7.41102121973,7.41102121973
2008-12-24,62.3,21.7289601827,11.6222778738,19.5877802807,11.5906855814,58.1363322115,63.4314199693,92.0913017211,12.9321084162,17.3827770832,14.5364556265,31.7887624772,16.7509445,17.0922035852,32.6015778213,7.57185067328,7.57185067328
2008-12-26,62.26,21.6925632645,11.4762477749,19.6091643203,11.7105892253,57.7075981981,63.0414046974,90.7628891817,12.9066848741,17.6903007821,14.4879198815,31.9128517911,17.1329835851,17.144896313,32.8355755671,7.57828385143,7.57828385143
2008-12-29,61.76,21.6780044972,11.1154675305,19.8372607428,11.9104286319,56.3356493554,63.5309983366,89.183155351,12.7202455654,17.4827222853,14.318044774,31.8909536769,16.9199233261,16.9604717656,33.0569247861,7.51395207,7.51395207
2008-12-30,61.12,22.5733686857,11.3731677051,20.5286780234,12.1422423435,58.3078258168,68.0950068378,93.1181287111,13.135496753,17.5672913025,14.560723499,33.7084971572,17.375431466,17.5203319987,33.0695733129,7.8034450864,7.8034450864
2008-12-31,64.28,22.9518966352,12.0947281939,21.0133829212,12.8216963259,57.5361045928,70.0284868028,96.3278606307,13.7032891933,17.8286864466,15.0056344948,35.766919894,17.830939606,18.0867788227,33.468001907,8.05433903394,8.05433903394
2009-01-02,66.46,23.0974843082,12.3094783394,21.3840396077,13.5810860709,61.2232171076,71.995159557,99.8966229664,13.7117637074,18.9203955779,15.6365991797,35.4676456663,18.3231822733,17.6059576814,33.5375688044,8.14440352793,8.14440352793
2009-01-05,66.98,21.5502844024,12.0088281357,20.0012050464,14.0846813754,60.7087362916,73.6713954065,99.6524822835,13.2371909215,18.905019393,16.1381352113,35.1099764674,18.014612243,17.0460974483,33.3035710586,8.00930678695,8.00930678695
2009-01-06,66.66,22.0144443741,12.2665283103,19.6305483599,15.651422323,63.9671147931,73.6133080256,100.413626766,14.0931168389,19.5969477156,17.0441357846,35.5041425233,18.3305291788,16.9143656288,32.6395234017,8.13797034979,8.13797034979
2009-01-07,63.8,20.6956406449,11.7768979786,18.4401701551,14.4683730361,61.3089639103,70.1197669729,93.9151762347,13.6015950249,19.0049645951,16.3322781913,35.2632632669,17.7721643621,15.6497401612,31.3047035547,7.71338059241,7.71338059241
2009-01-08,65.34,20.0546578267,11.6308678796,18.333249957,15.043910527,61.394710713,70.8749029249,95.5954385819,13.6863401653,18.1823387004,16.3567643655,35.730423037,17.617879347,15.7908498836,31.4636106794,7.6812147017,7.6812147017
2009-01-09,62.82,19.1337055018,11.1584175596,17.9198251913,15.2357563573,57.8790918034,69.6384715309,91.4091439306,13.1015986969,18.0823934983,15.6956376621,34.5625236119,17.1991057345,15.4817523965,31.622517804,7.4367539323,7.4367539323
2009-01-12,62.78,18.3527379303,9.81837665172,16.9646714221,15.0199297982,48.0182094962,64.4520982341,88.7020545934,12.872786818,17.5672913025,15.3691553395,33.5698091005,16.6407409178,14.8971549753,30.0016651327,7.04433006563,7.04433006563
2009-01-13,63.96,19.4136750086,9.1483561978,17.3780961879,15.0758848321,50.5906135763,64.659553166,91.1865450726,13.372783146,17.5442270251,15.4997482685,33.5917072147,16.7729852165,15.0181061659,31.2347844199,7.14082773776,7.14082773776
2009-01-14,62.0,19.0894997903,8.76180593592,16.4443264584,13.7409575961,38.8433016103,62.8090551737,85.8800755232,12.6948220233,17.0829414767,14.5529495328,32.1756291618,15.7738060709,14.6350940623,30.300410527,6.72910433666,6.72910433666
2009-01-15,61.86,17.9327836702,7.14688484185,14.3700746164,12.9975550037,32.8410254233,61.2655904806,83.776157285,12.618551397,16.7446654078,14.1366845714,30.8640017178,15.6562555831,14.1042527258,30.9487515955,6.42031178584,6.42031178584
2009-01-16,60.5,16.8129056431,6.16762417842,13.3151286624,12.461985394,30.0113809351,60.6183310931,84.1280070927,12.5761788268,16.4832702637,13.8836607713,27.818358331,16.0529884792,13.9967405564,31.635230374,6.22731644158,6.22731644158
2009-01-20,57.66,13.3280220458,4.38090296796,10.1431627873,10.4715849046,24.0091047481,49.1253278674,74.2762124759,11.6100842269,15.4761301497,12.7328105839,16.3027139926,15.8987034641,12.4445336104,29.410530629,5.19800793884,5.19800793884
2009-01-21,58.78,16.6729208898,5.73812388744,11.8681419823,13.4771695794,31.4690765805,58.0043989515,77.9096002865,12.3219434058,15.9835442529,13.7693919584,22.349538819,16.1117637231,13.2374358599,30.3512608069,5.96355613775,5.96355613775
2009-01-22,59.16,17.0191989639,4.90489332295,11.2551328469,14.0527070704,26.6672556309,58.9420952436,77.0263854629,11.9405902742,15.8912871432,13.108265255,21.9493812937,15.2080943487,13.2038383069,28.5715010109,5.59686498365,5.59686498365
2009-01-23,56.98,17.8885779586,5.36016363139,11.3121569525,14.9559811881,29.7541405271,62.1617957862,80.3151040741,12.4151630601,15.6145158142,13.0592929066,22.4310523889,14.5542197608,13.4658992199,28.050285642,5.78342714977,5.78342714977
2009-01-26,56.0,18.0506655678,5.15400349172,11.0341644376,15.2517435098,28.5536852897,61.5726237797,76.8684120799,11.9490647883,15.4223135023,12.4063282613,22.5792588798,14.4219754621,13.250874881,28.5397195859,5.6804962995,5.6804962995
2009-01-27,57.11,18.4632522093,5.58350378269,11.540253375,15.8192874245,30.4401149485,64.9416918733,77.8306135949,12.2371982654,15.9604799755,13.6143128551,23.8241934028,14.6129950046,13.8085942599,28.8448212653,5.8799248219,5.8799248219
2009-01-28,59.88,20.3788330451,6.34801430063,15.1042599763,18.601051964,36.0994039248,72.7751901008,85.8082694399,13.5253243986,17.4750341928,14.5692736489,27.6701518402,14.8701366965,15.1524963777,31.0313833004,6.63260666453,6.63260666453
2009-01-29,58.0,18.7358540975,5.82402394564,13.3864087944,17.2908909127,33.5269998447,68.6426878579,77.787529945,11.5507626286,17.2520795111,13.6387990293,25.3581305831,14.4842848461,13.8959478976,28.6795578556,6.11151923502,6.11151923502
2009-01-30,59.78,18.7947950463,5.65222382925,13.4719449529,16.3608383145,30.5181665253,66.9913466002,78.1250185361,11.5168645725,16.9061153498,13.6551231455,24.0983754109,14.3433005162,13.2979114552,27.7515402477,5.94425660333,5.94425660333
2009-02-02,59.08,18.5590312511,5.15400349172,13.7071693886,16.8218209066,31.377833188,69.3480346263,79.3169995175,10.5761935147,17.5672913025,13.8591745971,23.8464243765,14.632689404,12.9820944575,27.4273697134,5.94425660333,5.94425660333
2009-02-03,59.6,17.7191227308,4.55270308435,13.2082084644,16.9350447012,29.7444665289,68.7173716334,78.4553265189,10.906699562,17.9209435563,13.1327514292,22.1198187582,15.0556423938,12.303423888,27.185830884,5.83489257491,5.83489257491
2009-02-04,59.88,17.7117551122,4.03730273518,12.6807354874,17.8003979882,30.0023665277,72.9992414273,81.7225033051,11.3304252638,18.0208887585,13.353126997,21.3639656549,14.2468375536,12.5856433328,27.7388276777,5.77056079349,5.77056079349
2009-02-05,57.42,18.0801360422,4.15756281665,11.8232416264,18.7547128281,30.3462331927,77.0487616974,83.4961135605,11.4914410304,18.4744862144,13.8999848875,22.1049981091,14.3581409719,11.7121069562,28.2219053367,5.86062528748,5.86062528748
2009-02-06,58.2,20.3567301893,5.26567356737,13.9088411019,18.4959155834,33.6129665109,80.1356910837,87.955271328,12.3304179198,19.2202311844,14.6345701135,24.1354270336,14.7588332781,12.7737896292,28.2663993316,6.29808140114,6.29808140114
2009-02-09,58.521,20.0988635383,5.91851400965,13.8507059249,19.0943842118,33.956833176,81.231053124,85.3199880741,12.1609276391,19.4816263285,14.4876530683,24.8319975406,14.6846309992,13.1568017328,28.7812584154,6.36884636071,6.36884636071
2009-02-10,56.658,18.139076991,4.77604323566,11.8813768034,16.8137334927,28.7988331999,75.0157033651,81.8230318216,11.2965272076,18.8204503757,13.0348067324,22.1049981091,13.8832463868,11.4836435962,26.740890935,5.71909536835,5.71909536835
2009-02-11,57.9,19.222116925,5.21413353245,12.717069973,18.528265239,31.721699853,78.5922263905,81.9020185131,11.1778840111,18.9511479478,13.353126997,24.4096090417,15.8867079178,11.8733752103,27.8468845225,5.99443539283,5.99443539283
2009-02-12,57.93,19.295793111,5.04233341606,12.2083871741,18.5929645501,31.0339665229,79.3141695535,81.8445736466,11.399228249,18.9895884102,13.2143720099,23.0238783523,15.9238090573,11.127509535,28.4570878811,5.91852389076,5.91852389076
2009-02-13,57.2004,18.1906503212,4.78463324148,11.4526298729,18.5444400668,30.0023665277,80.0361127164,80.1427694744,11.1182913317,18.3514767348,12.8470793969,20.8971152087,15.2263076354,10.3010097326,26.9061543446,5.69336265578,5.69336265578
2009-02-17,55.3998,15.950894267,4.20910285157,9.94838216747,15.9807298613,26.3057998781,71.1238488431,75.6836117069,10.777761735,17.4365937305,11.394233061,19.6151290629,14.6549500876,9.58202209958,25.844654752,5.12724297928,5.12724297928
2009-02-18,52.3,15.8477476067,3.92563265952,9.48330075131,16.320401245,25.0162998841,70.1197669729,76.5093816638,10.8969470939,17.3443366208,11.508501874,18.9704308278,14.5955882645,9.81720497019,25.5522656426,5.12724297928,5.12724297928
2009-02-19,50.33,15.1772943141,3.37587228707,8.72754345006,16.1182158975,21.5776332334,71.3727947614,73.9171820598,10.8969470939,17.1675104939,10.5045687318,17.8588821465,14.3507207441,9.4476318878,25.9018613169,4.85704949731,4.85704949731
2009-02-20,47.74,14.6615610122,3.2556122056,7.92818476604,15.7138452027,16.7634999223,70.5816998992,74.010529968,11.0672118922,16.2680036745,10.5861893124,17.2141839113,14.0613318562,10.0187902878,25.0310502738,4.78628453774,4.78628453774
2009-02-23,47.2,14.3742238868,3.35869227544,8.01538753157,15.2205129549,18.3968665814,66.8102223777,70.2766136409,10.3095335396,15.4953503808,9.91690055096,18.2368086981,13.7496822848,9.94487567137,23.1114522081,4.61902190605,4.61902190605
2009-02-24,51.05,15.4867342953,4.06307275264,9.48330075131,17.8489224716,22.3513332298,77.5822964491,76.8684120799,11.3226090897,16.0318176043,11.1167230868,21.119424945,14.4175027951,11.3425338738,24.6687420296,5.17870840441,5.17870840441
2009-02-25,51.34,16.0098352158,4.43244300288,9.76670973928,17.5982126408,21.6635998996,75.0290395429,75.8056820483,11.0161324527,15.52644993,10.6678098931,21.7122509083,13.8461452474,11.2350217044,24.49076605,5.1465425137,5.1465425137
2009-02-26,51.28,16.9823608709,4.56988309599,10.4643318635,17.2504538432,21.147799902,76.8897463732,72.3374482291,10.9991059729,15.5419997046,10.2597069898,22.0383051882,13.5122349922,11.4500460433,24.4780534801,5.23017382955,5.23017382955
2009-02-27,51.28,16.8350084989,3.39305229871,8.79294552421,15.8028067555,12.8949999403,75.9969408537,69.5154691588,10.8203279346,15.3398526349,9.84344202836,20.2598272981,13.3044686112,10.8385705797,23.2067964829,4.88921538802,4.88921538802
2009-03-02,48.88,15.5898809557,3.11817211249,7.87731648615,14.5169079459,10.3159999522,71.9834880045,66.2913760226,10.2414276203,13.9559226962,9.0272362217,19.355767704,13.1634842813,10.5025950502,22.7809253889,4.58042283719,4.58042283719
2009-03-03,47.4,15.4793666767,3.13535212413,7.75377923498,14.7029184655,10.4879332847,68.7293370457,65.0347695663,10.3520997392,14.1191953295,9.64755263476,18.3924255135,13.2228461044,10.294290222,21.5795875266,4.4903583432,4.4903583432
2009-03-04,49.0012,14.2195038963,3.09240209503,7.01982262511,15.689582961,9.71423328832,71.3159698591,69.1779805677,10.1477819812,14.6401127783,9.55776999603,17.2364148849,13.4825540806,10.1934975632,22.2279285951,4.43245973993,4.43245973993
2009-03-05,46.0,12.2302468745,2.73061689171,5.90072046748,14.5411701875,8.76859995937,68.1869785526,66.2052087227,9.65401406598,13.9092733725,8.43140598283,14.8206490842,13.2376865602,8.95038810424,20.2574802495,4.01430316069,4.01430316069
2009-03-06,46.54,11.7366164284,2.70477509147,6.25679842673,13.8941770757,8.85456662564,63.1221846243,66.9149123384,9.67104054582,13.7149011901,8.37427157637,13.7165107274,13.6012777269,9.22588803838,20.6579262036,3.97570409183,3.97570409183
2009-03-09,46.201,11.7145135726,3.23022502963,7.24509643606,13.3280581029,9.02649995818,61.7037085654,65.828631294,9.67189186981,13.5205290077,8.6844297829,14.613159997,13.386091118,9.60890014194,20.2384113946,4.02716951697,4.02716951697
