Pair,Distance,Num zero-crossings,Pearson r,Spread mean,Spread SD,Hurst Exponent,Half-life of mean reversion,Hedge ratio
WSM-RLI,2.0053752519874557,57.0,0.7937634379774395,0.42450801356863826,0.07317718224767467,0.3724194537257244,15.185842907847473,0.6535470009165052
WSM-EGHT,2.2581018496143552,39.0,0.7286576467581257,0.568809760550416,0.08239930677277275,0.37541238409117883,18.926001896176995,0.4481939811877993
WSM-KAR,2.052991237359338,50.0,0.7824857862337481,0.33135914676758343,0.074914714231281,0.33402986706280374,16.580740881270028,0.6253948302147856
WSM-CNMD,2.0313269307939494,69.0,0.7876697411070256,0.6404939987043364,0.0741241724570002,0.38751137679591713,16.310285778909037,0.3746075974240819
WSM-LADR,2.0806978191132868,46.0,0.7757244235229445,0.37927522536589986,0.07592574175865249,0.3985156927153859,16.546747561368214,0.5144368887603052
WSM-KFRC,1.8949465272257717,68.0,0.8183404451792134,0.5845736028996177,0.069147580850502,0.35309786378584185,15.196255983291428,0.34659790858797934
WSM-SAFT,2.0840893475731352,44.0,0.7748864602658814,0.28088317482438535,0.07604950038984053,0.3860395374663373,17.12853393495215,0.621085228675542
FANG-RYN,2.112570516817027,70.0,0.7908445889719466,0.22848340641021136,0.07708879301615654,0.35897405676885125,16.277820030106746,0.7818613268068587
FANG-CW,1.9374055494094076,45.0,0.8276318871581919,0.3140186857559038,0.07069693257472959,0.31891262131064185,15.651743972397352,0.6688871123690759
FANG-UMPQ,1.9393301737379498,82.0,0.8272534891654618,0.2422384421307164,0.07076716311393089,0.3551967984865845,14.80846891859186,0.727531360418502
FANG-XPO,2.0360426805657617,74.0,0.8075152338141464,0.6756437779940798,0.07429625261015078,0.35067546726380433,16.157607002101578,0.26273683456513974
FANG-BKU,2.2046704667873547,52.0,0.7694570059799271,0.1390111100751963,0.08044956792215029,0.35714838076052086,17.38441930689176,0.8350955016290327
FANG-AIT,2.0531319306898483,76.0,0.8038755608858894,0.25220581841625145,0.07491984820382681,0.3666374754876199,16.174492772527508,0.6844477798548345
FANG-FLOW,2.119814335003342,75.0,0.7892161049646867,0.44921240606198587,0.07735312369594509,0.3791965837539765,17.378875699287885,0.4949788875086364
FANG-HI,1.9989955079692163,52.0,0.8152465338133215,0.3286236725324913,0.0729443820820929,0.3339317547633008,15.956321944433263,0.6334707029016622
FANG-AUB,2.2298467428702,53.0,0.7633439743582002,0.17682200647926788,0.08136826328423097,0.3586713870655874,17.371245242467456,0.7220422928576303
FANG-AX,1.9791204984046968,62.0,0.8193062009684455,0.4833531019806841,0.07221913268269213,0.3312517369613552,13.738008599567642,0.4459954766110924
FANG-HUBG,2.4548884313652906,77.0,0.7030024882230753,0.23871288713115676,0.08958015112717153,0.3422741250958001,16.53842401483592,0.8358132371366931
FANG-HMN,2.102818589167253,55.0,0.7930228698447097,-0.10928140791039599,0.07673294012219753,0.30890410947668423,13.866540648416253,1.046698206193835
FANG-CRS,2.052145648807303,43.0,0.8040868962872638,0.41344088012589336,0.07488385826678384,0.363630932636732,16.662447076910297,0.5727261578772829
FANG-CALM,2.648953579173456,57.0,0.6411584150630263,0.3413745279229921,0.09666168894659247,0.377928394294206,19.036573677845745,0.8697155868858841
FANG-HTLF,2.1608862330245087,52.0,0.7798116512855671,0.2458559029315021,0.07885185854059536,0.35148858077555606,17.15101861865607,0.6806540552891176
BRO-ITT,1.1391502613079265,72.0,0.9725566992884241,0.0748779334334646,0.04156818340936511,0.3432680000340658,12.680383400001842,0.8531776482824169
BRO-SC,1.304981484901467,57.0,0.9638248992427454,0.24886932878357634,0.04761945070172485,0.3730784761317477,14.189941394770685,0.6984043217493756
BRO-MTRN,1.2234194654374868,50.0,0.9682774369005331,0.28108279972509953,0.044643210341279146,0.33495290334368905,13.744087766572386,0.6312668804517467
BRO-CVI,1.019122749829188,95.0,0.9780967135373922,0.6444795508583777,0.03718831731023494,0.31427364604833413,11.577108124456593,0.3874759851847498
STLD-UMPQ,1.8221117585240725,58.0,0.9428008926829268,-0.2816797124232877,0.06648980239334329,0.3129445009932667,14.002762810312152,1.312960381118283
STLD-BOKF,1.9066910869851494,59.0,0.9371859365050225,-0.5032648555205498,0.06957614592283896,0.3399609944726192,14.513761301713537,1.3476712563943771
STLD-FFBC,2.204078346594067,75.0,0.9150954109641963,-0.5836988859553481,0.08042796114942599,0.33763408335861306,13.874447983192432,1.433466290564953
STLD-FMBI,2.1643438619741886,49.0,0.9182643364159989,-0.7721174435500296,0.07897802921291458,0.31522318126525894,14.415428326106673,1.6245902897024658
STLD-HTLF,2.05997395227231,61.0,0.9262647769568836,-0.34613568561263286,0.07516951711730631,0.3440960666179176,16.949835636046636,1.2802370500126103
ALLE-WTRG,1.5796815597014757,57.0,0.8817132943535474,0.07082069512371206,0.057643398796809756,0.3854891642602709,14.957302611061369,1.1184042241769703
ALLE-PNM,1.5502990812029893,63.0,0.8863529083382349,0.2531337075439869,0.05657121692868252,0.32591773265651564,19.980903944075493,0.8305425849729531
PNR-AVNT,1.2535653833408713,54.0,0.8151778201378754,0.6757131915437832,0.04574325050895006,0.3597080950917596,17.973522590105432,0.4102183450303163
PNR-QRTEA,1.5939624019560867,59.0,0.6764468429259163,0.857391296114242,0.05816451413184761,0.40210960589711314,18.021008989210046,0.316852683518265
PNR-FOE,1.2108225206417371,60.0,0.8288564029213716,0.7072676724596271,0.04418354129720925,0.362918915920714,16.527501516598623,0.31016153464895335
ATO-EGP,0.7357756704520473,74.0,0.9752869146521108,0.22091654446004266,0.026848835536747363,0.36762212093133373,11.2536730517397,0.6899552590354014
ATO-STWD,1.3632268156211282,53.0,0.9123746909213034,-0.5545794334320764,0.04974485300581966,0.44151193835991237,19.145405233380966,1.3881821906371554
ATO-BXMT,1.0746955323423646,70.0,0.9464963256363312,-0.06804963679856343,0.03921619694520434,0.4458228517463069,16.48752487228122,0.9068756203393438
KIM-BRX,0.8000037182004445,56.0,0.9869565688409534,-0.290322522546955,0.029192550285814255,0.3991606640973028,11.839872753473296,1.1912720373793417
APO-MDC,3.1852888331712306,75.0,0.9055131213455704,-0.6000338013294504,0.11623284032524407,0.3619037116340442,17.273517441263518,1.7958878070865507
APO-KALU,3.9885201163399913,73.0,0.8471723395144946,-0.14283161589114926,0.14554316612946508,0.4906024987206436,24.185068215159863,1.7305160074217547
JLL-ST,2.164688143409331,51.0,0.9027871735225967,-0.35739442180439146,0.07899059222090962,0.35441098130748705,19.155089349501313,1.3527251816344206
JLL-KALU,2.2632445213191286,86.0,0.8931952264293949,0.04452362366604073,0.08258696552851298,0.4227805686950346,14.763273924660233,1.2232961146032872
WTRG-APO,1.5161124918068198,50.0,0.8186085855797327,0.4896301889615752,0.05532373056412777,0.465501143011553,22.1638152081867,0.28785424811950255
WTRG-ITT,1.4373421679824192,48.0,0.8387536477910754,0.41375636281990763,0.05244936062439013,0.43610931239164835,19.176517382417117,0.39670192795088677
WTRG-FR,1.1386525829801828,38.0,0.9021808752521203,0.10392030708402987,0.041550022869259774,0.3963804252212264,19.996002652092855,0.7989933907150597
WTRG-KBR,1.5840234795505175,54.0,0.7999410112280023,0.3326020401975018,0.05780183770233794,0.3938976783714321,15.39797823221101,0.4951609296369468
WTRG-SIGI,1.2260339591686895,56.0,0.8855936852650763,0.3916490959731314,0.0447386145725142,0.4416936175603965,17.23826122357064,0.4354336579469751
WTRG-MLHR,1.700088791295514,62.0,0.7649851753115979,0.13189832469441673,0.06203712107974043,0.34742599841897387,18.622303968735338,0.7415650370354121
WTRG-SC,1.503799419801466,52.0,0.8218615960845121,0.5002735649076058,0.0548744201852989,0.4331997075170778,19.58738403437,0.3210796741246089
WTRG-AWI,1.1724856646971864,54.0,0.8959400546502841,0.518604453130144,0.04278460955539342,0.4057233271905153,15.087133952250094,0.3393889714711753
WTRG-AIN,1.3345358278307629,66.0,0.8627886612418103,0.45373980611603487,0.04869790399200257,0.4297624930217344,18.270310491070465,0.38049284928128513
WTRG-IVR,1.3098518831810715,56.0,0.8682004206114197,0.058873325918210484,0.04779717405907264,0.4628268471526231,16.984808162865686,0.7142599976621897
WTRG-PKI,1.2390527481706148,64.0,0.88298950881898,0.4503708767038637,0.045213676930291734,0.3920479581129181,18.353878316194837,0.41143297945114776
ARES-WTRG,3.0717976951010737,41.0,0.7655006829033306,0.07099698225893013,0.11209148987932377,0.48290475650200804,20.097524289019503,1.3844587251181606
ARES-ATR,2.429462877814613,40.0,0.860832611354702,0.27388822828508474,0.08865235950109956,0.44756942902098334,19.717836225195185,1.0183748377603665
ARES-ORI,2.111443652888484,67.0,0.8968798789333879,-0.15361794322194203,0.07704767316739732,0.38418080723605347,13.046750332691616,1.403480602165461
ARES-NYT,1.9982443683153523,37.0,0.9081878137196723,0.7049440468581427,0.07291697260683891,0.3871599450761247,17.35214480761069,0.48125592856873034
ARES-PFGC,2.637027227803606,37.0,0.8336018719977982,0.526071960643369,0.0962264902041744,0.4690042911750499,20.574415248342046,0.8162529772701519
ARES-DECK,2.3619150987807656,59.0,0.8690414415780086,0.8569762734596664,0.08618750603694779,0.456428236876674,20.017536401851963,0.4162046887390378
ARES-TMX,2.1339720577052472,67.0,0.8945373866960804,0.6453093766533726,0.07786974633469694,0.4447170053062616,15.75868448890618,0.6453156732026855
ARES-WTS,2.317107854405215,57.0,0.8743178785579789,-0.07465347174293183,0.08455246646795135,0.397464519029633,18.16387770396969,1.2280937332370776
ARES-FLO,2.760157346938953,53.0,0.8159253698777637,0.22701958143899886,0.10071957206464696,0.3966540567745132,16.75792740408575,1.1028117985149795
ARES-HE,2.602661135238494,49.0,0.8383273091022024,0.07004121386750568,0.09497245367595596,0.4449657543461111,20.092546118815306,1.2540727077711566
ARES-ABG,2.5181450269914167,65.0,0.8495773517004255,-0.010734107419476386,0.0918884170848335,0.3684047271644111,14.646491280883405,1.1592318757255065
ARES-AWR,2.447602872276291,45.0,0.8585750417092495,0.5321003560063807,0.08931429730021147,0.4532644929370771,21.502396737262305,0.7512325636209018
ARES-EGHT,2.5489335197188914,49.0,0.8455393107052558,0.573313677341707,0.09301190514085529,0.4453281161928166,16.48260157029981,0.7530675494554586
ARES-AWI,1.9073546400233843,60.0,0.9167224534705386,0.5677252479264946,0.0696003593170961,0.4251712724070673,14.579283169868729,0.628045447169804
ARES-KAR,2.5024732240801,57.0,0.8516066650855951,0.2533394875310707,0.09131654487455544,0.4062009769338024,21.47484608686894,0.9855405959367269
ARES-WIRE,2.6067339257810795,53.0,0.8377719116320985,0.12387277843272355,0.09512107191361292,0.3678034560319004,19.261141252267834,1.0631501703723494
TPR-TVTY,2.9425560993573145,40.0,0.7056534505240138,0.37042708986524575,0.10737539707008602,0.4722398347102387,27.364292810694167,0.36382055816582337
LPLA-BRO,2.455717561440679,54.0,0.9670022406696643,-0.5652871478890569,0.08961040651332615,0.4324874845270414,18.978955902012125,1.9037641730024868
LPLA-ORI,4.365363214596504,55.0,0.8915696379568506,-1.2607410913762247,0.1592943660869619,0.4506129129869847,22.68165219693628,2.816912086094346
LPLA-FLO,5.412221313847993,50.0,0.8274837348013896,-0.5462142214106908,0.19749476067169552,0.4862608471335737,23.274793568972154,2.2581683802523864
LPLA-THG,2.8050867992509283,72.0,0.9567190679200944,-0.325808609252974,0.10235907106457882,0.4860511497615716,15.203215188272756,1.8321734640875849
LPLA-ALE,4.502414115917444,51.0,0.8842034690290459,-1.02078494912736,0.1642954245039494,0.46354219379482375,23.156762406319093,2.580780515938203
LPLA-HXL,2.4840552899779853,78.0,0.9662229094907819,-0.8149605838333435,0.09064446491391948,0.38048650553380453,17.357526847361978,2.0144581828106745
LPLA-TRS,3.3731287598763164,73.0,0.9367704393050101,-0.5677501927180509,0.12308721660034021,0.437213242320846,18.822094704210407,1.878151671801131
LPLA-FIX,4.216451157783296,41.0,0.8992501393100968,0.12360685943839211,0.15386048795891752,0.4814622931073441,24.846647622206778,1.4602520326405486
LPLA-WRLD,3.1647098891736203,62.0,0.9445658191932929,0.41959977447044794,0.11548190399355975,0.40067125552704613,18.11828167448374,0.9111485470406104
LPLA-CVI,2.602755362572124,68.0,0.9628540765882377,0.6384434155261558,0.09497589208019416,0.44944883873074865,15.217693704198355,0.7509467363276295
BAH-STWD,2.0651308672109185,60.0,0.9412006751856231,-1.7500391907044002,0.07535769561603081,0.357924538375621,15.50758853965348,2.628541362076751
RHI-CBSH,1.801013078140155,79.0,0.9515843914237475,-0.9266121903279333,0.06571990061156498,0.3429403777130292,12.863992329463752,1.8422894646727368
RHI-INDB,1.9320805722133256,71.0,0.9440656575547068,-0.39708241922887566,0.07050262139713019,0.4270951455856762,15.780142025411353,1.2058157502887805
BLDR-PCH,2.6300284834740526,62.0,0.8926081467983119,-0.6797596581816433,0.0959711023964307,0.3577829913021054,14.81405344142066,1.495677367404632
RPM-HELE,1.4430935247085783,63.0,0.8508781522065209,0.5967020287717855,0.05265923061201685,0.414544741588419,15.807589168630795,0.5415369283004781
IVZ-MHK,1.5971918040282655,46.0,0.958169253726042,0.3744418786845467,0.05828235668712627,0.3822179017090218,14.876175102153068,0.7563904902113916
EWBC-STLD,2.0125388268873152,73.0,0.9305512721726608,0.2395980084088141,0.0734385848083537,0.42082715899349205,19.43765554857975,0.9357191538147346
CMA-HII,2.8480699057398846,36.0,0.8966989126614792,-0.16910824581664785,0.10392754689671857,0.4401508287640061,20.924295344448478,1.526436321274514
CMA-PLXS,3.042117529701021,40.0,0.8811700483599296,-0.9452605701976333,0.11100844526187956,0.36145078177077333,20.38592657000452,2.0674397626889705
AIZ-RBC,1.2993420077967364,42.0,0.8145229564320451,0.3423686907621282,0.047413663259466624,0.3471900975557773,18.21732188017382,0.6013389300655687
AIZ-NSIT,1.3615951018697647,58.0,0.7939935830426041,0.6578989169940689,0.04968531092538295,0.351219212739416,17.6250338852131,0.3271042672661839
AIZ-NXGN,1.3570904753574398,63.0,0.7955294606777473,0.6863343751375527,0.049520934769387515,0.3410989823933189,15.892407624091552,0.37176435578978984
BG-DY,2.182415228947363,62.0,0.7585220339891012,0.8426223264547884,0.07963746275940412,0.4107723355433904,19.11090668560914,0.3727536635088611
SCI-SIGI,1.3078583801711299,61.0,0.9661412992945799,0.05567334048667761,0.04772443010109014,0.37094574698393085,17.0469417939422,0.9122059493637673
DVN-CMP,2.6438378209084044,60.0,0.8454967512364652,-0.16753908553951527,0.09647501227621591,0.33254443250251337,16.426950677491295,1.282447358194625
AFG-CIT,1.2916757116859658,63.0,0.95437347626006,-0.14804391837764222,0.04713391614126194,0.3712260837456431,16.440283196891308,1.0518361655265127
NWL-LC,5.152273837880272,47.0,0.8954114265612646,-0.8114930493872626,0.18800914255365966,0.40354613229690367,18.533807559603463,1.367760487088062
UGI-HELE,1.2686589028200532,40.0,0.8682631642635508,0.6146228901621141,0.046294020857089335,0.35300375483897206,13.713092570851089,0.5144573640853767
UGI-IRDM,1.1946455215084633,44.0,0.8841721274705245,0.8155046604712497,0.043593234214969745,0.3710446460836455,17.178970270947165,0.21710340186248933
UGI-RETA,1.2063761327801987,58.0,0.8817331665169276,0.8821212990260062,0.04402129029976369,0.40406054630958077,15.776959712546113,0.13540160656381495
UGI-REGI,1.1376298871539252,55.0,0.895597373721898,0.8209592462688219,0.04151270416853884,0.3357751561756224,16.406458779543915,0.20390167820724425
CG-WERN,1.9088540897376602,76.0,0.9351079566886445,-0.09141466859776017,0.06965507501427251,0.33199931550252293,13.970743259623204,1.079248728594926
CG-KALU,2.389702672147149,63.0,0.8962107644456427,-0.08461459721696028,0.08720148899023158,0.36756032532649313,17.26845260676428,1.3136549968851705
NCLH-LECO,1.8723966336787623,58.0,0.86219167530686,-0.007363238833253896,0.06832472354829898,0.38167229237987543,16.422696717034306,0.874087217998889
NCLH-JBL,2.024069873879731,71.0,0.8367285887413488,0.012668735522904555,0.07385935868916936,0.37364438432201863,16.93036569012399,0.8545701283059975
NCLH-MTZ,2.2277865861957475,49.0,0.7979422241391687,0.2617281824682977,0.08129308709948661,0.3655649992668715,21.382345597136272,0.5913933967475005
NCLH-TKR,1.7740678666561913,63.0,0.8772799425284201,0.02404214341762461,0.06473665587993181,0.3465423813007832,14.182748017166624,0.8375480902859875
NCLH-ESNT,1.9264851546376471,53.0,0.853424800436828,0.2393012912000298,0.07029844170992125,0.35136184435282275,17.26803663226464,0.612542561805927
NCLH-RUSHA,1.9090101059112088,36.0,0.8562943860816618,0.39728429307429025,0.06966076812530202,0.3232187760420278,17.248923311048504,0.5088308282482488
NCLH-MTOR,1.9544731505910007,53.0,0.8487538013388723,0.47465100733319326,0.07131973818727425,0.394008943586317,19.05894192420115,0.36482524626457097
LSI-FCN,1.3794195689427504,63.0,0.9044087434073337,0.44668329124517625,0.05033573496655668,0.4345702425072624,17.760568717351177,0.3596233079830782
RS-VOYA,1.4806538628584127,62.0,0.8564023418782964,0.4012167759773491,0.05402982681706661,0.4644811636060347,17.944945005031748,0.42497207068059595
RS-FLO,1.68637498453548,47.0,0.8088284313219978,0.3642609843772713,0.06153669716377065,0.366572704956591,15.777511588130896,0.6566944003871344
RS-ABG,1.38607107863729,63.0,0.8754395065329289,0.18843033700328135,0.0505784520025115,0.32214533217595887,11.50429054701199,0.7175455362558489
RS-IOSP,1.6527273820283837,65.0,0.8172299943350209,0.19705044697086238,0.060308878710132706,0.45872660462864867,20.665544190299222,0.625171080100503
ON-ST,2.6272524020433794,64.0,0.9395332479170653,-1.0095139184904445,0.0958698017462978,0.3378065942001555,14.836707045120924,2.145817412186887
ON-WERN,2.876544688603467,62.0,0.9270440209711149,-0.2877852228094776,0.10496660648070727,0.3423573822765788,14.91064321759103,1.5238092462429027
ON-KALU,4.153010099863431,43.0,0.8408053849237497,-0.16932535428891576,0.1515454908765579,0.49323079354301014,22.633811475092305,1.7552424131902988
ZION-HII,2.768091256844043,58.0,0.8716202559821368,0.11443710509868239,0.10100908454889933,0.4918627042925735,20.533197519000975,1.3022178512191016
ZION-MDU,3.4569583419667507,59.0,0.7907274663578222,-1.35118813681633,0.12614620149620887,0.39523122743878436,17.471851787633696,2.7184018937378918
ZION-WERN,2.494930999193061,62.0,0.8971087894095033,0.25423645194745975,0.09104132517960567,0.47273137315479713,20.307263624214364,1.085434893619818
ZION-PLXS,2.6411735911274827,66.0,0.8838836857378862,-0.6196943478718222,0.09637779315075044,0.3773156283063923,18.064439884683328,1.8200886344489375
FRT-PACB,1.3083939761808214,75.0,0.771087072743401,0.7097501458197963,0.047743974277060924,0.408948812827871,17.3536847097022,0.14219948613714417
ST-FSLR,2.1163796041796554,54.0,0.7765495061500716,0.9316353270649755,0.07722778858811057,0.44929624851288613,22.269706148993617,0.35764790121490925
ST-HII,1.5682809093533703,69.0,0.8843182200790336,0.3256456387819378,0.0572273831571241,0.3427353039880601,15.440402370414223,0.7858793397920745
ST-FAF,1.4948442006356875,54.0,0.8955195353949514,0.48284593691158106,0.05454763959682166,0.35567663914316244,15.444880814906526,0.6611102193784477
ST-RXN,1.5333028470094976,66.0,0.8897380215089719,0.2645283183999529,0.0559510155345202,0.36858504831865263,16.74738612014646,0.806073481212517
ST-LPX,1.4737961567028175,71.0,0.8986061894213472,0.2999276943131047,0.05377958556538485,0.365387213659534,13.829291399137754,0.7290159782782459
ST-RYN,1.640952742006856,45.0,0.8725530282565598,0.2675626743978877,0.059879215993440524,0.3884793052563604,18.799770446093063,0.839454097194765
ST-MC,1.324345585470331,59.0,0.9189972424280585,0.6564578051612371,0.048326056767091286,0.3890467144504656,15.519494875178962,0.3605070570706581
ST-KBH,1.5895617917250833,78.0,0.8809442413808755,0.6303948549520595,0.058003933583864825,0.34712717519291586,17.234083142427735,0.47069225838482687
ST-WERN,1.1247950586421662,86.0,0.9422690220975377,0.3791208269909563,0.04104435462438657,0.29730725203495195,8.485403630397007,0.6781480997267222
ST-TRN,1.5202037457281594,80.0,0.8917279356234616,0.26471123613923697,0.055473022540044305,0.386589297159092,15.990923987470806,0.6875233193462168
ST-MYGN,2.2708755731992096,49.0,0.7368553641867674,1.0094638099717526,0.08286542656647418,0.47494155426711554,22.992951435272857,0.30312902203530134
ST-FBC,1.6545590733574995,57.0,0.8702727836840802,0.10336802203387725,0.06037571807602159,0.38340651705256046,16.326802799868922,0.9427886386816281
ST-KALU,1.5255693137541124,59.0,0.8909154414144139,0.3955486766898657,0.05566881489806225,0.42982711098166465,12.646507196695536,0.8143244875188937
ST-PEB,1.4776763365339964,75.0,0.8980412534502336,0.30254502988606996,0.053921175338360536,0.32935618322485344,15.441408640551725,0.7591949464323275
ST-HEES,1.2908712096405155,47.0,0.9232089038967959,0.7818265764064762,0.047104559444683496,0.31491340842517584,12.274788273191767,0.34130778086582236
DXC-HUN,2.1537852645453404,71.0,0.9467501696776705,-0.08550069878866302,0.07859274052065363,0.3920006769003363,17.13654826924869,0.9107418129252389
DXC-CATY,3.0374655578458003,51.0,0.8909658119019911,-1.0636145225066749,0.11083869239795892,0.385999068900964,21.83273688215576,1.829282518691012
MRO-MUR,2.2774113076922267,51.0,0.8946623808819233,-0.30305303419567015,0.08310391890532394,0.33870220614224056,14.944918851834373,1.4149316820752884
MRO-BKE,3.020494887383291,74.0,0.8055644868261115,0.3430728529116939,0.11021942383758868,0.38989015208413863,15.120349459765462,0.8105666201935933
FHN-ACCO,1.8861899962526738,59.0,0.8210038789779879,0.7233504056362217,0.06882805049714759,0.4676876079007573,19.96567700827942,0.5406844779766884
ARW-NCLH,1.3336785360070578,76.0,0.8167290701533407,0.5938952609351991,0.04866662096905685,0.34277074502374427,15.84546894455126,0.5107276453374123
ARW-TOL,1.4030780302581174,52.0,0.794665694916416,0.6485936675343624,0.05119904448115174,0.3509174068359901,17.698145839963836,0.42273632282945883
ARW-OLN,1.5412030930502822,75.0,0.7452298541541158,0.8362679809514796,0.05623929960691758,0.40139109060239464,20.43206902401512,0.3242954214046434
ARW-CC,1.2594907120348056,60.0,0.8384856478255537,0.8424249585368944,0.04595946882384335,0.3542373195170726,16.031848288890156,0.1394444722214931
ARW-HUN,1.2954786950091777,38.0,0.828158467444286,0.7449859483057371,0.047272688973654144,0.3775486042883739,19.26894489719375,0.2752608468085513
ARW-TEX,1.2587765348506053,62.0,0.8386863775110226,0.7016894143368935,0.04593340812826353,0.3576146990471881,16.243383965180563,0.3243386488455651
ARW-SHO,1.3207845760548653,72.0,0.8206419574163579,0.3374763320415157,0.048196113687997755,0.37504324641208314,16.926759152964863,0.680437857607291
ARW-BDN,1.6199033157564797,71.0,0.7133011842964045,0.24889537857133798,0.05911111152052148,0.4085983106504352,16.15089792431773,0.9463166120621296
ARW-RUSHA,1.182441627631738,54.0,0.8592308355304034,0.701162451184837,0.04314790780263703,0.3658571293957609,13.991759706067,0.3192798612347279
FSLR-FAF,3.2369005276038365,72.0,0.8961186054711466,-0.7540801574004201,0.11811617780328623,0.4371936304345136,17.990701126022742,1.4364078425657738
DCI-IDA,1.9267140761908466,44.0,0.825749719651852,0.2947473290741219,0.070306795176038,0.44422773003879934,21.606325703757495,0.9269137199478372
DCI-ALSN,1.272939148672587,51.0,0.9279731378075964,0.4703889969320813,0.0464502092465218,0.37048182852663614,18.34834185957684,0.6285145684681361
DCI-NJR,1.9475113503369181,60.0,0.8215579561755613,0.5107299491114887,0.07106569848799106,0.4737174938910052,22.395307334585162,0.7384691435356636
DCI-FIX,1.7250203371143293,47.0,0.8631241492185037,0.7123482009509913,0.06294688610765307,0.4621228675503906,22.88199226919057,0.4967029237316578
LECO-CVBF,1.5177536130388656,59.0,0.9092282478793322,-0.03176788089767066,0.055383615928410034,0.37401039808822334,17.386079129589493,1.0410053137109723
LECO-SHO,1.4169408686029068,57.0,0.9213869519445265,-0.15431894386587244,0.051704906636886115,0.31732052981436254,12.686204130229223,1.2050762069557859
LECO-FRME,1.247812789740611,61.0,0.9396063486480377,0.32572793496632235,0.045533335387146386,0.35966760625569516,15.564309263191666,0.7150926675977481
LECO-RUSHA,1.477340537489518,57.0,0.9142222006946101,0.5374243262132572,0.05390892185719678,0.3864973639855394,18.92244148312605,0.5358597513215362
JBL-AGNC,2.0867135447477922,49.0,0.8170234342003702,-0.2170768521282202,0.07614525870475614,0.38726646235947937,19.98649346034342,1.4224973738931679
JBL-SLGN,2.211802355333354,43.0,0.7914999504293595,0.0016442127321098516,0.08070981423135525,0.37806728408272183,18.492965228171716,1.263511909077458
JBL-WD,1.7877425105620754,43.0,0.8694663076908027,0.69310551347748,0.06523565072305716,0.33087356035765936,18.577073194689042,0.41232032340055014
JBL-MFA,1.8010835307342252,49.0,0.8673614874163739,-0.2747135703759094,0.06572247146323523,0.3557337475075485,15.369338654581023,1.4045515347495003
ITT-ORI,2.2480579341355735,43.0,0.9152902722607126,-0.4477004868647044,0.08203279909160807,0.4051666854038905,18.482697188744304,1.6744287063458594
ITT-FLO,3.186141095965227,53.0,0.8210365988135215,0.026750210900547355,0.1162639398362894,0.44464413750394893,23.68553809239048,1.297326126237988
ITT-THG,1.7400439039181081,55.0,0.9501570526754921,0.15214525428732265,0.06349510384641326,0.3701638759811947,15.547453034422864,1.053579584976434
ITT-KMPR,1.5504599367084662,49.0,0.9606380540787042,0.4794449517253117,0.056577086629442074,0.33987768534698964,17.23428834569995,0.6001362186192107
ITT-SC,1.5680474712960073,50.0,0.9597211536770266,0.24363756670715875,0.05721886488142973,0.3117796567129919,12.719312829037406,0.7927373207373454
ITT-SKYW,1.4801329414761348,87.0,0.9641928115603817,0.3458776147569692,0.05401081812585538,0.30900351835091744,12.464164920125764,0.7357684881372657
ITT-MTRN,1.3538354807893547,50.0,0.9701331727257255,0.27288016831950185,0.04940215833066965,0.3419732677788799,10.741007810104293,0.7209746723504282
