,m1,m2,n,BIC,$\delta_0$,$\delta_1$,$\delta_2$,Spread SD,SD($\delta_0$),SD($\delta_1$),SD($\delta_2$),num_conv
HOPE-UGI,1.0,1.0,2.0,-4648.645974510626,2.8900513025140917,0.080835040080665,-9.096419615634385,0.12020965636832016,0.5263261762832171,1.105533145787068,0.3770029437727734,9
BLMN-FCF,2.0,1.0,2.0,-4694.76471427325,3.045562892991451,16.312284562649758,-13.327086930307905,0.17071984913171573,0.0008041723288041969,0.004652810997669429,0.005697893250855367,10
BLMN-CRI,2.0,1.0,1.0,-4754.946643449748,2.858876424918309,2.595896267472915,0.0,0.1704908936277946,0.00923453293905282,0.010737353617351557,inf,9
BLMN-ATO,1.0,1.0,1.0,-4707.840472752169,2.7103259059565366,3.8121221151014186,0.0,0.16939399692700916,0.06075630164503611,0.03750687590187359,inf,4
BLMN-NRG,1.0,2.0,2.0,-4746.735162399926,3.6153209541949263,-22.952182479096635,23.929762513808477,0.16071570263482543,0.0017014129695198741,0.0066977562328713386,0.003342927048916159,10
BLMN-ISBC,1.0,1.0,2.0,-4728.134261613528,,,,0.17088375655719645,,,,0
BLMN-SBRA,2.0,2.0,2.0,-4732.913133581321,4.147834112177714,23.716677523068388,-26.6380465736057,0.1565019296126561,0.015442701359612754,0.026768392708558592,0.06436154828524449,9
BLMN-FLO,1.0,1.0,2.0,-4775.936470650403,3.095236859422882,-13.97956215712472,15.95073711442604,0.16995659371502736,0.11637894946216001,14.907526030699037,14.747255864474509,10
BLMN-AZZ,1.0,2.0,2.0,-4487.026554018079,3.176847521862309,-15.980072066668207,20.623302370454535,0.15918597660000952,0.04494624247230645,13.051408441889585,12.427497048043394,9
BLMN-ABM,2.0,2.0,1.0,-4837.472634335091,2.9763888253463895,1.3450181466097486,0.0,0.16479570129314294,0.07564445407484836,0.008414825005131792,inf,9
BLMN-MOS,1.0,1.0,1.0,-4790.028937265462,2.9593937488140956,2.5266724988077414,0.0,0.16817968484152765,0.014941607613374215,0.0049262393857116005,inf,6
BLMN-WWD,2.0,1.0,2.0,-4684.484963862113,2.9738921918590617,15.271852809061347,-11.57485348623729,0.1704031626810679,0.0005908236470148777,0.003832834683101477,0.004586164216891409,10
BLMN-FLS,1.0,1.0,2.0,-4757.957232607962,3.046601168899805,12.485066090458158,-10.12823275763709,0.16516250417025366,0.014134227880686153,0.13290830740517645,0.14922780893323462,5
BLMN-BXS,2.0,1.0,2.0,-4766.726975025509,3.3815717340110147,10.565583024038107,-9.818833002455698,0.16818337360954744,0.0001716616792099796,0.002237812128029916,0.0024684169332596286,5
BLMN-PWR,2.0,1.0,2.0,-4751.232105451392,3.2521077484433176,16.099053106048608,-14.387417547629534,0.16984483717091695,0.0007112074255062254,0.0048674899221886015,0.006092405249895637,10
BLMN-AWI,2.0,2.0,2.0,-4768.49076098359,3.2344983024182787,11.589489797540017,-9.973323616519657,0.16979432134898245,0.046504032188095935,12.343120574444384,12.322719439924917,10
BLMN-WBS,1.0,1.0,1.0,-4760.033595334197,2.846470812138458,2.5747858734476368,0.0,0.17085174630938285,0.1627276243786888,0.04752785434803968,inf,5
BLMN-NWE,2.0,1.0,2.0,-4724.111804775194,3.199220185347807,15.705432683397913,-13.551187126607282,0.17086997692642678,0.0010123779484265659,0.007155873864265811,0.008406168405614329,10
BLMN-UGI,2.0,2.0,1.0,-4718.962356677935,2.7137338119219683,4.038318070982102,0.0,0.17050018946816867,0.050864826747332385,0.040756620381169166,inf,8
BLMN-BC,2.0,1.0,2.0,-4790.137303127315,3.511869636442225,14.476157128559635,-13.964502683514699,0.1693354572172126,0.0002996026216944232,0.003126151666311787,0.00356789649383306,5
BLMN-SAH,1.0,1.0,1.0,-4793.578746795155,3.0353907660282338,-0.037790593511750556,0.0,0.17023346822278412,0.6574885534963495,5.465299295616196,inf,8
BLMN-RPT,2.0,1.0,2.0,-4777.374201610048,3.5789157538594276,17.922219777593916,-17.76346367542065,0.16938805130696238,0.0005534587234347859,0.00331774311799418,0.004145487672686517,9
FCF-UNFI,2.0,2.0,1.0,-4602.334064326831,0.8454673695605406,-5.60906299489932,0.0,0.13995651248514174,0.7760719427644132,0.9528744494348054,inf,9
FCF-PLXS,1.0,2.0,2.0,-5268.887510680883,3.020110270476078,-40.212415301234685,38.42233737948829,0.09127466668355902,0.00021950406115287048,0.003978865838778818,0.004175863416291449,10
FCF-SAH,1.0,2.0,2.0,-4674.938758616504,-0.6822348533126811,-24.355563119465668,19.124411368073243,0.13081413966913757,0.08209818639423415,0.9266808735569968,0.9965000556871805,9
CRI-ATO,1.0,1.0,1.0,-5132.369785121047,-2.0416687840850316,4.1141471311774005,0.0,0.14995193125942477,0.36645214736827225,0.17033189596351625,inf,7
CRI-AEL,1.0,2.0,1.0,-4733.535209810758,-1.813032538083483,2.230759933620301,0.0,0.15336557156445088,0.33009476965680523,0.2917313636410208,inf,8
CRI-BXS,2.0,2.0,2.0,-4796.375641538867,-1.2761188193427868,-11.743532301919391,11.423435229612974,0.17098371760651623,0.0007771753585579165,0.005475439032380426,0.00502543386726598,10
CRI-NWE,2.0,2.0,1.0,-4702.504490007436,-1.9710437250211263,6.742704297988545,0.0,0.14425047758527768,0.3923552616728501,0.48875508426520986,inf,9
CRI-UGI,2.0,2.0,1.0,-4655.163460907737,-1.7394189719935778,8.186744233974423,0.0,0.1440344934455455,0.1509970681795441,0.10202645378526877,inf,8
SJI-SBRA,2.0,1.0,1.0,-5619.250244375776,-3.9275575560052465,33.25254476677742,0.0,0.05487855530925096,0.17870587824206913,0.47169012417442635,inf,6
ATO-ISBC,2.0,1.0,2.0,-4557.047959691068,-1.5865990128486096,23.678020133286992,-17.525732134155344,0.08285152414260454,0.31725869541568846,0.11510522913987985,0.08952022906926689,7
ATO-UNFI,1.0,2.0,1.0,-5098.971406024407,1.8999642161388475,-1.4637194604938963,0.0,0.23151435433622294,1.1577990202070543,2.6115126607346095,inf,5
ATO-AEL,1.0,2.0,2.0,-5289.237255425826,,,,0.13366566361280802,,,,0
ATO-SBRA,2.0,1.0,1.0,-5030.035733539076,1.311918581139351,-2.2043602682330867,0.0,0.21973086988520965,0.6893296682627302,1.3698077791427508,inf,9
ATO-WMK,2.0,2.0,1.0,-5230.9102939454215,2.0474860915185955,-1.3924677156849368,0.0,0.22889293920462167,1.706737469515827,1.8578339430797144,inf,3
ATO-PLXS,2.0,1.0,2.0,-5098.923847788909,3.635692670692478,2.6110198098449966,-7.262760633113649,0.18977204035539125,0.0006915947996023772,0.00562764665568042,0.0064362692039077315,10
ATO-BXS,2.0,1.0,1.0,-4483.326092523963,-1.205974769502903,2.999709989960925,0.0,0.15491139684787358,0.9138682186322254,0.26669958859836,inf,6
ATO-WBS,2.0,2.0,1.0,-4702.30374023418,-1.9979153833006622,10.167545755370607,0.0,0.10489624544175408,0.08032354020888732,0.19561444667525746,inf,10
ATO-UGI,2.0,2.0,1.0,-5362.862715676824,0.2716381914818648,-9.975063157324817,0.0,0.09764492931252615,1.3000725130209287,4.52628029525066,inf,10
NRG-ZGNX,1.0,1.0,1.0,-4627.077836339565,-0.8801994753101884,-0.5537386325785617,0.0,0.24184597737685448,1.9718297596658967,1.0906480176105544,inf,10
NRG-AEL,1.0,2.0,1.0,-4694.011079928016,1.0954960887047873,-1.5101071641616595,0.0,0.24256907567958794,1.1819293671148101,0.17442530505753331,inf,10
NRG-SBRA,2.0,2.0,1.0,-4636.9763596789135,1.7533745202808084,-3.563384936584529,0.0,0.22438077356662522,0.6374425117999348,0.694890016127364,inf,8
NRG-ABM,2.0,1.0,2.0,-4715.347272879496,-0.8112704028610486,6.4726716899882515,-6.860100122951046,0.23530393463055915,1.3693734623230354,8.662791086620146,8.856671568899472,9
NRG-WMK,2.0,2.0,1.0,-4515.805232031616,1.0953101557767335,-2.7638719203318973,0.0,0.23877411082953393,2.1006860672380747,2.1293430169790986,inf,10
NRG-WWD,2.0,2.0,1.0,-5030.601558323147,-0.9819087854338815,-0.9328931783252802,0.0,0.24333028783788346,2.2349125658422992,1.2981500070764185,inf,10
NRG-PLXS,2.0,1.0,1.0,-4725.168169051765,1.37137043788382,-3.8907030107792417,0.0,0.23584392572910123,0.6941995882317942,0.29332883333734283,inf,10
NRG-BXS,1.0,2.0,1.0,-4741.806632420701,1.4975990792783835,-1.060744467902091,0.0,0.24097758893457294,0.9181965121439503,1.1915922545421402,inf,8
NRG-PCH,1.0,2.0,1.0,-4574.835830707716,-0.04368007581442126,1.7635132103496967,0.0,0.1927601724294563,1.758792406494436,33.730625418942395,inf,6
NRG-NWE,1.0,2.0,2.0,-4504.342530353,2.0675135229730284,-19.95308731146891,19.291876551285927,0.232493740807583,0.5965804807864578,5.749151859671645,5.603000230097238,9
NRG-SAH,1.0,2.0,2.0,-4042.623119941436,-1.173231255127172,-2.3277898474923715,8.59258744893013,0.22696722164160946,0.30082681337658584,0.5231424116806489,1.714582639330449,10
NRG-RPT,2.0,2.0,1.0,-4609.854167387842,1.2570482819756794,-0.46980640011623975,0.0,0.24190529106773848,1.8497495255347511,3.0126462912993643,inf,9
ISBC-UNFI,1.0,2.0,2.0,-5384.784857415386,-2.0458091660696804,0.7542192113415123,2.362717678259022,0.24882621505073863,0.2834976694483326,1.1003153565989285,1.1784192057499678,10
ISBC-SBRA,2.0,2.0,2.0,-4976.594255558432,-1.1215641075440244,-21.9533394774782,23.635536785322337,0.23860588256687323,0.007250731556980221,0.023481939677195005,0.02821760859602037,10
ISBC-WMK,1.0,2.0,2.0,-4986.966494374748,-2.649412895680305,16.399968270187387,-11.695070172937665,0.24161267819302912,1.3715433538355635,2.660379566966894,1.2819792633777825,9
ISBC-PLXS,1.0,1.0,2.0,-5219.110786341484,-3.962051058659898,56.418505662370876,-52.53019375487111,0.16713430992343212,0.0003035823360861804,0.005963664792479321,0.006605280922920475,10
ISBC-FLS,1.0,1.0,1.0,-5352.547397223059,0.7167301054752642,-0.5470617179730176,0.0,0.24880121898631133,0.0,0.0,inf,1
ISBC-PWR,1.0,1.0,1.0,-5422.262348299252,1.4814112264044388,-2.687494831958216,0.0,0.24723591160731223,0.7300629590251567,1.0816134951418603,inf,2
ISBC-AWI,2.0,2.0,1.0,-5322.386084021253,-0.6518027726856611,0.8265736018609307,0.0,0.2503611568077926,1.6046720417270168,2.912676232106914,inf,9
ISBC-NWE,2.0,2.0,1.0,-4714.563961284404,-1.611207448870766,6.729994029572839,0.0,0.09568931053550014,0.6541044354884298,1.6679557062595263,inf,9
ISBC-UGI,2.0,2.0,2.0,-4953.663115718755,-1.9756428474869485,-7.619011899152949,11.995982201530232,0.11515101451556183,0.19293938578284867,0.5214729495511552,0.9098083293579732,9
ISBC-SAH,1.0,2.0,2.0,-4726.225276965898,-1.8778251228601386,-20.49742297671384,18.026846959337664,0.23780697940882772,0.04113948074922211,0.47126135471182246,0.4285078952671044,9
UNFI-ABM,1.0,1.0,2.0,-5286.619400248037,4.196502842708439,-3.337145766809592,-0.34950672436546637,0.18439789299689158,0.00010699477213716697,0.006402971945366849,0.005896067121182714,10
UNFI-WWD,2.0,1.0,2.0,-5235.454456918451,3.8631544299174347,9.349118613107159,-12.632614500193071,0.1844831082359268,0.00047956194070173687,0.006617907458949649,0.006085467967884353,9
UNFI-PCH,1.0,1.0,2.0,-5251.304280025594,3.6218464492902864,16.685812965617252,-17.712553691231737,0.182074182094389,0.0002644915002659544,0.006043064431367857,0.005770595102610364,10
UNFI-NWE,2.0,1.0,2.0,-5228.0195200771295,4.268327542700247,1.8735987082210566,-4.58615042615367,0.1880227421514376,0.0012808575724242055,0.004344268209710913,0.0036596124067767226,10
UNFI-UGI,1.0,2.0,2.0,-5232.151449623435,4.320535334956805,0.6867399460324619,-4.227663315937671,0.1874362453044826,0.014084736362565896,0.007256706113822602,0.006720374473912248,10
UNFI-RPT,1.0,1.0,1.0,-5267.017144145529,2.7473636415332203,-3.4518635557474724,0.0,0.1778385077115587,1.9692784072181921,2.5923569929197354,inf,6
AEL-SBRA,2.0,2.0,2.0,-3694.609519465954,-0.22969246302630997,-6.998647749217914,6.035359418187641,0.3234015760949962,0.2613509214695483,0.9182163503079639,0.9690042193021396,10
AEL-MOS,2.0,2.0,1.0,-3902.0883913852263,1.4864514018836337,3.542841289548983,0.0,0.2945860169485039,0.29559033019788955,3.827048508538097,inf,6
AEL-NWE,1.0,2.0,2.0,-4005.315637799341,-1.6822236117647296,-4.354368704782825,3.518238778671176,0.17255800275725794,0.2187464482831994,0.5632944797837012,0.31945855024575043,9
AEL-UGI,1.0,2.0,2.0,-4386.367509756327,0.006669300867461373,-9.560891191945771,6.350071231431551,0.1940660311993822,1.2727725703888144,13.078755557590007,10.158111489470405,6
SBRA-WMK,1.0,1.0,1.0,-4607.710619145043,,,0.0,0.14963686966516154,,,inf,0
SBRA-PLXS,2.0,1.0,2.0,-4816.052841260459,-1.736086770785564,6.276429191220172,-2.837169013704422,0.1425518702674849,0.0028980588858158814,0.006278648426747199,0.040370281310933454,10
SBRA-FLS,2.0,2.0,2.0,-4764.513492412745,-1.6546290296647468,5.840406865415892,-2.7287305473016876,0.15183847589044816,0.06209860037541636,0.0678316850019857,0.007046331165188863,10
SBRA-NWE,2.0,1.0,2.0,-4754.936018598384,-2.1212966159350883,15.558616746365102,-10.026953909256545,0.14088564121324496,1.189241922124175,2.5967401801590912,4.889960033818987,9
SBRA-BC,2.0,2.0,1.0,-4782.626569118339,-2.203942529680027,4.883270472430893,0.0,0.14470661942281426,0.3326138981082855,0.20098494300891817,inf,9
SBRA-RPT,1.0,2.0,2.0,-5092.152392580789,-2.495591099321996,3.048551855870361,3.7156396926156225,0.1086819209181142,0.012977788097855667,0.11537277669939355,0.17162049117985176,10
ABM-WMK,2.0,1.0,1.0,-4882.929426306228,-0.3067085262700808,-1.5174613505705006,0.0,0.16257730932055245,0.1975152481395679,0.2734889407517033,inf,10
MOS-WBS,2.0,2.0,2.0,-4761.676944469895,-0.953466725694724,16.19651769730826,-3.0662539338937806,0.09164198916997346,0.2514352520350438,0.9232246205781561,0.5203930806944517,8
MOS-NWE,2.0,2.0,2.0,-4811.082329053408,-2.130944861631426,19.754324974271707,-4.16231346943079,0.0960444794856244,0.2697939297832731,2.0610667841994212,1.4258124770253757,8
MOS-RPT,2.0,1.0,1.0,-5263.89379663487,-2.9053042524415464,15.896110079147114,0.0,0.11945727623016317,0.3308587471555347,2.517819869519172,inf,10
PLXS-BXS,1.0,2.0,2.0,-5000.007208198698,2.9667230670411056,-45.1267123832281,50.622244466354566,0.11525662696404419,0.0002462770823069844,0.004041025576230978,0.0041456367804698,10
PLXS-BC,1.0,2.0,1.0,-4937.291961337276,1.971623760453479,8.607937563673337,0.0,0.15434091698850208,0.0011115501440978612,0.008440478732372497,inf,10
BXS-SAH,1.0,1.0,1.0,-4563.258887096805,2.7258593094928596,-7.908444832388999,0.0,0.21683482860988348,1.0827016767725064,1.588407025967524,inf,6
GRPN-UGI,1.0,1.0,1.0,-3628.2201958113,1.363017823950924,2.0017238385654013,0.0,0.3917239071803048,1.7595213711076971,3.710116065891267,inf,5
PWR-AWI,1.0,1.0,2.0,-5189.639876320996,4.026664274301351,38.09088580458031,-40.71921756301235,0.13396147027256766,0.0003714097041175743,0.0032737754385789453,0.0039545792755117165,10
PWR-SAH,1.0,1.0,1.0,-5322.940353314861,3.667939311314474,-1.3470213868057241,0.0,0.14069461977158165,0.2451750327818328,1.824306754133385,inf,8
PWR-RPT,1.0,1.0,2.0,-5255.706854565632,3.3613779429888515,23.842363485457327,-23.887382021534926,0.14826979248698968,0.0004657744113352102,0.006628633823204028,0.006083116958007975,10
WBS-SAH,2.0,2.0,2.0,-4612.237909489283,-1.7301265367336547,-33.64271416472026,33.7203987563181,0.2673887267306096,0.7317047081884767,7.059546174770776,6.086369107515286,7
PCH-SAH,1.0,2.0,2.0,-5605.678828099797,-2.688315433249464,-35.61764694608606,40.01624981871362,0.08672165041629823,0.02763662282628478,0.1643458278034228,0.20530598482565893,9
PCH-RPT,1.0,1.0,1.0,-5624.800614463987,-0.8471183336398972,0.8800817177015149,0.0,0.08981793816235976,2.068892774240334,2.094979115561028,inf,3
